 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
245.312,202.491,39.658,308.865,212.913,27.5557,227.4,392.697,118.734,250.743,315.191,87.8101,287.374,324.089,79.4686,275.248,408.134,103.08,226.496,484.022,39.0903,265.527,467.108,99.8527,199.124,538.674,162.343,186.434,590.396,190.418,166.759,634.982,220.37,205.208,677.989,196.842,219.193,618.07,169.054,237.36,563.177,144.9,120.584,779.886,236.652,91.7771,684.254,240.214,117.195,732.535,261.201,-45.227,614.473,168.692,-47.5281,631.163,191.862,-2.3961,635.139,193.672,-0.730632,616.283,170.13
245.313,202.486,39.6592,308.864,212.911,27.5583,227.405,392.692,118.742,250.742,315.186,87.8164,287.373,324.084,79.4764,275.254,408.129,103.094,226.436,483.943,39.0233,265.533,467.105,99.8662,199.135,538.67,162.357,186.437,590.393,190.434,166.749,634.974,220.386,205.198,677.977,196.859,219.196,618.065,169.07,237.37,563.178,144.91,120.598,779.913,236.638,91.7929,684.277,240.177,117.204,732.567,261.206,-45.1867,614.464,168.715,-47.4842,631.16,191.872,-2.36003,635.133,193.678,-0.68897,616.273,170.144
245.313,202.482,39.6604,308.864,212.908,27.5607,227.41,392.687,118.751,250.742,315.182,87.8223,287.373,324.08,79.4838,275.261,408.124,103.107,226.38,483.868,38.9587,265.54,467.101,99.8791,199.147,538.665,162.371,186.44,590.39,190.449,166.739,634.966,220.401,205.188,677.966,196.876,219.2,618.06,169.086,237.379,563.18,144.919,120.612,779.94,236.625,91.8087,684.299,240.141,117.213,732.599,261.211,-45.1469,614.456,168.737,-47.441,631.156,191.881,-2.32443,635.127,193.684,-0.647889,616.264,170.158
245.314,202.478,39.6614,308.864,212.906,27.563,227.415,392.683,118.759,250.742,315.177,87.8279,287.374,324.075,79.4908,275.267,408.119,103.119,226.326,483.795,38.8966,265.547,467.098,99.8916,199.158,538.661,162.384,186.443,590.387,190.463,166.729,634.958,220.415,205.179,677.955,196.893,219.204,618.056,169.101,237.389,563.182,144.927,120.625,779.966,236.612,91.8247,684.321,240.105,117.223,732.63,261.216,-45.1076,614.448,168.758,-47.3984,631.153,191.891,-2.28929,635.121,193.689,-0.60739,616.254,170.171
245.315,202.474,39.6624,308.864,212.904,27.5651,227.421,392.679,118.766,250.742,315.173,87.8332,287.375,324.071,79.4975,275.275,408.115,103.13,226.275,483.725,38.837,265.554,467.095,99.9035,199.169,538.658,162.396,186.446,590.383,190.477,166.72,634.951,220.429,205.172,677.944,196.909,219.208,618.051,169.116,237.398,563.183,144.936,120.639,779.992,236.6,91.8408,684.342,240.071,117.232,732.661,261.221,-45.0689,614.44,168.78,-47.3564,631.149,191.9,-2.25461,635.115,193.695,-0.567472,616.245,170.185
245.315,202.471,39.6633,308.864,212.901,27.5671,227.427,392.675,118.773,250.743,315.17,87.8382,287.376,324.067,79.5038,275.282,408.111,103.142,226.227,483.659,38.7798,265.562,467.092,99.9149,199.18,538.654,162.408,186.45,590.38,190.491,166.711,634.945,220.442,205.164,677.934,196.924,219.212,618.047,169.13,237.408,563.184,144.944,120.653,780.017,236.587,91.8569,684.363,240.037,117.242,732.69,261.225,-45.0308,614.432,168.801,-47.3151,631.145,191.91,-2.22038,635.109,193.701,-0.528137,616.236,170.198
245.316,202.468,39.6642,308.864,212.899,27.5689,227.433,392.671,118.78,250.744,315.166,87.8428,287.378,324.064,79.5098,275.291,408.106,103.152,226.182,483.595,38.725,265.571,467.089,99.9257,199.191,538.65,162.42,186.453,590.377,190.503,166.702,634.938,220.456,205.158,677.924,196.94,219.216,618.043,169.144,237.417,563.185,144.953,120.667,780.042,236.575,91.8732,684.384,240.004,117.252,732.72,261.23,-44.9932,614.424,168.822,-47.2744,631.141,191.919,-2.18662,635.103,193.707,-0.489384,616.227,170.211
245.317,202.465,39.665,308.865,212.897,27.5706,227.44,392.668,118.787,250.746,315.163,87.8472,287.38,324.06,79.5154,275.299,408.103,103.162,226.139,483.535,38.6727,265.579,467.087,99.9361,199.202,538.647,162.431,186.456,590.374,190.516,166.695,634.932,220.468,205.152,677.915,196.954,219.22,618.039,169.157,237.427,563.186,144.961,120.681,780.066,236.564,91.8896,684.405,239.972,117.262,732.749,261.234,-44.9562,614.416,168.843,-47.2343,631.138,191.929,-2.15331,635.097,193.714,-0.451212,616.218,170.225
245.318,202.462,39.6657,308.865,212.895,27.5722,227.447,392.665,118.793,250.748,315.16,87.8511,287.383,324.057,79.5206,275.308,408.099,103.172,226.1,483.478,38.6228,265.589,467.085,99.9459,199.212,538.644,162.442,186.459,590.371,190.527,166.687,634.927,220.48,205.147,677.906,196.969,219.225,618.035,169.169,237.437,563.187,144.968,120.695,780.09,236.552,91.906,684.425,239.941,117.272,732.777,261.238,-44.9197,614.408,168.864,-47.1948,631.134,191.938,-2.12046,635.091,193.72,-0.413623,616.21,170.238
