 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
112.824,354.49,29.5568,172.684,340.977,20.3757,159.531,475.142,54.3708,145.45,437.865,43.4814,211.124,430.232,31.6512,212.405,478.125,53.1279,,,,243.136,550.133,34.7779,207.875,610.244,148.726,194.878,634.934,188.605,177.991,653.191,224.901,200.549,690.69,209.168,213.731,662.961,172.489,222.615,644.245,131.289,142.389,767.215,263.848,94.8011,672.693,240.792,121.017,702.768,278.179,-67.6084,651.442,217.051,-65.4547,664.606,246.564,-13.6996,659.306,242.189,-20.291,648.964,209.312
112.824,354.49,29.5561,172.684,340.976,20.3757,159.533,475.142,54.3699,145.452,437.865,43.4814,211.126,430.231,31.6503,212.407,478.124,53.1274,,,,243.139,550.13,34.7781,207.879,610.235,148.733,194.881,634.925,188.613,177.992,653.18,224.908,200.549,690.679,209.176,213.734,662.951,172.498,222.619,644.236,131.297,142.39,767.204,263.854,94.8014,672.684,240.796,121.015,702.758,278.183,-67.6112,651.436,217.058,-65.4574,664.603,246.57,-13.7029,659.303,242.194,-20.2945,648.96,209.317
112.823,354.49,29.5554,172.684,340.975,20.3757,159.535,475.141,54.369,145.454,437.865,43.4815,211.128,430.23,31.6493,212.409,478.122,53.1269,,,,243.143,550.127,34.7784,207.884,610.226,148.74,194.884,634.915,188.621,177.992,653.17,224.915,200.55,690.668,209.185,213.738,662.941,172.506,222.624,644.227,131.306,142.39,767.194,263.859,94.8017,672.676,240.801,121.012,702.749,278.187,-67.614,651.43,217.064,-65.4601,664.6,246.575,-13.7062,659.299,242.199,-20.298,648.955,209.322
112.823,354.49,29.5546,172.684,340.974,20.3756,159.537,475.141,54.3682,145.456,437.865,43.4815,211.129,430.229,31.6484,212.411,478.121,53.1264,,,,243.147,550.123,34.7788,207.888,610.217,148.747,194.886,634.906,188.628,177.993,653.159,224.922,200.551,690.657,209.193,213.741,662.931,172.515,222.629,644.218,131.314,142.391,767.184,263.865,94.802,672.668,240.805,121.01,702.739,278.191,-67.6167,651.424,217.07,-65.4628,664.597,246.58,-13.7096,659.295,242.203,-20.3015,648.951,209.327
112.822,354.49,29.5539,172.684,340.974,20.3756,159.54,475.14,54.3674,145.458,437.864,43.4815,211.131,430.228,31.6475,212.413,478.12,53.1261,,,,243.15,550.12,34.7793,207.892,610.209,148.754,194.889,634.897,188.635,177.994,653.149,224.929,200.551,690.646,209.201,213.744,662.921,172.523,222.634,644.209,131.322,142.392,767.173,263.87,94.8022,672.66,240.809,121.008,702.73,278.195,-67.6195,651.418,217.076,-65.4656,664.594,246.586,-13.7129,659.291,242.208,-20.305,648.946,209.332
112.822,354.49,29.5532,172.683,340.973,20.3755,159.542,475.14,54.3666,145.459,437.864,43.4815,211.133,430.227,31.6466,212.415,478.119,53.1258,,,,243.154,550.117,34.7798,207.896,610.2,148.761,194.891,634.888,188.643,177.994,653.139,224.936,200.552,690.635,209.209,213.747,662.912,172.531,222.638,644.201,131.329,142.392,767.163,263.876,94.8024,672.652,240.813,121.006,702.721,278.199,-67.6223,651.412,217.082,-65.4683,664.591,246.591,-13.7162,659.287,242.212,-20.3085,648.942,209.337
112.822,354.49,29.5524,172.683,340.972,20.3754,159.544,475.139,54.3658,145.461,437.864,43.4816,211.135,430.226,31.6457,212.417,478.117,53.1256,,,,243.158,550.114,34.7804,207.9,610.192,148.767,194.894,634.879,188.65,177.995,653.129,224.942,200.552,690.624,209.217,213.75,662.902,172.539,222.642,644.192,131.337,142.393,767.154,263.881,94.8026,672.644,240.818,121.003,702.712,278.203,-67.625,651.406,217.088,-65.471,664.588,246.595,-13.7195,659.283,242.216,-20.3119,648.937,209.341
112.821,354.49,29.5517,172.683,340.971,20.3753,159.546,475.139,54.3651,145.463,437.864,43.4816,211.136,430.225,31.6449,212.419,478.116,53.1254,,,,243.161,550.111,34.781,207.904,610.184,148.774,194.896,634.87,188.657,177.995,653.12,224.949,200.552,690.614,209.225,213.752,662.893,172.547,222.646,644.184,131.345,142.393,767.144,263.887,94.8028,672.637,240.822,121.001,702.703,278.208,-67.6278,651.4,217.094,-65.4738,664.585,246.6,-13.7229,659.279,242.221,-20.3154,648.932,209.346
112.821,354.49,29.5509,172.683,340.971,20.3752,159.548,475.138,54.3644,145.465,437.864,43.4816,211.138,430.224,31.6441,212.421,478.115,53.1254,,,,243.165,550.108,34.7818,207.908,610.176,148.78,194.898,634.861,188.664,177.995,653.11,224.955,200.552,690.604,209.233,213.755,662.884,172.555,222.65,644.175,131.353,142.393,767.134,263.893,94.803,672.629,240.826,120.998,702.694,278.212,-67.6305,651.393,217.1,-65.4765,664.582,246.605,-13.7262,659.275,242.225,-20.3188,648.927,209.35
112.82,354.49,29.5502,172.683,340.97,20.375,159.55,475.138,54.3638,145.466,437.863,43.4816,211.139,430.223,31.6432,212.423,478.114,53.1253,,,,243.168,550.105,34.7826,207.911,610.168,148.787,194.899,634.853,188.67,177.995,653.1,224.961,200.552,690.594,209.24,213.757,662.875,172.562,222.654,644.167,131.36,142.393,767.125,263.899,94.8032,672.621,240.83,120.996,702.685,278.216,-67.6333,651.387,217.105,-65.4792,664.578,246.61,-13.7295,659.271,242.229,-20.3222,648.922,209.355
112.82,354.49,29.5495,172.682,340.97,20.3749,159.553,475.137,54.3631,145.468,437.863,43.4817,211.141,430.222,31.6424,212.425,478.112,53.1254,,,,243.172,550.102,34.7834,207.915,610.16,148.793,194.901,634.844,188.677,177.995,653.091,224.967,200.552,690.583,209.248,213.759,662.866,172.57,222.658,644.159,131.368,142.393,767.115,263.905,94.8033,672.614,240.834,120.993,702.677,278.22,-67.636,651.381,217.111,-65.482,664.575,246.614,-13.7328,659.267,242.233,-20.3256,648.917,209.359
