 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
188.897,200.082,42.0536,242.745,200.323,13.4651,254.04,324.032,61.63,232.573,259.002,53.4478,254.055,256.086,6.68672,278.152,327.373,18.2915,214.995,442.287,-3.32374,280.788,417.387,40.6681,263.735,439.068,110.576,259.641,466.712,160.482,245.84,489.515,223.898,256.278,530.669,207.548,270.789,495.058,143.74,274.527,464.762,94.1024,168.619,588.241,305.484,139.976,485.42,254.239,170.007,528.091,299.968,15.5468,465.04,219.278,13.1053,474.318,244.999,54.0516,473.938,245.632,51.3947,464.086,221.426
188.896,200.084,42.0528,242.736,200.313,13.4648,254.045,324.03,61.6333,232.575,259.002,53.4494,254.055,256.086,6.68728,278.154,327.371,18.2924,215.004,442.296,-3.30614,280.792,417.386,40.6768,263.74,439.068,110.586,259.648,466.714,160.494,245.846,489.519,223.909,256.282,530.672,207.559,270.796,495.059,143.751,274.532,464.762,94.1138,168.621,588.25,305.491,139.981,485.427,254.254,170.009,528.101,299.978,15.547,465.039,219.297,13.1054,474.319,245.019,54.0497,473.94,245.651,51.393,464.086,221.446
188.894,200.086,42.052,242.729,200.304,13.4646,254.049,324.028,61.6365,232.576,259.001,53.451,254.056,256.085,6.68783,278.156,327.37,18.2932,215.013,442.305,-3.28908,280.795,417.385,40.6854,263.744,439.068,110.596,259.655,466.717,160.505,245.852,489.522,223.919,256.285,530.675,207.569,270.802,495.06,143.763,274.537,464.762,94.1249,168.623,588.259,305.498,139.985,485.433,254.269,170.011,528.111,299.987,15.5469,465.038,219.316,13.1053,474.32,245.04,54.0476,473.942,245.669,51.3911,464.085,221.466
188.893,200.088,42.0512,242.721,200.295,13.4644,254.053,324.026,61.6397,232.577,259.001,53.4526,254.056,256.085,6.68836,278.158,327.368,18.2941,215.021,442.313,-3.27255,280.799,417.385,40.6938,263.749,439.069,110.605,259.661,466.72,160.516,245.858,489.526,223.929,256.289,530.678,207.579,270.808,495.061,143.773,274.542,464.762,94.1356,168.625,588.269,305.504,139.99,485.44,254.284,170.012,528.12,299.996,15.5467,465.037,219.335,13.105,474.32,245.059,54.0454,473.944,245.688,51.3891,464.085,221.485
188.892,200.089,42.0504,242.714,200.287,13.4642,254.057,324.024,61.6429,232.578,259,53.4541,254.056,256.085,6.68887,278.159,327.367,18.2951,215.029,442.321,-3.25655,280.802,417.384,40.702,263.753,439.069,110.615,259.667,466.723,160.527,245.863,489.53,223.939,256.292,530.682,207.588,270.814,495.063,143.784,274.546,464.762,94.1461,168.627,588.278,305.511,139.994,485.446,254.299,170.014,528.13,300.005,15.5463,465.035,219.353,13.1046,474.321,245.079,54.043,473.946,245.707,51.387,464.084,221.504
188.89,200.091,42.0496,242.708,200.279,13.464,254.061,324.022,61.646,232.578,259,53.4556,254.057,256.085,6.68937,278.16,327.365,18.296,215.036,442.329,-3.24109,280.805,417.384,40.7101,263.757,439.07,110.624,259.673,466.726,160.537,245.868,489.534,223.948,256.295,530.685,207.598,270.819,495.064,143.794,274.55,464.763,94.1562,168.628,588.288,305.517,139.998,485.453,254.313,170.015,528.139,300.014,15.5457,465.034,219.372,13.1039,474.322,245.098,54.0405,473.948,245.725,51.3847,464.084,221.523
188.889,200.093,42.0488,242.702,200.273,13.4638,254.064,324.02,61.649,232.579,259,53.457,254.057,256.085,6.68986,278.161,327.364,18.2971,215.042,442.336,-3.22617,280.808,417.383,40.718,263.761,439.071,110.633,259.679,466.729,160.547,245.872,489.539,223.958,256.298,530.689,207.607,270.824,495.066,143.804,274.554,464.763,94.166,168.63,588.297,305.524,140.001,485.459,254.328,170.016,528.148,300.022,15.545,465.033,219.39,13.1031,474.322,245.117,54.0379,473.949,245.743,51.3822,464.083,221.542
188.887,200.094,42.048,242.696,200.266,13.4637,254.068,324.018,61.652,232.58,258.999,53.4584,254.057,256.085,6.69033,278.162,327.363,18.2981,215.049,442.343,-3.21178,280.811,417.383,40.7258,263.764,439.072,110.642,259.684,466.732,160.557,245.877,489.543,223.967,256.3,530.693,207.616,270.829,495.068,143.814,274.557,464.764,94.1755,168.631,588.307,305.53,140.005,485.465,254.342,170.017,528.158,300.031,15.544,465.031,219.408,13.102,474.323,245.136,54.0351,473.951,245.761,51.3796,464.082,221.56
188.886,200.096,42.0471,242.691,200.26,13.4636,254.071,324.016,61.655,232.581,258.999,53.4598,254.057,256.085,6.69079,278.163,327.362,18.2992,215.054,442.35,-3.19792,280.813,417.383,40.7334,263.768,439.073,110.65,259.689,466.735,160.567,245.881,489.547,223.976,256.303,530.696,207.625,270.833,495.069,143.823,274.561,464.765,94.1847,168.632,588.316,305.536,140.008,485.471,254.356,170.017,528.167,300.04,15.5428,465.029,219.425,13.1008,474.323,245.155,54.0321,473.952,245.778,51.3769,464.081,221.579
