 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
151.73,349.349,42.6769,210.643,350.844,7.25398,139.141,475.183,39.6446,145.57,421.011,46.7011,196.219,439.059,52.6972,200.988,477.99,50.4494,,,,208.348,606.131,25.2245,165.891,657.365,125.198,156.792,688.923,151.436,145.759,716.911,176.349,172.273,751.363,147.034,183.25,720.768,126.759,193.066,688.119,101.638,64.0896,861.078,235.156,49.2351,760.089,227.535,67.2518,797.447,247.499,-96.8652,717.109,176.75,-96.0639,726.325,204.712,-50.16,726.805,204.754,-52.5199,716.33,177.931,,,,,,
151.743,349.243,43.0051,210.544,350.944,7.42406,138.825,475.107,39.5533,145.205,420.959,46.8424,195.961,439.072,53.2799,200.704,478.012,51.0916,,,,208.154,606.023,25.782,165.766,657.366,125.749,156.628,688.958,151.94,145.578,716.902,176.911,172.185,751.36,147.683,183.192,720.777,127.367,193.001,688.028,102.228,63.9629,861.28,235.409,49.1408,760.288,227.738,67.1307,797.619,247.773,-96.7791,717.09,176.79,-95.9837,726.304,204.749,-50.0736,726.806,204.797,-52.429,716.32,177.979,,,,,,
151.757,349.122,43.3716,210.42,351.031,7.60779,138.515,475.016,39.5301,144.862,420.891,47.0381,195.714,439.071,53.8456,200.424,478.022,51.7092,,,,207.922,605.905,26.3237,165.611,657.357,126.296,156.444,688.983,152.439,145.388,716.889,177.464,172.091,751.346,148.319,183.117,720.77,127.964,192.911,687.924,102.809,63.8381,861.478,235.655,49.0471,760.483,227.936,67.0102,797.786,248.04,-96.6966,717.069,176.828,-95.9065,726.281,204.785,-49.9904,726.805,204.838,-52.3416,716.309,178.026,,,,,,
151.77,348.988,43.7765,210.27,351.105,7.80517,138.209,474.91,39.5748,144.539,420.807,47.2882,195.479,439.057,54.3942,200.151,478.017,52.3022,,,,207.654,605.777,26.8498,165.426,657.337,126.837,156.241,688.998,152.932,145.191,716.873,178.008,171.991,751.321,148.941,183.025,720.747,128.551,192.794,687.808,103.38,63.7154,861.671,235.896,48.9538,760.673,228.127,66.8904,797.95,248.3,-96.6177,717.046,176.865,-95.8325,726.256,204.82,-49.9105,726.803,204.878,-52.2579,716.295,178.071,,,,,,
151.783,348.839,44.2197,210.096,351.164,8.01618,137.909,474.789,39.6875,144.239,420.708,47.5926,195.256,439.029,54.9256,199.884,477.998,52.8705,,,,207.348,605.639,27.36,165.21,657.307,127.374,156.018,689.002,153.419,144.987,716.854,178.544,171.885,751.286,149.549,182.916,720.707,129.127,192.65,687.678,103.941,63.5947,861.859,236.13,48.8611,760.858,228.313,66.7713,798.109,248.553,-96.5425,717.022,176.902,-95.7614,726.23,204.854,-49.8338,726.797,204.916,-52.1779,716.281,178.114,,,,,,
151.796,348.677,44.7011,209.897,351.21,8.24077,137.613,474.653,39.8683,143.959,420.592,47.9513,195.045,438.987,55.4399,199.622,477.966,53.4141,,,,207.005,605.492,27.8545,164.963,657.267,127.905,155.775,688.997,153.902,144.774,716.831,179.07,171.774,751.24,150.144,182.789,720.651,129.693,192.48,687.536,104.493,63.4761,862.042,236.359,48.769,761.038,228.494,66.6529,798.265,248.798,-96.4709,716.997,176.937,-95.6935,726.203,204.887,-49.7603,726.79,204.953,-52.1014,716.264,178.156,,,,,,
151.808,348.501,45.2205,209.672,351.243,8.47885,137.322,474.502,40.1171,143.701,420.461,48.3642,194.846,438.932,55.9367,199.367,477.92,53.9326,,,,206.626,605.335,28.333,164.686,657.217,128.431,155.512,688.981,154.378,144.554,716.805,179.588,171.656,751.184,150.725,182.646,720.579,130.247,192.284,687.38,105.036,63.3595,862.221,236.582,48.6773,761.214,228.669,66.5352,798.416,249.036,-96.403,716.97,176.972,-95.6286,726.174,204.919,-49.6901,726.781,204.989,-52.0285,716.246,178.196,,,,,,
151.82,348.312,45.7777,209.422,351.261,8.73029,137.036,474.335,40.434,143.463,420.314,48.8312,194.658,438.864,56.4157,199.117,477.86,54.4258,,,,206.209,605.169,28.7954,164.38,657.157,128.952,155.23,688.954,154.849,144.327,716.775,180.096,171.533,751.118,151.292,182.486,720.491,130.791,192.061,687.212,105.568,63.2449,862.394,236.799,48.5862,761.385,228.838,66.4182,798.563,249.267,-96.3386,716.941,177.006,-95.5668,726.144,204.95,-49.6231,726.77,205.023,-51.9593,716.226,178.234,,,,,,
151.83,348.108,46.3721,209.146,351.266,8.99488,136.756,474.155,40.8189,143.248,420.151,49.3521,194.482,438.781,56.8765,198.873,477.787,54.8931,,,,205.756,604.993,29.2414,164.043,657.087,129.467,154.929,688.918,155.313,144.092,716.741,180.595,171.403,751.041,151.845,182.309,720.386,131.324,191.812,687.032,106.091,63.1324,862.563,237.009,48.4956,761.551,229.002,66.302,798.706,249.491,-96.2779,716.911,177.039,-95.5081,726.113,204.981,-49.5593,726.756,205.056,-51.8937,716.205,178.271,,,,,,
