 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
148.167,348.94,40.9165,208.619,347.17,8.16558,143.772,475.181,36.3623,146.307,420.496,44.7468,197.634,435.256,54.442,205.161,473.501,52.3615,,,,224.927,602.477,29.6497,170.096,646.878,127.067,158.22,675.928,154.998,144.695,702.919,180.856,173.638,738.59,155.356,186.593,709.44,134.712,198.747,679.347,108.593,62.7644,847.082,238.163,47.1246,746.049,229.305,64.5533,783.543,250.168,-98.1313,704.967,178.755,-96.9793,714.09,206.519,-51.1348,714.341,206.418,-53.6231,704.807,179.158,,,,,,
148.175,348.945,40.935,208.615,347.171,8.16719,143.78,475.185,36.3633,146.314,420.503,44.7526,197.645,435.258,54.4521,205.176,473.508,52.3681,,,,224.919,602.478,29.628,170.103,646.881,127.046,158.231,675.938,154.977,144.712,702.93,180.835,173.642,738.601,155.32,186.597,709.455,134.678,198.752,679.356,108.558,62.7731,847.079,238.16,47.1294,746.048,229.296,64.5602,783.539,250.16,-98.1138,704.972,178.739,-96.9613,714.089,206.505,-51.1157,714.342,206.402,-53.6049,704.811,179.14,,,,,,
148.182,348.951,40.9503,208.612,347.17,8.16616,143.791,475.189,36.3645,146.323,420.509,44.757,197.658,435.259,54.4604,205.195,473.512,52.3736,,,,224.912,602.478,29.6088,170.11,646.883,127.027,158.243,675.948,154.958,144.728,702.94,180.816,173.646,738.611,155.286,186.602,709.469,134.646,198.757,679.365,108.524,62.7818,847.077,238.157,47.1342,746.045,229.288,64.567,783.534,250.153,-98.0964,704.976,178.724,-96.9434,714.088,206.492,-51.0967,714.342,206.386,-53.5868,704.815,179.122,,,,,,
148.189,348.957,40.9625,208.61,347.169,8.16248,143.805,475.192,36.3659,146.334,420.515,44.7601,197.672,435.259,54.4669,205.215,473.516,52.3778,,,,224.908,602.479,29.5923,170.119,646.886,127.009,158.256,675.957,154.94,144.745,702.949,180.798,173.651,738.621,155.253,186.606,709.483,134.615,198.762,679.375,108.492,62.7904,847.074,238.155,47.1391,746.043,229.28,64.5739,783.529,250.146,-98.0791,704.979,178.709,-96.9256,714.086,206.478,-51.0777,714.342,206.371,-53.5688,704.818,179.105,,,,,,
148.197,348.964,40.9715,208.609,347.167,8.15616,143.821,475.194,36.3676,146.347,420.52,44.7618,197.689,435.257,54.4717,205.237,473.517,52.3809,,,,224.906,602.48,29.5784,170.129,646.888,126.993,158.269,675.965,154.923,144.761,702.958,180.782,173.655,738.63,155.221,186.611,709.496,134.585,198.767,679.384,108.462,62.7991,847.071,238.152,47.144,746.04,229.272,64.5807,783.524,250.139,-98.0619,704.982,178.693,-96.9079,714.084,206.465,-51.0589,714.341,206.355,-53.551,704.82,179.088,,,,,,
148.205,348.971,40.9773,208.609,347.164,8.1472,143.84,475.196,36.3695,146.362,420.523,44.7622,197.708,435.253,54.4747,205.262,473.518,52.3828,,,,224.906,602.48,29.5671,170.139,646.89,126.979,158.282,675.973,154.908,144.778,702.967,180.766,173.66,738.639,155.191,186.616,709.509,134.556,198.772,679.394,108.433,62.8077,847.067,238.15,47.1489,746.037,229.264,64.5876,783.519,250.131,-98.0448,704.984,178.678,-96.8903,714.081,206.452,-51.0401,714.34,206.34,-53.5334,704.822,179.071,,,,,,
148.213,348.979,40.98,208.61,347.161,8.1356,143.861,475.197,36.3716,146.379,420.527,44.7613,197.729,435.249,54.476,205.289,473.516,52.3835,,,,224.908,602.48,29.5584,170.151,646.891,126.966,158.296,675.981,154.894,144.795,702.975,180.751,173.666,738.648,155.163,186.621,709.521,134.529,198.777,679.404,108.406,62.8164,847.064,238.147,47.1539,746.034,229.256,64.5944,783.513,250.124,-98.0279,704.986,178.664,-96.8728,714.078,206.439,-51.0214,714.337,206.324,-53.5159,704.824,179.054,,,,,,
148.222,348.986,40.9795,208.613,347.157,8.1214,143.884,475.198,36.374,146.398,420.529,44.759,197.751,435.243,54.4755,205.318,473.513,52.3831,,,,224.912,602.481,29.5523,170.164,646.893,126.955,158.311,675.988,154.882,144.812,702.983,180.738,173.671,738.655,155.136,186.626,709.532,134.503,198.783,679.415,108.381,62.825,847.06,238.145,47.1589,746.03,229.248,64.6012,783.507,250.116,-98.011,704.987,178.649,-96.8554,714.074,206.426,-51.0028,714.335,206.309,-53.4986,704.824,179.037,,,,,,
148.231,348.995,40.9758,208.616,347.152,8.1046,143.91,475.198,36.3766,146.419,420.531,44.7553,197.776,435.236,54.4732,205.349,473.508,52.3814,,,,224.917,602.481,29.5489,170.178,646.894,126.946,158.326,675.995,154.87,144.83,702.99,180.725,173.677,738.663,155.11,186.632,709.542,134.478,198.789,679.425,108.357,62.8336,847.056,238.143,47.164,746.026,229.241,64.608,783.5,250.108,-97.9943,704.988,178.634,-96.8381,714.07,206.413,-50.9843,714.332,206.294,-53.4814,704.825,179.021,,,,,,
