 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
249.395,207.135,40.3191,311.977,219.888,27.0789,227.267,395.303,121.429,251.957,319.328,89.5489,288.416,328.796,81.4998,275.007,412.018,106.864,223.256,486.917,41.7555,264.099,470.737,105.385,195.055,537.865,169.688,180.562,588.042,199.544,159.258,631.427,230.961,197.731,675.15,209.264,213.05,616.735,179.116,232.889,563.863,153.214,113.133,777.802,246.539,82.0063,680.233,250.036,106.942,730.124,272.1,-51.8358,610.694,167.792,-55.2117,626.583,191.404,-10.0328,630.4,194.683,-7.51041,611.915,171.315
249.39,207.14,40.3176,311.971,219.889,27.0755,227.258,395.31,121.426,251.951,319.333,89.5476,288.409,328.802,81.4982,274.999,412.023,106.859,223.261,486.942,41.729,264.091,470.742,105.376,195.052,537.882,169.67,180.566,588.064,199.518,159.272,631.457,230.937,197.747,675.174,209.227,213.057,616.757,179.093,232.89,563.874,153.2,113.176,777.852,246.493,82.0223,680.295,250.023,106.979,730.18,272.064,-51.8516,610.79,167.803,-55.217,626.682,191.412,-10.0341,630.484,194.686,-7.52472,611.994,171.318
249.385,207.145,40.3163,311.965,219.891,27.0723,227.251,395.317,121.422,251.945,319.338,89.5461,288.402,328.807,81.4962,274.992,412.028,106.854,223.266,486.965,41.702,264.084,470.748,105.366,195.05,537.899,169.651,180.571,588.086,199.492,159.287,631.487,230.912,197.764,675.196,209.19,213.066,616.779,179.07,232.891,563.885,153.186,113.22,777.901,246.448,82.0387,680.357,250.01,107.017,730.234,272.028,-51.8668,610.884,167.813,-55.2218,626.781,191.42,-10.035,630.566,194.689,-7.5385,612.072,171.32
249.38,207.151,40.315,311.96,219.893,27.0691,227.244,395.324,121.418,251.939,319.343,89.5442,288.396,328.813,81.4939,274.985,412.033,106.848,223.27,486.987,41.6743,264.078,470.753,105.356,195.049,537.916,169.632,180.577,588.108,199.466,159.302,631.517,230.888,197.782,675.219,209.154,213.074,616.801,179.047,232.894,563.896,153.171,113.264,777.95,246.404,82.0557,680.418,249.997,107.055,730.288,271.992,-51.8815,610.978,167.823,-55.2261,626.878,191.428,-10.0355,630.647,194.691,-7.55174,612.15,171.322
249.375,207.156,40.3139,311.954,219.895,27.0661,227.239,395.332,121.414,251.934,319.348,89.542,288.391,328.818,81.4914,274.979,412.039,106.842,223.274,487.008,41.646,264.073,470.759,105.345,195.048,537.933,169.614,180.583,588.129,199.44,159.318,631.546,230.863,197.8,675.241,209.118,213.084,616.823,179.023,232.897,563.907,153.155,113.309,777.997,246.361,82.0732,680.478,249.983,107.093,730.341,271.957,-51.8956,611.072,167.832,-55.2299,626.975,191.436,-10.0355,630.728,194.693,-7.56444,612.227,171.324
249.371,207.161,40.3128,311.95,219.897,27.0633,227.233,395.34,121.409,251.93,319.353,89.5395,288.385,328.824,81.4885,274.974,412.044,106.835,223.278,487.027,41.6171,264.069,470.765,105.334,195.049,537.95,169.594,180.59,588.15,199.414,159.334,631.575,230.839,197.818,675.262,209.082,213.094,616.845,179,232.9,563.919,153.139,113.354,778.044,246.318,82.0913,680.538,249.97,107.132,730.393,271.923,-51.9092,611.164,167.841,-55.2332,627.071,191.443,-10.035,630.808,194.695,-7.5766,612.304,171.326
249.367,207.166,40.3118,311.945,219.899,27.0605,227.229,395.348,121.403,251.926,319.359,89.5368,288.381,328.829,81.4854,274.97,412.049,106.828,223.281,487.044,41.5876,264.065,470.771,105.322,195.051,537.967,169.575,180.597,588.171,199.387,159.35,631.603,230.815,197.837,675.284,209.047,213.105,616.867,178.976,232.905,563.931,153.121,113.399,778.09,246.276,82.1099,680.596,249.956,107.171,730.445,271.889,-51.9222,611.256,167.85,-55.2359,627.166,191.449,-10.0341,630.887,194.696,-7.58822,612.38,171.327
249.364,207.171,40.3108,311.941,219.9,27.0579,227.225,395.356,121.398,251.922,319.364,89.5337,288.377,328.835,81.482,274.967,412.055,106.821,223.284,487.06,41.5574,264.063,470.778,105.31,195.053,537.984,169.555,180.606,588.192,199.362,159.367,631.631,230.791,197.857,675.305,209.013,213.116,616.888,178.951,232.91,563.943,153.103,113.445,778.135,246.234,82.129,680.654,249.942,107.21,730.495,271.855,-51.9346,611.347,167.859,-55.2382,627.261,191.456,-10.0327,630.965,194.697,-7.5993,612.455,171.328
249.36,207.176,40.31,311.937,219.902,27.0554,227.222,395.364,121.391,251.919,319.37,89.5303,288.373,328.84,81.4783,274.964,412.06,106.813,223.286,487.075,41.5267,264.061,470.784,105.298,195.056,538.002,169.535,180.615,588.212,199.336,159.384,631.658,230.767,197.877,675.325,208.979,213.128,616.91,178.927,232.916,563.955,153.084,113.492,778.179,246.193,82.1487,680.711,249.927,107.25,730.544,271.822,-51.9465,611.437,167.867,-55.2399,627.354,191.462,-10.0309,631.043,194.698,-7.60985,612.53,171.328
