 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
232.215,190.372,39.8508,292.938,191.42,14.2327,263.216,344.856,59.9883,242.303,263.454,39.5816,303.869,258.871,27.1437,318.5,346.509,46.3764,,,,321.201,430.587,43.9786,236.699,474.229,144.67,209.641,492.34,176.847,189.467,511.962,210.913,223.239,532.907,206.524,242.114,513.835,170.946,257.892,493.365,141.653,160.678,614.95,239.472,170.736,537.501,237.508,150.566,570.334,254.021,-31.053,481.428,158.77,-34.0981,491.307,184.356,10.6708,488.161,185.258,8.75991,480.208,158.344
232.675,190.265,40.0209,293.277,191.443,14.0822,263.559,344.843,60.1882,242.653,263.408,39.7424,304.212,258.952,27.0893,318.781,346.575,46.4017,,,,321.37,430.724,44.12,236.813,474.381,144.81,209.691,492.474,176.97,189.465,512.081,211.001,223.24,533.044,206.656,242.152,513.991,171.076,257.959,493.532,141.77,160.659,615.029,239.658,170.689,537.582,237.58,150.482,570.391,254.108,-31.0767,481.4,158.799,-34.1269,491.276,184.386,10.6278,488.133,185.325,8.74621,480.211,158.38
233.087,190.188,40.2182,293.56,191.481,13.9512,263.879,344.851,60.3911,242.965,263.388,39.9193,304.511,259.042,27.0459,319.04,346.65,46.4311,,,,321.529,430.864,44.2545,236.917,474.532,144.946,209.734,492.607,177.088,189.458,512.199,211.086,223.236,533.178,206.785,242.185,514.145,171.202,258.02,493.697,141.884,160.637,615.108,239.839,170.64,537.662,237.65,150.397,570.447,254.193,-31.1026,481.374,158.828,-34.1578,491.246,184.417,10.5839,488.108,185.39,8.73,480.214,158.416
233.449,190.14,40.4427,293.786,191.535,13.8396,264.176,344.879,60.597,243.241,263.393,40.1124,304.767,259.138,27.0135,319.277,346.732,46.4644,,,,321.679,431.007,44.3821,237.012,474.68,145.077,209.771,492.738,177.202,189.447,512.314,211.168,223.228,533.31,206.91,242.211,514.296,171.325,258.073,493.86,141.994,160.613,615.186,240.017,170.589,537.742,237.719,150.311,570.503,254.277,-31.1307,481.349,158.857,-34.1907,491.219,184.447,10.539,488.085,185.453,8.7113,480.218,158.451
233.762,190.121,40.6944,293.955,191.604,13.7474,264.449,344.928,60.8058,243.48,263.424,40.3216,304.98,259.243,26.9921,319.492,346.823,46.5016,,,,321.82,431.152,44.5028,237.098,474.827,145.203,209.801,492.867,177.313,189.431,512.428,211.247,223.216,533.439,207.031,242.232,514.444,171.444,258.119,494.02,142.1,160.586,615.263,240.191,170.536,537.82,237.787,150.224,570.558,254.358,-31.1611,481.327,158.885,-34.2257,491.193,184.476,10.4931,488.064,185.514,8.69009,480.224,158.486
234.026,190.132,40.9732,294.067,191.688,13.6747,264.698,344.996,61.0175,243.681,263.479,40.5469,305.151,259.355,26.9816,319.685,346.921,46.5429,,,,321.952,431.3,44.6166,237.175,474.973,145.325,209.824,492.995,177.419,189.41,512.54,211.324,223.199,533.566,207.149,242.248,514.59,171.559,258.159,494.178,142.203,160.558,615.339,240.362,170.481,537.896,237.853,150.136,570.614,254.438,-31.1937,481.307,158.913,-34.2627,491.17,184.506,10.4463,488.046,185.573,8.66638,480.23,158.52
234.241,190.173,41.279,294.122,191.788,13.6216,264.924,345.085,61.2321,243.846,263.56,40.7882,305.277,259.474,26.9822,319.857,347.027,46.5882,,,,322.075,431.45,44.7236,237.243,475.116,145.442,209.84,493.121,177.522,189.385,512.65,211.398,223.179,533.689,207.263,242.257,514.732,171.67,258.191,494.333,142.303,160.527,615.414,240.528,170.424,537.972,237.918,150.048,570.668,254.517,-31.2285,481.289,158.941,-34.3018,491.149,184.535,10.3985,488.03,185.63,8.64016,480.238,158.554
234.406,190.243,41.6118,294.12,191.904,13.588,265.127,345.194,61.4495,243.973,263.667,41.0455,305.361,259.601,26.9939,320.006,347.14,46.6375,,,,322.188,431.603,44.8238,237.301,475.258,145.555,209.849,493.245,177.62,189.356,512.759,211.47,223.154,533.81,207.374,242.261,514.872,171.777,258.216,494.486,142.399,160.495,615.489,240.691,170.364,538.047,237.982,149.958,570.723,254.593,-31.2656,481.273,158.968,-34.3429,491.13,184.563,10.3497,488.017,185.684,8.61145,480.246,158.587
234.52,190.342,41.9711,294.061,192.034,13.5741,265.305,345.323,61.6696,244.063,263.798,41.3184,305.401,259.735,27.0167,320.132,347.261,46.6909,,,,322.292,431.759,44.9174,237.35,475.398,145.664,209.852,493.368,177.715,189.321,512.866,211.538,223.125,533.928,207.481,242.259,515.009,171.88,258.235,494.637,142.492,160.46,615.562,240.849,170.303,538.12,238.044,149.868,570.776,254.668,-31.3049,481.259,158.995,-34.3861,491.114,184.592,10.3,488.006,185.737,8.58022,480.256,158.62
