 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
224.16,155.877,37.7008,285.498,158.441,13.8753,247.483,311.176,60.2283,230.894,228.81,38.4849,293.749,226.655,28.4021,303.363,314.713,49.6736,,,,304.751,398.812,48.9078,216.081,443.503,144.313,188.755,461.814,175.192,168.34,481.195,208.765,202.341,500.451,207.236,222.41,481.794,172.893,238.911,461.448,144.028,145.983,585.204,243.594,149.691,506.989,235.159,131.008,539.909,252.944,-51.3917,464.994,150.962,-54.7658,474.403,176.455,-9.34414,469.332,179.247,-11.693,461.381,152.362,,,,,,
224.154,155.883,37.7028,285.492,158.451,13.8777,247.476,311.194,60.218,230.886,228.819,38.488,293.743,226.666,28.3978,303.361,314.709,49.6519,,,,304.757,398.822,48.9063,216.048,443.505,144.28,188.74,461.812,175.176,168.333,481.196,208.787,202.334,500.457,207.224,222.39,481.79,172.882,238.89,461.441,144.014,145.988,585.243,243.59,149.684,507.025,235.177,131.011,539.954,252.959,-51.4011,465.034,150.988,-54.7726,474.452,176.475,-9.36232,469.446,179.219,-11.7001,461.407,152.401,,,,,,
224.148,155.888,37.7048,285.486,158.461,13.8803,247.47,311.211,60.2084,230.877,228.828,38.4909,293.737,226.677,28.394,303.357,314.705,49.6319,,,,304.762,398.832,48.9051,216.018,443.508,144.251,188.728,461.811,175.164,168.327,481.198,208.81,202.331,500.465,207.215,222.373,481.788,172.872,238.871,461.436,144.002,145.993,585.281,243.586,149.677,507.06,235.196,131.014,539.999,252.973,-51.4097,465.073,151.014,-54.7787,474.5,176.494,-9.3795,469.555,179.192,-11.7064,461.432,152.439,,,,,,
224.142,155.894,37.7066,285.481,158.47,13.8829,247.463,311.227,60.1993,230.869,228.837,38.4937,293.73,226.687,28.3906,303.354,314.701,49.6137,,,,304.766,398.841,48.9044,215.991,443.512,144.226,188.718,461.811,175.156,168.322,481.202,208.835,202.33,500.473,207.208,222.358,481.787,172.864,238.855,461.432,143.991,145.998,585.318,243.584,149.672,507.095,235.216,131.017,540.043,252.988,-51.4175,465.11,151.039,-54.7841,474.545,176.514,-9.39567,469.661,179.166,-11.712,461.457,152.475,,,,,,
224.136,155.899,37.7085,285.474,158.48,13.8857,247.457,311.242,60.1908,230.861,228.845,38.4964,293.723,226.697,28.3877,303.35,314.697,49.5971,,,,304.769,398.849,48.9041,215.967,443.516,144.205,188.71,461.812,175.151,168.32,481.207,208.86,202.333,500.483,207.203,222.346,481.787,172.857,238.84,461.429,143.982,146.003,585.355,243.582,149.668,507.13,235.235,131.02,540.086,253.003,-51.4245,465.146,151.064,-54.7888,474.588,176.534,-9.41083,469.763,179.142,-11.7168,461.481,152.51,,,,,,
224.13,155.905,37.7102,285.468,158.488,13.8886,247.451,311.257,60.1829,230.853,228.853,38.4989,293.716,226.707,28.3853,303.347,314.694,49.5822,,,,304.772,398.856,48.9042,215.947,443.52,144.187,188.704,461.814,175.15,168.318,481.214,208.887,202.339,500.495,207.201,222.337,481.789,172.852,238.827,461.427,143.974,146.008,585.391,243.581,149.666,507.165,235.256,131.024,540.127,253.019,-51.4306,465.179,151.089,-54.7928,474.63,176.554,-9.42499,469.86,179.12,-11.7209,461.505,152.544,,,,,,
224.123,155.911,37.7119,285.461,158.497,13.8916,247.444,311.27,60.1756,230.844,228.861,38.5012,293.708,226.716,28.3834,303.343,314.69,49.569,,,,304.773,398.863,48.9046,215.929,443.525,144.174,188.7,461.817,175.152,168.319,481.222,208.916,202.347,500.507,207.201,222.331,481.792,172.848,238.816,461.426,143.968,146.013,585.426,243.58,149.664,507.199,235.276,131.028,540.168,253.035,-51.4359,465.211,151.113,-54.7961,474.669,176.574,-9.43814,469.954,179.099,-11.7242,461.528,152.577,,,,,,
224.117,155.917,37.7135,285.455,158.505,13.8947,247.438,311.283,60.169,230.836,228.868,38.5035,293.7,226.724,28.3819,303.339,314.687,49.5575,,,,304.774,398.868,48.9055,215.915,443.53,144.165,188.699,461.821,175.158,168.321,481.231,208.945,202.359,500.521,207.203,222.327,481.797,172.846,238.807,461.427,143.963,146.018,585.461,243.581,149.664,507.233,235.297,131.033,540.208,253.051,-51.4403,465.241,151.136,-54.7987,474.706,176.594,-9.45028,470.044,179.079,-11.7268,461.55,152.608,,,,,,
224.11,155.923,37.715,285.447,158.513,13.898,247.432,311.295,60.1629,230.828,228.875,38.5055,293.692,226.732,28.3809,303.334,314.684,49.5476,,,,304.773,398.873,48.9068,215.904,443.536,144.16,188.7,461.826,175.167,168.324,481.242,208.976,202.374,500.536,207.208,222.326,481.803,172.845,238.8,461.429,143.96,146.022,585.495,243.583,149.666,507.267,235.319,131.038,540.246,253.067,-51.444,465.269,151.16,-54.8006,474.74,176.614,-9.46142,470.129,179.061,-11.7287,461.572,152.638,,,,,,
224.103,155.93,37.7164,285.44,158.52,13.9013,247.425,311.306,60.1575,230.82,228.882,38.5074,293.683,226.74,28.3803,303.33,314.681,49.5395,,,,304.772,398.877,48.9085,215.896,443.542,144.158,188.703,461.832,175.18,168.33,481.255,209.008,202.392,500.553,207.215,222.327,481.81,172.846,238.795,461.432,143.958,146.027,585.528,243.585,149.668,507.301,235.341,131.044,540.284,253.084,-51.4468,465.296,151.183,-54.8017,474.773,176.634,-9.47155,470.211,179.045,-11.7298,461.594,152.666,,,,,,
224.096,155.936,37.7176,285.433,158.528,13.9048,247.419,311.315,60.1527,230.812,228.888,38.5092,293.673,226.747,28.3803,303.325,314.677,49.5329,,,,304.77,398.88,48.9105,215.891,443.548,144.161,188.709,461.839,175.197,168.336,481.269,209.042,202.413,500.57,207.225,222.332,481.819,172.849,238.792,461.436,143.958,146.032,585.561,243.588,149.672,507.335,235.363,131.049,540.321,253.1,-51.4488,465.321,151.205,-54.8022,474.803,176.655,-9.48068,470.289,179.03,-11.7301,461.615,152.693,,,,,,
224.089,155.942,37.7188,285.425,158.534,13.9083,247.413,311.324,60.1486,230.805,228.894,38.5108,293.663,226.754,28.3807,303.32,314.674,49.528,,,,304.766,398.883,48.913,215.889,443.555,144.168,188.716,461.847,175.217,168.345,481.284,209.076,202.437,500.589,207.236,222.339,481.828,172.853,238.79,461.441,143.959,146.036,585.593,243.592,149.677,507.368,235.386,131.056,540.356,253.117,-51.45,465.344,151.227,-54.802,474.832,176.675,-9.4888,470.362,179.017,-11.7298,461.635,152.719,,,,,,
224.082,155.949,37.7198,285.417,158.541,13.9119,247.407,311.332,60.1453,230.797,228.899,38.5123,293.653,226.76,28.3817,303.315,314.671,49.5248,,,,304.762,398.884,48.9159,215.89,443.563,144.178,188.726,461.856,175.241,168.355,481.301,209.112,202.464,500.61,207.251,222.348,481.84,172.858,238.791,461.448,143.962,146.041,585.624,243.597,149.684,507.401,235.409,131.062,540.391,253.135,-51.4503,465.365,151.249,-54.801,474.858,176.695,-9.4959,470.432,179.005,-11.7286,461.655,152.744,,,,,,
224.074,155.955,37.7207,285.408,158.547,13.9155,247.401,311.339,60.1427,230.789,228.904,38.5136,293.642,226.765,28.3832,303.309,314.667,49.5232,,,,304.757,398.885,48.9192,215.895,443.571,144.193,188.739,461.866,175.268,168.366,481.319,209.149,202.495,500.631,207.267,222.36,481.853,172.865,238.794,461.455,143.966,146.045,585.655,243.602,149.692,507.434,235.432,131.069,540.424,253.152,-51.4498,465.384,151.271,-54.7994,474.882,176.715,-9.502,470.498,178.994,-11.7267,461.674,152.767,,,,,,
224.066,155.961,37.7214,285.399,158.552,13.9193,247.395,311.344,60.1409,230.781,228.909,38.5147,293.631,226.77,28.3853,303.304,314.664,49.5232,,,,304.751,398.885,48.9229,215.903,443.58,144.212,188.753,461.877,175.299,168.379,481.339,209.187,202.528,500.654,207.286,222.375,481.867,172.874,238.798,461.464,143.972,146.05,585.684,243.609,149.701,507.466,235.456,131.077,540.457,253.17,-51.4484,465.402,151.292,-54.797,474.904,176.735,-9.50709,470.559,178.985,-11.7241,461.692,152.789,,,,,,
224.058,155.967,37.7219,285.39,158.557,13.923,247.389,311.349,60.14,230.774,228.913,38.5157,293.619,226.774,28.3879,303.298,314.66,49.5248,,,,304.744,398.884,48.927,215.914,443.589,144.234,188.769,461.889,175.333,168.394,481.36,209.227,202.564,500.678,207.307,222.393,481.882,172.884,238.805,461.475,143.979,146.054,585.714,243.616,149.711,507.498,235.48,131.084,540.488,253.188,-51.4463,465.418,151.312,-54.794,474.924,176.756,-9.51117,470.617,178.978,-11.7207,461.71,152.809,,,,,,
224.05,155.973,37.7221,285.381,158.562,13.9267,247.383,311.352,60.14,230.766,228.916,38.5165,293.607,226.778,28.3912,303.293,314.655,49.5281,,,,304.736,398.882,48.9315,215.928,443.598,144.261,188.788,461.903,175.371,168.41,481.383,209.267,202.603,500.703,207.331,222.413,481.899,172.895,238.813,461.486,143.987,146.058,585.742,243.624,149.723,507.53,235.505,131.093,540.519,253.206,-51.4433,465.432,151.332,-54.7902,474.942,176.776,-9.51423,470.671,178.972,-11.7165,461.727,152.828,,,,,,
224.041,155.979,37.7221,285.371,158.566,13.9305,247.377,311.354,60.141,230.759,228.919,38.5172,293.594,226.781,28.3951,303.287,314.65,49.5329,,,,304.727,398.879,48.9363,215.945,443.608,144.291,188.809,461.917,175.412,168.428,481.407,209.309,202.645,500.73,207.356,222.436,481.917,172.908,238.824,461.499,143.997,146.063,585.77,243.633,149.736,507.562,235.53,131.101,540.548,253.225,-51.4395,465.444,151.352,-54.7856,474.958,176.796,-9.51627,470.721,178.967,-11.7116,461.744,152.846,,,,,,
224.032,155.984,37.7218,285.36,158.569,13.9342,247.371,311.355,60.1432,230.751,228.921,38.5177,293.581,226.783,28.3997,303.281,314.644,49.5394,,,,304.717,398.876,48.9416,215.966,443.619,144.325,188.833,461.932,175.456,168.447,481.432,209.351,202.69,500.757,207.384,222.462,481.937,172.923,238.836,461.513,144.008,146.067,585.797,243.643,149.75,507.593,235.555,131.11,540.577,253.244,-51.4348,465.455,151.371,-54.7804,474.971,176.816,-9.51729,470.766,178.964,-11.706,461.76,152.863,,,,,,
224.022,155.989,37.7213,285.349,158.571,13.9378,247.365,311.355,60.1465,230.743,228.923,38.5182,293.567,226.784,28.4051,303.275,314.638,49.5475,,,,304.706,398.872,48.9472,215.99,443.63,144.364,188.858,461.949,175.504,168.468,481.459,209.395,202.738,500.786,207.414,222.49,481.958,172.938,238.851,461.528,144.021,146.071,585.823,243.654,149.766,507.625,235.581,131.119,540.604,253.263,-51.4293,465.464,151.39,-54.7744,474.983,176.836,-9.51729,470.808,178.962,-11.6996,461.775,152.878,,,,,,
