 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
43.8839,504.437,32.6706,-6.5437,503.908,15.3492,-44.362,636.604,17.1417,-3.0166,522.82,18.9355,19.1763,529.949,33.4663,-22.2087,641.836,35.6398,,,,-62.5093,721.743,-3.90056,-61.6598,763.36,88.2891,-58.7876,778.38,125.708,-56.9007,792.785,162.833,-37.8863,761.156,177.172,-44.9531,750.586,138.493,-50.5933,737.388,101.49,3.75909,866.042,292.724,34.6032,784.774,281.825,15.3755,822.511,310.013,163.599,738.758,263.492,161.052,753.54,290.516,207.012,759.032,291.547,211.288,744.193,262.588
43.8794,504.438,32.6761,-6.36009,503.988,14.6837,-44.5235,636.422,17.2181,-3.06426,522.761,19.0501,19.1489,529.912,33.4929,-22.329,641.776,35.7592,,,,-62.6882,721.646,-3.76112,-61.8356,763.35,88.4601,-58.8935,778.288,125.864,-57.1307,792.873,163.105,-37.9449,761.147,177.277,-45.0543,750.525,138.616,-50.7501,737.348,101.635,3.75247,865.995,292.815,34.6156,784.758,281.851,15.337,822.528,310.085,163.606,738.757,263.495,161.07,753.536,290.527,207.041,759.026,291.535,211.125,744.083,262.446
43.8756,504.437,32.6835,-6.39282,503.952,14.7347,-44.6061,636.369,17.1599,-3.09072,522.757,19.0796,19.1206,529.909,33.553,-22.4403,641.705,35.8228,,,,-62.941,721.594,-3.59082,-61.9709,763.271,88.594,-59.04,778.277,125.987,-57.1815,792.855,163.173,-38.0127,761.143,177.428,-45.1446,750.451,138.745,-50.9011,737.314,101.759,3.7553,866.061,292.857,34.6204,784.746,281.863,15.3497,822.52,310.101,163.624,738.756,263.507,161.087,753.525,290.54,207.057,759.022,291.536,211.14,744.079,262.447
43.8703,504.436,32.6918,-6.41237,503.904,14.797,-44.7393,636.339,17.2707,-3.11028,522.733,19.1587,19.0971,529.884,33.5879,-22.5924,641.611,35.9545,,,,-63.157,721.505,-3.45976,-62.1312,763.222,88.7113,-59.2499,778.351,126.056,-57.1583,792.783,163.171,-38.0343,761.103,177.509,-45.1901,750.432,138.943,-50.9756,737.262,101.874,3.80652,866.039,292.866,34.6371,784.721,281.886,15.3602,822.51,310.115,163.634,738.755,263.51,161.103,753.519,290.549,207.078,759.019,291.536,211.179,744.083,262.465
43.8671,504.432,32.7003,-6.44847,503.895,14.8688,-44.895,636.329,17.3548,-3.14154,522.687,19.2494,19.0686,529.855,33.6105,-22.7511,641.548,36.0785,,,,-63.3576,721.39,-3.38205,-62.2549,763.19,88.8092,-59.3363,778.338,126.134,-57.2337,792.752,163.283,-38.0726,761.081,177.623,-45.4077,750.331,139.019,-51.0936,737.269,101.931,3.83061,866.025,292.94,34.6431,784.706,281.898,15.44,822.477,310.106,163.646,738.754,263.514,161.121,753.514,290.559,207.105,759.018,291.539,211.204,744.072,262.472
43.856,504.426,32.717,-6.51219,503.846,14.9278,-45.0606,636.184,17.5015,-3.17486,522.611,19.365,19.0574,529.836,33.6269,-22.8534,641.478,36.2006,,,,-63.5372,721.341,-3.25219,-62.4125,763.199,88.9682,-59.3904,778.227,126.257,-57.2943,792.687,163.412,-38.2023,761.062,177.809,-45.4454,750.372,139.105,-51.2828,737.269,102.076,3.83721,866.029,292.987,34.6505,784.686,281.911,15.4765,822.45,310.13,163.653,738.751,263.51,161.152,753.509,290.565,207.129,759.012,291.543,211.237,744.084,262.486
43.8476,504.417,32.7328,-6.52282,503.798,14.9623,-45.1415,636.042,17.6483,-3.20316,522.543,19.4576,19.0253,529.786,33.6095,-22.9458,641.459,36.2643,,,,-63.7539,721.286,-3.08499,-62.5587,763.143,89.1101,-59.4741,778.13,126.443,-57.3617,792.66,163.544,-38.2293,761.024,177.861,-45.5291,750.335,139.212,-51.3984,737.233,102.198,3.84582,866.002,293.061,34.6521,784.665,281.926,15.4923,822.438,310.163,163.677,738.75,263.523,161.152,753.524,290.603,207.148,759.006,291.543,211.257,744.083,262.489
43.8468,504.409,32.7495,-6.54754,503.74,15.0315,-45.232,635.871,17.8121,-3.22088,522.523,19.5201,19.0179,529.697,33.6938,-23.0206,641.415,36.3522,,,,-63.9267,721.178,-2.97499,-62.7097,763.09,89.2521,-59.6359,778.061,126.571,-57.4551,792.591,163.642,-38.1806,760.98,177.868,-45.584,750.307,139.308,-51.5061,737.186,102.333,3.85563,865.981,293.119,34.6533,784.649,281.939,15.5093,822.421,310.194,163.692,738.75,263.524,161.176,753.516,290.603,207.163,758.999,291.538,211.262,744.057,262.462
43.8434,504.398,32.7765,-6.59676,503.694,15.1039,-45.3484,635.836,17.9518,-3.2509,522.485,19.647,19.0039,529.664,33.7477,-23.0772,641.366,36.4576,,,,-64.097,721.072,-2.8245,-62.8262,763.031,89.3825,-59.7469,778.003,126.705,-57.5208,792.556,163.735,-38.2111,760.93,177.951,-45.6282,750.222,139.383,-51.5662,737.107,102.459,3.84161,865.969,293.199,34.6541,784.625,281.964,15.5272,822.39,310.267,163.704,738.744,263.527,161.198,753.504,290.608,207.178,758.992,291.534,211.275,744.054,262.464
