Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z
-86.82139229872726,679.1176659285992,261.16903466136927,-190.32300785884712,521.67460838736,34.877843868089506,-88.4575639557515,297.56440877575716,28.697077108366198,-37.404760303019735,-19.910895987446743,-49.95369379456268
-92.95030012799812,666.0821161711466,256.6991020952771,-205.80068175552097,518.8889731977908,36.56617502681333,-93.8158822068705,291.4061724502494,26.54505192301324,-37.428679873870585,-22.32264338008721,-49.02926496298741
-91.00381600439202,669.7838127578245,258.08209511669764,-202.137052899311,520.1430801703088,36.18826047550082,-92.18947095321121,294.3931796761036,30.466830978317628,-35.973033851970996,-22.18567999233846,-50.153385325426825
-91.73731080096421,668.4798748495666,257.5952293385984,-205.30852208403965,520.5889182889974,36.663611466739766,-92.56657457817077,295.78700453485106,35.81155232642092,-34.642661051502046,-23.58371774233568,-50.543866429296926
-90.71977639270484,671.193838591143,258.4478276701494,-204.67614564305768,522.2130060522043,36.94014923704432,-90.92614063151605,300.6154218949803,45.29937374877182,-32.74523546473613,-24.985036611220636,-51.19404462765133
-90.89496423985405,671.9178450733158,258.5404458482389,-207.3653867966799,523.5850326015005,37.911293082963056,-89.76394251774343,306.10943097076535,57.614886268805684,-30.677064159408356,-27.468122036693327,-51.27072688431264
-90.02849640677664,675.1555515316313,259.48968707315174,-207.93739304141758,525.5965009503726,39.05478167738149,-87.31289132425583,314.66337176638285,73.6328041087759,-28.140433518982128,-30.127377396658137,-51.21837349794963
-89.87683240317456,677.2511065143043,260.0330667349102,-210.55811872373147,527.3012916206554,40.851426443520765,-85.37571106890482,324.29435219729106,91.88681423137747,-25.42703402219189,-33.44123756914156,-50.56556206987864
-88.95442574331433,681.1378894405592,261.2273074149912,-211.565122364078,529.2360240220437,42.945717195504415,-83.02689886720401,336.20925495748355,112.3204060258153,-22.41060212280437,-36.67404063461839,-49.67411232310455
-88.49485410057194,684.1912256641958,262.16549059223354,-213.9344588498351,530.6985158077815,45.82900497055544,-81.62315573991523,348.70957085093505,133.47773141805388,-19.349946033082777,-40.09993617426652,-48.28505110474299
-87.41045021124302,688.5243760050304,263.6026774277769,-215.10699736446375,532.05257843052,49.561886552701935,-80.40469917702528,362.5221564850573,155.1653288873583,-16.202896829960874,-43.19908649720599,-46.68831292236657
-86.6470259972666,692.1094232693109,264.83210831489714,-217.47373545524246,532.7524093869293,54.81877809092214,-80.20158089905095,376.33886666204603,176.3600172647946,-13.197841063812405,-46.256951105027376,-44.66854423752876
-85.37516482068051,696.565253894135,266.42569618070206,-219.0654358685241,533.1239656488333,61.64391058583633,-80.2023223116045,390.78681909766533,197.12256932698583,-10.323169300048077,-48.96090418343032,-42.41144634632342
-84.36135915900732,700.2729500405827,267.8154110731852,-221.6490943673723,532.8505890773956,70.14883827536512,-80.90123584943518,404.91138773403287,216.87930225943134,-7.755579615024885,-51.60231471508073,-39.730218871366276
-82.95733450421145,704.5313020529901,269.4554376682637,-223.46405285843775,532.3407442538853,79.75748746562694,-81.58375508463503,419.2745629205345,235.86395300550535,-5.466960448709768,-53.95314677867858,-36.78870398949729
-81.80077478788336,708.0283868885864,270.88124304196145,-225.84932666753838,531.4431183447002,90.12989521098852,-82.66821789610165,433.131078615915,253.7104024299519,-3.563789056085247,-56.23588347429131,-33.475371835351325
-80.37064422087188,711.8398991468382,272.46194698979184,-227.39443266266986,530.5236206409123,100.71015377263251,-83.61804623241632,446.9556525005875,270.620659752216,-1.9808955991006056,-58.229126874163754,-29.963770692425097
-79.19952144042352,714.8932273628839,273.8104459525876,-229.32233881758876,529.4295211958193,111.37042951405954,-84.81205081798994,460.14613886456027,286.23366791428725,-0.7559339492402266,-60.0788072879353,-26.19282450027494
-77.85599179112779,718.0979747909577,275.23056916245565,-230.5775944237634,528.4207660774891,121.83752157334078,-85.80506229916995,473.12230909276235,300.627873891216,0.2073621443134275,-61.57507645087992,-22.322580121008517
-76.78270484736008,720.5749449628562,276.39912390414645,-232.2509851749809,527.3415284833605,132.10942540099745,-86.89004829059539,485.4250607793522,313.43343447912844,0.9018924587755139,-62.839379836530654,-18.306083280921527
-75.61447704714034,723.1061025543385,277.5740165084323,-233.47594436047893,526.4094194678796,141.97872582195376,-87.67532743308445,497.4570176021671,324.7135921825795,1.3932574817184382,-63.72809169144007,-14.260599166255245
-74.71721316974077,724.9739971607165,278.49259680684764,-235.15321048483486,525.5118818464871,151.4398854677394,-88.41272311028938,508.8618029514509,334.24581801850803,1.6323536818739348,-64.39706651563083,-10.118648801858438
-73.77804640877937,726.8574021735974,279.3839100701086,-236.52416020751375,524.8486554749929,160.3349173829948,-88.81583510083578,519.9431233753922,342.2505674445899,1.6254977806360271,-64.77592915650062,-5.957954097889813
-73.09729818905056,728.1716502123635,280.0431445028508,-238.30829279612146,524.32253451748,168.6987487483817,-89.16531411435929,530.2849960363166,348.75028362838754,1.318682040775095,-65.01615759134054,-1.7420267700909176
-72.40503483143435,729.5011339348893,280.67885200482476,-239.83051745582023,524.0758908521588,176.4431330991563,-89.2980905336164,539.9712436162358,354.12745269714236,0.7452868573401998,-65.0423260042784,2.403658986399942
