Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z,Trunk_x,Trunk_y,Trunk_z
-141.77434689442484,69.86502441078731,36.663721444580645,-278.5816700118933,-110.24385973579209,-182.44511670677883,-179.72684483622882,-332.2704693784312,-160.05034347213365,-62.008854841534685,-22.347117400901904,-5.195282268294892,142.4796755323424,657.3971972327804,210.3859951905641
-145.48034267816564,63.24671910379037,32.42819801068426,-288.8108159147254,-109.06703541329055,-191.19085231881658,-186.45813016408508,-331.6052629633564,-165.43410820146056,-60.54178656558632,-23.594707347876447,-9.932442399918546,144.24853407557922,657.9018855648648,210.11765344233754
-144.515271754471,65.12229170043412,33.49006527296149,-286.82523650958285,-108.91926470454284,-188.74810124907128,-185.11839254637755,-331.56487641943625,-165.13775523658344,-60.740430393238476,-23.32633542204379,-9.240329865197408,143.42367012388877,657.3634702097241,210.07474140061348
-145.05983245607354,64.23143952202717,32.845630721904904,-289.36761566223333,-108.26748774657877,-189.75817404542235,-185.93449506834367,-330.6670799629184,-164.8728083556214,-60.21773095247171,-23.838470701434446,-10.307860274184812,143.33977869888275,657.0992172484471,209.94778023149306
-144.61929964420892,65.12449798558366,33.332204522514616,-289.7257799024543,-107.54615895840448,-188.44938682167904,-184.3039360050431,-328.78170714582325,-161.0277582927409,-59.88077749978626,-24.435486983905022,-10.210911211565996,142.65545381512302,656.5949710590507,209.8696843827326
-144.84914091327593,64.80133761262309,33.06543521596753,-292.3532305182686,-106.32954783593875,-188.73609208163174,-182.74659309793182,-325.0375959242064,-154.60475613908253,-59.090835227521346,-25.857179547268547,-10.827384693898614,142.2619801979304,656.2292913217476,209.76026469274288
-144.4775459873293,65.58339665344901,33.47859346957606,-293.70670804407376,-105.02906462070968,-187.52854677256656,-178.89315299945181,-319.1992702265712,-143.83952763887436,-58.352585076152444,-27.72946633178685,-10.449916835491193,141.4911624012918,655.7896101160742,209.69441122622175
-144.49365132019517,65.67440508123904,33.427467428624155,-296.282042649563,-103.68051252618807,-186.97458287742975,-174.4518062353668,-310.888494978732,-129.9371269094707,-57.343390826969085,-30.310250980502424,-9.924235610740453,140.88995349380588,655.5437991597603,209.6292691322976
-144.03968658499224,66.62604053795694,33.86080969403748,-297.5134104090008,-102.86030201947057,-184.83710793050173,-168.19962879165917,-300.37954388634864,-112.60414820118555,-56.45153684718389,-33.04021088088855,-7.9100729424827705,140.02555768958464,655.3805353553128,209.6207153816935
-143.81064777887178,67.15981153200265,33.959649601925555,-299.0259259117982,-102.78658279003545,-182.57799603295706,-161.77061074998525,-287.9823810461616,-93.56620126196734,-55.46857681811253,-35.78920191620027,-5.0823689033216635,139.29588745065976,655.5002177127122,209.64173749489944
-143.17052133334178,68.40728050558708,34.41929633815354,-298.87724472607596,-103.90791476179976,-178.6109211174085,-154.6006497195904,-274.454368420525,-73.19995532182091,-54.670854940706484,-37.96827123363536,-0.827622786022254,138.3906312285489,655.8135943420544,209.73496832650343
-142.6563336880842,69.36706033458559,34.60645582171051,-298.3910158867904,-106.22700093063212,-174.22381468225618,-148.09617425667818,-260.41190567633015,-53.04674005304911,-53.871413403988306,-39.51936239351125,3.797144398776635,137.6201054320857,656.4465169867839,209.8777701786802
-141.78127238520202,70.89586117765141,35.05873274042601,-296.2215351677779,-109.802423143279,-168.37529115836418,-141.7527222204063,-246.58032359508937,-33.29158744860762,-53.25949640699307,-40.211592577641035,8.825602686054916,136.74515585240582,657.2895736279637,210.10009593167445
-140.9909959892287,72.1631616026778,35.26678050925325,-293.649357914143,-114.3033577336583,-162.2655407333819,-136.46757346067764,-233.34783779024335,-14.867868813118715,-52.6665809206499,-40.30661028225057,13.243022243352595,136.01397041461925,658.3954119441854,210.3771306225518
-139.91033929429298,73.83534638591517,35.66470732479718,-289.78905783593666,-119.50275241861675,-155.16224476332312,-131.5398482031801,-221.03833840557735,2.417972034718465,-52.23401713401979,-39.87298646709012,17.22184394763372,135.23140849487098,659.6287841295594,210.72547192174585
-138.92540546017003,75.20950087047342,35.8345559557592,-285.83644584912236,-124.97555889546962,-148.11103511299396,-127.45321202455905,-209.63951789118443,18.078021598678763,-51.815448682010164,-39.24108579683434,20.268690930995966,134.5977276528608,660.9927107955066,211.1162463917108
