Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z,Trunk_x,Trunk_y,Trunk_z
-156.10171172430933,75.03513770070413,80.14452282939806,-262.246696201773,-59.438394266434756,-229.9505443435866,-181.6095741648125,-316.42342713617285,-209.91971247267313,-58.621372247690104,-22.09858863399692,-32.22313135924067,79.12598525683724,521.884104765766,257.32241334731833
-158.9058301169269,66.25144394207621,81.41339348832075,-278.38104312928533,-61.10349892526676,-228.50263604148006,-191.41685050856964,-315.99766652695786,-210.95236415873123,-56.636404769566916,-23.994626385142844,-33.53216696564034,86.9129733358143,517.4980373057465,255.260687070561
-158.231171262701,68.63568888681812,80.98306491157808,-274.25187731610947,-60.0017942733614,-229.33014019935862,-187.41368822068088,-314.7505698185758,-210.27297759011057,-56.802783012468,-24.1240641961336,-33.24202055967682,84.65853488754489,518.8314566726135,255.83337716974302
-158.71976384139302,67.39846601227168,81.07697807673568,-276.9764988545973,-59.51205667088095,-229.55668796453233,-187.9905637414917,-313.31078735657616,-209.57936371796697,-56.14652021855923,-24.914995323118312,-33.59130421277006,85.67994126318384,518.3140161476772,255.56072486122295
-158.48399546504166,68.54428042433175,80.79794728258457,-275.57608050337274,-58.260635768050484,-230.31919798544465,-185.8230342066292,-311.4591270212928,-207.96235593417666,-55.86538558002399,-25.35007802180294,-33.703899632147376,84.57884128485009,519.0099233034631,255.8542522035139
-158.77518936611912,68.0699898560601,80.75598699652026,-277.41709711397425,-57.20406629235908,-230.77936411727896,-185.83054871029955,-309.36672179922743,-205.7495698745714,-55.16972849244965,-26.12774342030018,-34.13013908851777,84.95532003993243,518.8662127650698,255.76798935652312
-158.63393022169333,69.0104185007451,80.50324669472279,-276.9920675783823,-55.666929801884216,-231.4664307947752,-184.30272891742763,-306.8763853221234,-202.4047703194133,-54.68575987642759,-26.76814952736578,-34.373059377385,84.08276594602933,519.4271416520236,256.0136638703538
-158.80903218010698,68.95177890859229,80.41401577561948,-278.76074026972435,-54.24445551932042,-231.84729229404522,-184.15903874647364,-304.0161661936499,-198.07200541969522,-53.93104691998807,-27.732199197916497,-34.736035510993716,84.13039595690157,519.4523268816461,256.0178306884603
-158.65671991214447,69.91480772533545,80.19480281960081,-279.0473131714163,-52.49694294735187,-232.27309498947835,-182.91120021913676,-300.6109820282793,-192.38848716594478,-53.288186298523385,-28.72034685801109,-34.90103157119854,83.2832604106065,519.9684265591886,256.252567177838
-158.70316872541153,70.19013043477484,80.11393419097243,-280.9709984524039,-50.86321185214888,-232.37588353041787,-182.60013646442854,-296.6409246112554,-185.51457894502795,-52.368224788347526,-30.054437380824805,-35.124859611649654,83.07678909294704,520.0965269907908,256.31072306534963
-158.4700181848805,71.27019562829375,79.95692485816214,-281.7622362988026,-49.04379831250161,-232.42294541241125,-181.37564408502467,-291.9861251580699,-177.2984979858377,-51.42980932100761,-31.47999658122776,-35.21139164904052,82.17119786066155,520.5950156708485,256.54045870909465
-158.35887355044417,71.84594935610254,79.92840570786889,-283.7467918060343,-47.41386768754589,-232.13488451678026,-180.77930873823394,-286.678860480192,-167.9956092766405,-50.20230618297167,-33.20528775368879,-35.34712868458151,81.74159169619732,520.7938125594618,256.6313426508208
-157.99710329045297,73.07904385788524,79.85952204783088,-284.71452233837744,-45.78610947554598,-231.72033431285942,-179.3581655391195,-280.67290359393166,-157.59214544049098,-48.947596952748164,-35.00334125708852,-35.31870700186656,80.74515814510914,521.2859263015326,256.8564717765382
-157.70886596601633,73.92013394486705,79.91022873310854,-286.4934442669904,-44.51017443807533,-230.95710981880842,-178.32877682395682,-274.0147770856923,-146.3444466828025,-47.490711196167815,-37.03859046103603,-35.206217409355865,80.12443483749128,521.5384877042417,256.97026847741193
-157.19796051855025,75.30017673973592,79.93988799613372,-287.2902742877138,-43.47284486409116,-230.01690241523943,-176.52291896282352,-266.665871777734,-134.25311285166035,-46.03232861584828,-39.143530971494165,-34.8050291637576,79.04286302346567,522.0325596796282,257.19490384438865
-156.73575165846418,76.35277773909507,80.07532828594627,-288.6066507414363,-42.977798644617934,-228.7251740456335,-174.96126412109723,-258.6728962733691,-121.53695023459699,-44.384694463506584,-41.46862112323632,-34.19304435629935,78.27851143287513,522.3320464228558,257.3308083877584
-156.08443378362472,77.8394746153319,80.1948315518352,-288.97266973291414,-42.92007154939286,-227.23696297828013,-172.72298892288512,-250.06199382786357,-108.257562759904,-42.69293997540484,-43.8615384269509,-33.234398631554406,77.14705639048833,522.8350293845457,257.5634089163797
-155.4765757973443,79.0313933245569,80.40009542967115,-289.65179467157003,-43.50947358954653,-225.42247010626915,-170.6950942689747,-240.99255939361848,-94.73144581563032,-40.833537422429494,-46.40030075236829,-32.030420858159445,76.3022410299198,523.1783836669085,257.7264567367389
-154.71909825512978,80.56133358278979,80.58436367599344,-289.43124734456626,-44.580593674873455,-223.4346572717866,-168.15170495893017,-231.6426432209773,-81.18743611355458,-38.99274897794395,-48.889702323402645,-30.50541239902834,75.17533993902094,523.6942507607016,257.9761228001371
-154.01363461024235,81.81007583174676,80.83011142869034,-289.4034875434693,-46.21261773981773,-221.19240442678873,-165.89417378541899,-222.28713755791142,-68.04386917568132,-37.1098591505389,-51.34373676909765,-28.786841851344406,74.32038318784464,524.0749990629765,258.1715024822522
-153.20163005973134,83.3097593404397,81.04349069672168,-288.58198616728924,-48.162228414248915,-218.85817619205352,-163.36141425603557,-213.14691126134343,-55.56747544894677,-35.332879614305085,-53.58513326273062,-26.87027403013934,73.25826381194402,524.5994838669939,258.4434727373221
-152.45776502373968,84.53317404334548,81.29207643955317,-287.9401750806586,-50.41057472444489,-216.39675681809823,-161.23535706080727,-204.42380837128914,-44.09334374128513,-33.56874691764064,-55.65473271109917,-24.923261659884453,72.4585029226728,525.0040562182755,258.67084229680967
-151.64958938865402,85.93276173170031,81.49639755210958,-286.67955489280064,-52.69725755577143,-213.97787424065288,-158.9876311347763,-196.2002356687508,-33.75768464794717,-31.913502373091777,-57.45425952331993,-22.97453491580703,71.5123160377238,525.5225258226295,258.96255157083004
-150.92656837177296,87.06185766347184,81.71351406413167,-285.6495180673508,-54.99433539838026,-211.59755398883348,-157.12135384212527,-188.5244464805632,-24.71068152043954,-30.28744206296379,-59.06429231701788,-21.155795003247547,70.81530977883378,525.9289013249613,259.213358476198
-150.17591594745414,88.30735802621538,81.87753728375976,-284.17239828021104,-57.100812248802455,-209.41412321987792,-155.14303848208255,-181.3661687217164,-16.913969292251718,-28.79152043493625,-60.4252204284237,-19.44676435440354,70.01564789877615,526.4205266892461,259.5136469481792
-149.52351679153065,89.29318544084991,82.03979844043076,-282.95716015411773,-59.03382342013662,-207.4207489275103,-153.4737157008392,-174.70158464238534,-10.342130614762699,-27.37210357007745,-61.61861456223597,-17.90782488988124,69.444485600398,526.80411947316,259.7717775521735
-148.87177131762232,90.35165480865979,82.14666899203387,-281.4112998199515,-60.673209194297215,-205.7336786460834,-151.72829066267067,-168.47298515287312,-4.825344755299323,-26.10192673312586,-62.60101791399876,-16.492729248859657,68.7986102621597,527.2468933234843,260.0629780361787
-148.32442083085482,91.1689062035482,82.24430498930708,-280.1193284565533,-62.089404083071415,-204.31805134019194,-150.3122525147321,-162.65528654784202,-0.22976663232234026,-24.89273573039221,-63.45928310921537,-15.253188906671566,68.35338270237091,527.5859211436521,260.3088762777369
-147.79573035955858,92.02931657506738,82.29118439678382,-278.57597597592905,-63.233684374888874,-203.2341179549252,-148.95019270215707,-157.22656530119212,3.6557384846673577,-23.761728322536403,-64.17587127284874,-14.16670378974914,67.8490816710339,527.9630374415707,260.5721402485671
-147.36881954355155,92.67306927344012,82.32949553774857,-277.2756958184851,-64.21023024508314,-202.4073189423846,-147.99100402768002,-152.22922616708033,6.950754653872615,-22.631670685256744,-64.83058196902928,-13.275738485634273,67.51293904251678,528.2433811533691,260.7867413035757
-146.96784942795082,93.34173158280137,82.32705930474889,-275.8089425005346,-65.00591426756166,-201.84036555356485,-147.16248911435125,-147.73253405592274,9.784669879214798,-21.57610793895224,-65.38780716234058,-12.526696648885084,67.12545251354072,528.5468165532172,261.0057000524798
-146.6577018531579,93.82291011928244,82.32205004552955,-274.5975280283948,-65.71722722690728,-201.42762690773438,-146.66617605086182,-143.84194064266762,12.189018278715332,-20.6160460712025,-65.87545540057906,-11.905576005655531,66.87240225168584,528.7634150196097,261.17507626271475
-146.3730737378361,94.31724979326447,82.29007746657271,-273.31617151058236,-66.32844858822378,-201.1424913672842,-146.2064012508044,-140.6223931175831,14.215079918952444,-19.85702547658763,-66.24015915718864,-11.34299836403674,66.57287513878119,528.9930448334462,261.3394863126088
-146.16466319148995,94.65417835908177,82.2625091789795,-272.31152242652684,-66.90450297822963,-200.89310238382535,-145.91784699490807,-138.09041022248422,15.866110106330458,-19.293362568286874,-66.51207356106664,-10.834932526464765,66.37737281718994,529.1479696618437,261.45684054243935
-145.97956090501174,94.99520724088993,82.21981961765205,-271.3185972526147,-67.41133012573067,-200.6755520395616,-145.5931123177234,-136.17221758540475,17.190245480743943,-18.946146653113523,-66.67266984105177,-10.349055031781688,66.14242025523059,529.3088185199462,261.5644602168339
-145.858077194261,95.20772211654932,82.18557380388785,-270.5998281971535,-67.8751434408185,-200.4499015360579,-145.3824956062834,-134.74829227564013,18.21060107723502,-18.749056537478594,-66.77691213613896,-9.902198244641925,65.98759956526611,529.4075932289934,261.63038041574254
-145.76085221686492,95.4160132033679,82.14244340091835,-269.94289091378295,-68.24088519937439,-200.25161655249727,-145.16544035061116,-133.68446185328247,18.972729117984375,-18.688324282085624,-66.82672225003812,-9.484282385066217,65.80494721428884,529.5075161273205,261.68466440974555
-145.71998097681055,95.52161699736865,82.1054700332037,-269.5380787908613,-68.49720601898528,-200.08535545542293,-145.06137741662266,-132.90484385398665,19.479468875000737,-18.72050944437204,-66.8633897451818,-9.120973154084695,65.68550655930828,529.5589524762495,261.70444532275417
-145.70959661925374,95.61386090488337,82.05915041540332,-269.2338194003381,-68.56920774208835,-200.00556681557146,-144.98759204809966,-132.41720049031198,19.722666917627564,-18.870041245426336,-66.87245773494567,-8.82047145583761,65.55427455450948,529.6087023074965,261.7123969481148
-145.75399353954802,95.62479885726437,82.01094624384451,-269.1607275480068,-68.41613493679372,-200.04176220677144,-145.02508538319597,-132.34468184955392,19.64322363511474,-19.152173496738495,-66.86023145376868,-8.626606821831196,65.47474842494277,529.6253799272282,261.6933784925698
-145.83909565632587,95.60997204019978,81.94826739844773,-269.22008895365315,-67.95896352536481,-200.26016466689313,-145.14124617176537,-132.9182950145831,19.140529847944038,-19.625301297376055,-66.78441989584302,-8.582950536968685,65.40198543568337,529.6397300928693,261.6622135890824
-145.97987029101233,95.53010094490644,81.87259280027381,-269.4706940379504,-67.15557953217137,-200.71308821099598,-145.38815976534963,-134.46026407547282,18.043238288417204,-20.336045159506355,-66.60744297128002,-8.756842911345647,65.37201547655447,529.6364535322286,261.610988410814
-146.17076213097397,95.40750271367617,81.77632349102707,-269.8462974263106,-65.9626965710399,-201.46603067987243,-145.7670966545823,-137.32596037303756,16.12414925415465,-21.348386994601068,-66.25943334882643,-9.210367700475999,65.36705620234926,529.6306346746966,261.54690344251946
-146.41484602677303,95.23160958837643,81.65710439166871,-270.32383657354774,-64.38532805512197,-202.5606203958732,-146.27764188531555,-141.83301504041134,13.121220424473686,-22.705328414587004,-65.68025814411871,-9.998274344222594,65.39537690043849,529.6205895385305,261.46940616949274
-146.71201893018934,94.99533118575928,81.51363085945245,-270.8678015794707,-62.46557905297831,-204.0129242869163,-146.94328658633427,-148.19153714592608,8.77708489334714,-24.41928497139346,-64.8094397611759,-11.170084347640179,65.46412857904762,529.6038656580838,261.37873826913096
-147.0517222632295,94.71711609787539,81.34350982142223,-271.38768678977533,-60.29325271865737,-205.80370150933305,-147.7394382757589,-156.4501716404007,2.8940543794809073,-26.453808246354733,-63.608485492020414,-12.752395640011128,65.55378432223677,529.5903914107197,261.2810828329456
-147.43802439673246,94.36286805846609,81.15361293262447,-271.89827999966866,-58.00103334024716,-207.86430992239056,-148.76685299683206,-166.48117941358285,-4.643384806734939,-28.72137504996791,-62.06248011156819,-14.752577184357182,65.69508825687623,529.5594222584962,261.1706530574447
-147.84707342423908,93.98272093529486,80.94116520903874,-272.2684464968554,-55.72916263523687,-210.1004887970004,-150.02140039987967,-177.98907721851643,-13.817770290651033,-31.13544686165829,-60.168816715680286,-17.109280081264462,65.841186036537,529.5311632480027,261.0604376764875
