Sh_x,Sh_y,Sh_z,El_x,El_y,El_z,Wr_x,Wr_y,Wr_z,WrVec_x,WrVec_y,WrVec_z,Trunk_x,Trunk_y,Trunk_z
-149.2468338420512,70.99972652382566,97.92714242160206,-301.97988086694323,-105.25646304502926,-159.95614359393568,-158.00737152400401,-314.50436551400855,-109.59947294031133,-46.535926494220675,-47.909341218775616,-36.30800282002019,51.77793564956866,463.2737190912654,181.13773026238965
-151.19536342797696,71.69641893069847,94.45941681868179,-300.22489246930706,-99.96501175734218,-157.3626628915954,-152.46207375968265,-309.34079030695966,-109.76288068444586,-43.100155087070725,-48.53477381801309,-39.92790464941555,54.6918920825889,469.6248354831022,181.7087019122318
-150.70213050644594,71.15837465763887,95.71657432227019,-299.8535098371667,-102.13014147828115,-157.91939182068953,-152.96974781179966,-312.1685841494766,-110.36765069091717,-43.699587683182195,-47.714352941543126,-40.15376669126992,53.862837724893886,468.4339485232849,181.5912294433281
-150.9401628663528,71.10006894180596,95.4969161505301,-299.0947738568259,-101.6567438796923,-157.45555214228216,-151.00890850403755,-311.6702114652556,-110.44942621242704,-42.97390725258488,-47.646631777573724,-40.99375203905097,54.369173325694256,469.5153687193949,181.71380135981374
-150.65229701312532,70.8585444506362,96.22578312876635,-298.8626672682918,-102.46410595811088,-157.72366404380912,-150.74867661200574,-312.5243257401696,-110.67302754550384,-43.09394635011536,-47.29647946023974,-41.13706526422222,54.167256496347,468.94638738265616,181.71455558340298
-150.7050313679424,70.86067579090435,96.24427557827455,-298.62598397446044,-101.91582382419323,-157.58752000417294,-150.13664670037042,-312.1008185528354,-111.04372110454507,-42.58475976152283,-47.053024026533166,-41.97731965704912,54.59136722291664,469.41241367252263,181.85468657723732
-150.4694478746449,70.73297416616667,96.79401412566858,-298.7273348877989,-102.10007150191062,-157.88949760836442,-150.83993870052808,-312.74679159500613,-111.78432897282798,-42.489978955806876,-46.46018626489044,-42.69939610448824,54.601945512417885,468.9354362614305,181.93657105417012
-150.47073016591287,70.71344295714192,96.88900407888073,-298.729778970902,-101.55057116940141,-157.89647442149922,-151.01202441220298,-312.7183144738738,-112.62959513008848,-41.900004972575324,-45.954633941899225,-43.82690364212819,54.99908237431269,469.1606786487233,182.10642794880118
-150.28297167616176,70.561926330554,97.37014723745584,-298.79176903715387,-101.73287704705791,-158.14459610737637,-151.565136324746,-313.5380380792738,-113.4708638410122,-41.54109727916039,-45.32761238474303,-44.68867384358116,55.081552470214405,468.76090470533285,182.217348419167
-150.275315575714,70.48101768983231,97.53416520951747,-298.5520663876092,-101.55496657295237,-158.10666125609646,-151.26509917729493,-314.02247778236944,-114.11468152449198,-40.7389180883796,-44.76285721245984,-45.912035855807176,55.41025270702144,468.9019220561825,182.36730951008195
-150.1278845822547,70.33088331504233,97.98061073823536,-298.125458204807,-101.99547111062603,-158.2172136584346,-150.88489382645315,-315.2346998305971,-114.61958558176039,-40.006248396171976,-43.97529063125961,-47.22815565731843,55.45949203966327,468.58454956005295,182.44585958908365
-150.1211993107545,70.29165090843985,98.12684579334332,-297.3625055851407,-102.1252119200378,-158.10129352289619,-149.56993684337132,-316.03003707584776,-114.86826951584568,-38.89806730749801,-43.24439085620929,-48.900739922764224,55.6551137038307,468.697245599956,182.53440504890528
