 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-102.12,391.131,5.70392,-176.031,368.105,20.6986,-228.282,499.926,45.1223,-173.648,433.255,42.5397,-133.04,434.137,23.6447,-175.729,524.342,33.3294,,,,-279.064,584.786,22.362,-260.513,651.541,131.113,-254.22,679.249,168.733,-248.445,710.952,218.172,-216.133,673.658,229.601,-230.741,650.261,184.135,-242.141,627.839,145.48,-183.8,797.827,299.009,-134.225,698.165,296.621,-168.292,748.171,323.854,-10.4738,642.787,267.466,-10.4333,661.859,286.551,31.0659,660.561,289.438,31.8597,642.321,269.112
-102.118,391.142,5.71162,-176.03,368.117,20.6888,-228.28,499.943,45.0901,-173.652,433.268,42.5319,-133.039,434.143,23.6484,-175.723,524.355,33.3346,,,,-279.044,584.808,22.3314,-260.528,651.534,131.103,-254.221,679.243,168.716,-248.451,710.971,218.137,-216.15,673.668,229.586,-230.762,650.249,184.118,-242.149,627.831,145.461,-183.783,797.863,298.974,-134.257,698.192,296.608,-168.297,748.209,323.828,-10.4883,642.791,267.502,-10.4431,661.869,286.581,31.0594,660.569,289.464,31.8443,642.318,269.145
-102.115,391.152,5.719,-176.029,368.128,20.6802,-228.279,499.96,45.0605,-173.656,433.28,42.5248,-133.039,434.148,23.6519,-175.717,524.366,33.3397,,,,-279.025,584.828,22.3031,-260.542,651.526,131.094,-254.222,679.236,168.699,-248.457,710.99,218.103,-216.165,673.678,229.572,-230.782,650.238,184.103,-242.157,627.823,145.444,-183.766,797.898,298.942,-134.288,698.218,296.596,-168.302,748.247,323.802,-10.5027,642.796,267.538,-10.4529,661.88,286.609,31.053,660.578,289.489,31.829,642.315,269.179
-102.112,391.162,5.72605,-176.027,368.139,20.6727,-228.277,499.974,45.0334,-173.66,433.292,42.5185,-133.038,434.154,23.6553,-175.711,524.377,33.3447,,,,-279.008,584.846,22.2774,-260.556,651.519,131.086,-254.224,679.231,168.684,-248.465,711.009,218.072,-216.18,673.689,229.558,-230.801,650.228,184.09,-242.164,627.815,145.429,-183.75,797.932,298.911,-134.319,698.244,296.582,-168.306,748.284,323.778,-10.5169,642.8,267.573,-10.4625,661.892,286.637,31.0465,660.586,289.514,31.814,642.313,269.211
-102.109,391.171,5.73278,-176.026,368.149,20.6663,-228.276,499.988,45.0089,-173.663,433.303,42.5129,-133.037,434.158,23.6586,-175.707,524.387,33.3496,,,,-278.992,584.862,22.2541,-260.57,651.512,131.08,-254.226,679.226,168.671,-248.472,711.028,218.042,-216.193,673.701,229.545,-230.819,650.219,184.078,-242.172,627.808,145.415,-183.734,797.966,298.882,-134.35,698.269,296.569,-168.311,748.321,323.754,-10.5309,642.806,267.607,-10.4721,661.904,286.663,31.0401,660.595,289.538,31.7992,642.311,269.242
-102.106,391.18,5.73918,-176.024,368.159,20.6611,-228.275,500,44.9869,-173.665,433.314,42.5081,-133.036,434.163,23.6617,-175.703,524.395,33.3545,,,,-278.978,584.876,22.2332,-260.584,651.505,131.076,-254.228,679.221,168.659,-248.481,711.047,218.014,-216.205,673.714,229.532,-230.837,650.211,184.068,-242.179,627.801,145.404,-183.719,797.999,298.855,-134.38,698.295,296.556,-168.315,748.357,323.732,-10.5447,642.811,267.64,-10.4816,661.915,286.689,31.0336,660.605,289.561,31.7847,642.31,269.273
-102.103,391.189,5.74525,-176.021,368.168,20.657,-228.275,500.011,44.9675,-173.667,433.323,42.504,-133.034,434.166,23.6646,-175.699,524.403,33.3592,,,,-278.966,584.888,22.2148,-260.598,651.498,131.072,-254.231,679.217,168.648,-248.49,711.066,217.988,-216.216,673.727,229.52,-230.853,650.204,184.059,-242.187,627.794,145.394,-183.705,798.032,298.829,-134.41,698.32,296.542,-168.319,748.392,323.711,-10.5583,642.817,267.672,-10.491,661.928,286.715,31.0273,660.614,289.584,31.7703,642.31,269.303
-102.1,391.197,5.75101,-176.019,368.176,20.654,-228.274,500.021,44.9507,-173.669,433.332,42.5007,-133.033,434.17,23.6674,-175.696,524.41,33.3638,,,,-278.955,584.898,22.1988,-260.611,651.491,131.07,-254.234,679.214,168.639,-248.5,711.086,217.965,-216.225,673.742,229.508,-230.869,650.199,184.052,-242.194,627.788,145.386,-183.692,798.065,298.806,-134.44,698.345,296.529,-168.323,748.427,323.691,-10.5717,642.824,267.703,-10.5004,661.94,286.739,31.0209,660.624,289.607,31.7562,642.309,269.332
-102.097,391.204,5.75643,-176.016,368.184,20.6522,-228.274,500.029,44.9364,-173.67,433.341,42.4981,-133.032,434.173,23.67,-175.694,524.415,33.3684,,,,-278.946,584.906,22.1853,-260.625,651.484,131.07,-254.238,679.211,168.631,-248.51,711.105,217.943,-216.234,673.757,229.497,-230.885,650.195,184.046,-242.202,627.782,145.381,-183.679,798.097,298.784,-134.469,698.37,296.515,-168.327,748.461,323.672,-10.585,642.831,267.733,-10.5097,661.953,286.763,31.0145,660.634,289.629,31.7423,642.31,269.361
