DELT1,DELT2,DELT3,SUPSP,INFSP,SUBSC,TMIN,TMAJ,PECM1,PECM2,PECM3,LAT1,LAT2,LAT3,CORB,TRIlong,TRIlat,TRImed,ANC,SUP,BIClong,BICshort,BRA,BRD,ECRL,ECRB,ECU,FCR,FCU,PL,PT,PQ,FDS5,FDS4,FDS3,FDS2,FDP5,FDP4,FDP3,FDP2,EDC5,EDC4,EDC3,EDC2,EDM,EIP,EPL,EPB,FPL,APL,OP,RI2,LU_RB2,UI_UB2,RI3,LU_RB3,UI_UB3,RI4,LU_RB4,UI_UB4,RI5,LU_RB5,UI_UB5,time
1.0,0.00523991469052135,0.9952905361594533,0.9757830861431658,0.9994910122758398,0.9851808248508677,0.04016142308492816,0.002322376806613396,0.0,0.987153004248895,0.015477910782330573,1.0,0.0,1.0,0.012399650456879269,0.0031434410807106893,0.9985349551251034,0.0,1.0,0.9997982410225071,0.9640219448999914,1.0,1.0,1.0,0.9901678678345123,0.0,1.0,0.015815870409666817,0.021733158575691285,0.0,0.14503758925509821,1.0,0.0,1.0,0.03901844172858836,0.0,0.0,0.31635346096641925,0.0,0.01866083998304701,0.0,0.0,0.035691175762096385,0.008627655345106134,0.0,0.0019218593430611471,0.0,1.0,0.0,0.0,0.9660410762597706,0.0,1.0,0.018446894303139397,0.9827881398504709,0.028976929961995336,0.0025817679617114115,0.0009689915813517781,0.0,0.0,1.0,1.0,0.0010823839520942543,0.0
0.9274406142231565,0.10273045133631406,0.9736268308973324,0.9668337161573811,0.9205633397117124,0.947831718188321,0.08923619633653834,0.03724930667746476,0.07777253198532988,0.962356445290156,0.06094999246831291,0.9224071062152956,0.06364136498525502,0.9726841026334379,0.1028804046962687,0.11429806158371734,0.9948079280552042,0.12369420774583408,0.9990028517183339,0.9414837429591335,0.925625185459273,0.9298985102222589,0.9381376992006099,0.9339521033207056,0.8903962762048037,0.044034204820191596,0.8707762383397966,0.02537230512930132,0.036178721613275205,0.0752935745293431,0.20806071123228442,0.9096991784499328,0.027163694338286325,0.9097236640450946,0.06763285609959789,0.05499902435748104,0.02757747803240938,0.2984270679733642,0.0,0.032408232172636955,0.00994341943938941,0.0,0.051484732180006994,0.0420583233735876,0.06250283634523894,0.03591264084525921,0.05163751272596663,0.9400139322851973,0.06970088561738594,0.05343036744875972,0.8910652558136123,0.03312635275835833,0.9085458332036161,0.05444001712960506,0.9021844320914484,0.06684869129342172,0.08417791396722642,0.08971402389239834,0.03640683531714177,0.01882329494160118,0.9249761079256575,0.9381067520513576,0.028818021876183694,0.005
0.8464900809410986,0.19710556709153126,0.9514401742636626,0.9565049527942506,0.8447432632394806,0.9104939203328207,0.13840659285099727,0.07326723274068125,0.16395650090813457,0.9349410713228241,0.10773135775489237,0.8358140299592615,0.13309716570436214,0.9406491341187886,0.190912280928873,0.2236434108527504,0.9908962028817005,0.24670709330130747,0.997301603410479,0.8845449335404025,0.8854146773307665,0.8472283373845398,0.8572306106678506,0.8479134873737948,0.7930020234424089,0.09581291391866177,0.7453631480150579,0.03519838899004155,0.05348155078958356,0.15710867869593909,0.2675272081259159,0.8214204823864326,0.09420772158063043,0.8035354718412163,0.0977257102490255,0.12204312383078546,0.09690422382246221,0.28038924397110393,0.0,0.045857320382731236,0.019896119702089866,0.0,0.07000032246512887,0.07479236337770473,0.13360938323647734,0.07032846698569385,0.12930608289461373,0.8417782044953619,0.15515914152168447,0.13152906482816865,0.8173222537628404,0.07043893904931192,0.8094271725108613,0.08994731749367305,0.8219620274480378,0.10548896287977788,0.16366497458264498,0.17496643451642585,0.11595648553003692,0.04995331068583902,0.8395132158268191,0.8394247465590916,0.05720105854779277,0.01
0.7691758833600542,0.2868461937682168,0.9294654356579174,0.9447972181944642,0.7729570807455652,0.8745502012232667,0.18550760557658358,0.10938616689583078,0.24550583084354574,0.9050771442420413,0.15460786448204966,0.7535979448660781,0.2000544816874175,0.9095276798141045,0.2755580016781899,0.32956581995095097,0.9869381787953825,0.3619569618692911,0.99519086498214,0.8291551899551564,0.844492763650247,0.7677202062461271,0.7818616460126757,0.7669546972677568,0.6994092162821971,0.141628625697249,0.6270992852854188,0.04505629189114202,0.07380418760589036,0.2325812543575158,0.3227691039128804,0.7376661015373057,0.15643853166624955,0.7021571493536807,0.1284362636816489,0.18620925212252845,0.157352695345841,0.2620899370366915,0.0013522448317516565,0.05821765626684665,0.02875217769861375,0.0,0.09131334435770994,0.10554516789540022,0.20345060785380384,0.10396047743215475,0.2030878769619921,0.7517868887701477,0.23561249915859447,0.20413498274453823,0.746449613439945,0.10339469479371394,0.7158569097266422,0.12331777957012723,0.7446355157384292,0.1438274170777638,0.24007290103125947,0.2554507385260869,0.18849567167054507,0.08027713986097043,0.7554463713037642,0.7463799558808459,0.08517539482296932,0.015
0.6964880734278984,0.3709828119896766,0.9081001941458778,0.9317673754537951,0.7060074894277006,0.8414169377542996,0.22904257844220513,0.1451611614151803,0.32107841833994466,0.873019595558934,0.20030753156146758,0.6768756374341584,0.26404446133912485,0.8800885186442775,0.35595793034261686,0.4302479629016802,0.9830092878768522,0.4671818463358776,0.992631743332764,0.7756343813585966,0.8040287752865,0.6920407964556707,0.7134632076741007,0.6920737892425957,0.61090476608426,0.18115676572266276,0.5182332702213366,0.054982549186104915,0.09724677869035828,0.3002775740704557,0.3732710480609708,0.6592827083043602,0.21303106810705646,0.6072147524431603,0.15936040164387508,0.24686757187858877,0.20773804389466682,0.24344578224137273,0.0028757169084924314,0.06896025702061295,0.03612330201654239,0.0,0.11540799104811804,0.13341687760621376,0.27184060850346026,0.1359096603699371,0.2724813046949139,0.6715526873447858,0.309906529535203,0.26998447634949346,0.6797183681401998,0.13034233278307406,0.6297645764448425,0.15358522416861345,0.6719224361139384,0.18105835318326047,0.31237775202584955,0.33015001757651485,0.25245745184138274,0.10909136084946995,0.6734330249542602,0.6605108563178448,0.11193147235610418,0.02
0.6296287640645467,0.44866208857360557,0.8874325548756177,0.9175436476679344,0.6445050982291372,0.8123050055667093,0.2683402094988015,0.18056661812431493,0.3893417180803957,0.8391460115080137,0.24368098266745422,0.6065961153648933,0.3248236222384267,0.8528157387504085,0.4310628205497962,0.5238540609270391,0.9790896899686086,0.5609412133718898,0.9895917748918607,0.7245194189652241,0.7649912093837392,0.6210072416352725,0.6533427092631721,0.6237866463750154,0.5287571215623804,0.2142152080980851,0.42022198055740256,0.06503593501541109,0.1238249772551905,0.35905299286783404,0.4184277627764818,0.5866288828549145,0.2633098844062365,0.520231666471171,0.19047445802038676,0.30323246099782536,0.24753823790545032,0.2244380283043169,0.004087358090969302,0.07796182820975892,0.04206444375079246,0.0,0.14215003620555308,0.15777383571280423,0.3383345242679617,0.16562430242997228,0.336807992907007,0.6019410922294991,0.3774053500198609,0.32787680368562944,0.6182786132240122,0.15022086046588867,0.5529879884043027,0.1804262986769501,0.6048485840370404,0.21659223881220632,0.37963348677667497,0.3981239224461953,0.3067489385604345,0.1359901557637014,0.5943618696066207,0.5831962913415181,0.13711056741766703,0.025
0.5698366962016083,0.5190399461372569,0.8671885476064533,0.9023421802511007,0.5891132326574487,0.7878879983663991,0.30343061230352253,0.2157110951314981,0.44911656911879316,0.8039175049505023,0.283883314904858,0.5437178428543674,0.38221242939959627,0.8277863596820412,0.49969145806700765,0.6088814663009171,0.9751066169773499,0.6424824701053586,0.9860482153547768,0.6766322801606611,0.727799614247746,0.5555077447230975,0.6023699272194613,0.5622680631802212,0.4541711137349234,0.24055422490540587,0.3338554671804828,0.07520490807011107,0.15343606234725407,0.408103524268802,0.4573202448684248,0.5200157534592204,0.3068969249116168,0.442349727047107,0.22187042766487491,0.3546048778929528,0.2766079129328854,0.20521620243723862,0.0052026002895408,0.08533144604615905,0.046904671630503915,3.940942580601493e-05,0.17125614140752576,0.17821338956418328,0.4021414583196134,0.1931788773667671,0.39512457614515384,0.5434319968833801,0.437826619729947,0.37683028794059775,0.5630713058878375,0.16276534585061628,0.48691992905145687,0.20380267228147114,0.5437527744885262,0.25008836492548386,0.4412341476491272,0.45841385339614954,0.3509660861171863,0.16098843655465012,0.5192175249409305,0.5153650945040129,0.16085067899889258,0.03
0.5181483270716857,0.5815022232648813,0.8469183763228305,0.8864850721573773,0.5407857477249244,0.7681570843834187,0.33474450646002857,0.2506323368963717,0.4994502282910047,0.767682179757983,0.3204789075197416,0.48921806592419925,0.43601777114450285,0.8046252842460181,0.5606749878161688,0.6843613983531546,0.9709953955589354,0.7116216773652306,0.9819919374403542,0.6330649403555828,0.6923741876436473,0.496352237413699,0.5609734057329471,0.5077070986175003,0.38823926980841256,0.2599740910838172,0.25937955544094693,0.08539477685171147,0.18581916561398112,0.4470509485099148,0.48889818083966935,0.4598794421467181,0.3437207539644645,0.3741202542924208,0.2534766518666528,0.4006999928252242,0.2950061553031748,0.18603072107963484,0.006431715827027925,0.09115947824733764,0.05099986173704384,0.0018809071030492185,0.20225987704094067,0.19461287143213055,0.4621198812684109,0.21923604125650786,0.446460476756485,0.4960486370201343,0.49109884465242487,0.4161609542825658,0.5146066020577101,0.1686413680107339,0.4323113442560304,0.2238469369023839,0.48832094507414864,0.2812499987887897,0.49699668634468824,0.5101164170828424,0.3852493471401094,0.1845673121713021,0.44894140251227393,0.45727490925737674,0.18367444012591844,0.035
0.47525786207918563,0.6356550036603248,0.8262620769838922,0.8704195883843477,0.5005976648928688,0.7525827027410379,0.36269223069235,0.28541203082008326,0.5397795496632487,0.730560235120934,0.3535500199636745,0.4437733235394355,0.48603961143910174,0.7826173473809075,0.6129296687262542,0.7498307859056907,0.9667232328178477,0.7686395070384112,0.9774319632334031,0.5949385375872058,0.6585825208997195,0.44419585741045237,0.5292851322223724,0.4603685010981206,0.3318014284218406,0.2725310776949427,0.1966060120121206,0.09541477039036962,0.2205156502753761,0.47588039737242877,0.512409958665666,0.4067062032536658,0.37396092380236695,0.3155233494765402,0.28493792218820907,0.4415817471260652,0.30308079976842506,0.16722207237198408,0.007978258537567102,0.09542827545230242,0.05464645036269843,0.004208116759462738,0.2344748403126875,0.20702373056320209,0.5170162017253991,0.24461182637602613,0.4902230535543807,0.4591928038597468,0.5373116106833735,0.4456368060577119,0.47308879036789236,0.16918905682084376,0.3892838733028861,0.24091249870387432,0.43789555499987537,0.30962211186165606,0.5469140415676369,0.5524666636557881,0.41009556763246363,0.20756201170213004,0.384367419275853,0.40851883442488307,0.20621894769512933,0.04
0.4413993368451721,0.6811652419665554,0.8050554773595311,0.854738130043128,0.4693271967059257,0.740487737236988,0.38733851081578013,0.3202908209280165,0.5701061699490312,0.6926498494407648,0.3835701554691449,0.4075092851456605,0.5319225501820543,0.7609768696363574,0.6556191770009326,0.8052361455971928,0.9622944888916191,0.814192744955886,0.972400639877088,0.5630516597007894,0.6266042835418052,0.3993745838047457,0.5070336586476187,0.42026305021388516,0.2852885533432645,0.27867228317090714,0.1450078000264136,0.104965143637018,0.256828038147822,0.4948107755838698,0.5276821583745727,0.36094925651784404,0.3980806584072883,0.2660550634874419,0.315575333807338,0.47728458292164994,0.3017466641847222,0.1493014687834567,0.010037363695689108,0.09800473781700071,0.058076013519478095,0.007074375846835138,0.26695548973916444,0.2156505517576316,0.5658679729078273,0.2699224868811711,0.5264517522040286,0.4316259163325236,0.5768145243706504,0.465651817359003,0.4387689864053859,0.16593570915946654,0.3573995277533227,0.2553880740398872,0.3918742634122015,0.3347115387704272,0.5907914678313824,0.5850120418434811,0.426473550445601,0.2308917205176703,0.32607172416189023,0.36809988800740395,0.2289666897393481,0.045
