 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
181.348,205.26,19.3554,251.637,206.089,7.79745,221.708,350.192,62.4181,217.216,317.255,58.3226,265.376,313.219,32.2483,258.675,375.657,58.5535,196.976,446.8,-4.37208,263.895,452.661,45.2707,221.483,462.794,147.106,207.167,478.067,196.03,192.45,487.69,250.772,210.101,535.77,241.392,218.675,516.518,188.166,231.971,493.895,130.987,143.956,587.219,325.979,128.866,495.25,285.197,129.796,528.039,333.35,-47.6284,485.474,232.086,-45.5454,497.597,258.072,-3.51781,490.218,259.02,-6.18216,478.131,232.204,,,,,,
181.349,205.259,19.3556,251.637,206.072,7.81195,221.708,350.193,62.4144,217.215,317.255,58.3198,265.376,313.22,32.2452,258.674,375.656,58.5495,196.974,446.798,-4.37126,263.894,452.66,45.267,221.484,462.789,147.103,207.169,478.059,196.027,192.449,487.68,250.769,210.1,535.76,241.393,218.673,516.511,188.163,231.975,493.892,130.996,143.958,587.214,325.979,128.861,495.248,285.187,129.797,528.032,333.349,-47.626,485.479,232.086,-45.5427,497.601,258.071,-3.51577,490.218,259.017,-6.18027,478.134,232.203,,,,,,
181.35,205.258,19.3558,251.636,206.056,7.82555,221.707,350.193,62.4108,217.215,317.255,58.3171,265.376,313.221,32.242,258.674,375.655,58.5456,196.972,446.797,-4.37051,263.894,452.66,45.2633,221.486,462.785,147.1,207.172,478.052,196.024,192.448,487.671,250.766,210.099,535.75,241.394,218.671,516.504,188.161,231.979,493.89,131.004,143.959,587.208,325.978,128.857,495.246,285.177,129.797,528.025,333.348,-47.6235,485.484,232.086,-45.5399,497.604,258.071,-3.51363,490.219,259.014,-6.1783,478.138,232.202,,,,,,
181.35,205.257,19.356,251.636,206.041,7.83824,221.708,350.194,62.4072,217.215,317.255,58.3143,265.376,313.221,32.2389,258.673,375.655,58.5417,196.97,446.795,-4.36981,263.894,452.659,45.2597,221.487,462.781,147.097,207.174,478.044,196.02,192.446,487.661,250.762,210.099,535.74,241.395,218.669,516.496,188.158,231.983,493.887,131.013,143.961,587.203,325.978,128.853,495.244,285.167,129.798,528.018,333.347,-47.6209,485.489,232.086,-45.537,497.608,258.07,-3.5114,490.219,259.011,-6.17624,478.141,232.201,,,,,,
181.351,205.255,19.3563,251.635,206.027,7.85004,221.708,350.194,62.4038,217.215,317.255,58.3117,265.377,313.222,32.2357,258.673,375.654,58.5379,196.968,446.794,-4.36918,263.894,452.658,45.2561,221.488,462.777,147.094,207.176,478.037,196.017,192.445,487.652,250.759,210.098,535.731,241.395,218.668,516.49,188.156,231.987,493.885,131.021,143.962,587.198,325.977,128.849,495.243,285.157,129.799,528.012,333.345,-47.6183,485.494,232.085,-45.5341,497.612,258.07,-3.50906,490.22,259.008,-6.1741,478.145,232.2,,,,,,
181.352,205.254,19.3565,251.635,206.014,7.86093,221.708,350.194,62.4004,217.215,317.254,58.3091,265.377,313.223,32.2325,258.673,375.653,58.5342,196.967,446.792,-4.3686,263.894,452.658,45.2525,221.49,462.773,147.092,207.178,478.03,196.014,192.443,487.644,250.756,210.098,535.722,241.396,218.666,516.483,188.153,231.992,493.883,131.03,143.964,587.194,325.977,128.846,495.242,285.148,129.8,528.006,333.344,-47.6156,485.499,232.085,-45.5311,497.616,258.069,-3.50663,490.221,259.005,-6.17188,478.149,232.2,,,,,,
181.353,205.253,19.3567,251.635,206.002,7.87094,221.708,350.195,62.3971,217.215,317.254,58.3066,265.378,313.223,32.2293,258.673,375.652,58.5306,196.965,446.791,-4.36808,263.894,452.657,45.249,221.491,462.769,147.089,207.18,478.023,196.01,192.441,487.636,250.753,210.098,535.714,241.397,218.665,516.477,188.151,231.996,493.881,131.038,143.966,587.19,325.976,128.842,495.241,285.138,129.801,528,333.343,-47.6128,485.505,232.085,-45.528,497.62,258.069,-3.50409,490.222,259.002,-6.16958,478.153,232.199,,,,,,
181.354,205.252,19.357,251.635,205.991,7.88008,221.709,350.195,62.3939,217.215,317.254,58.3041,265.378,313.224,32.2261,258.673,375.652,58.527,196.963,446.79,-4.36763,263.894,452.656,45.2455,221.493,462.765,147.086,207.182,478.016,196.007,192.44,487.628,250.749,210.098,535.705,241.398,218.664,516.47,188.148,232,493.879,131.046,143.968,587.187,325.975,128.839,495.241,285.129,129.802,527.995,333.342,-47.61,485.51,232.084,-45.525,497.624,258.068,-3.50146,490.224,259,-6.1672,478.157,232.198,,,,,,
181.354,205.252,19.3572,251.635,205.981,7.88835,221.709,350.196,62.3907,217.216,317.255,58.3017,265.379,313.225,32.2229,258.673,375.651,58.5235,196.962,446.789,-4.36724,263.894,452.656,45.242,221.495,462.762,147.083,207.184,478.01,196.004,192.438,487.621,250.746,210.099,535.698,241.398,218.663,516.464,188.146,232.005,493.877,131.055,143.97,587.184,325.974,128.836,495.24,285.121,129.803,527.991,333.341,-47.6071,485.516,232.084,-45.5218,497.629,258.067,-3.49873,490.225,258.997,-6.16473,478.161,232.197,,,,,,
