 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
112.87,347.796,31.0699,173.23,332.861,23.4265,158.914,468.375,54.5787,145.153,430.837,44.1982,210.98,423.323,31.7122,211.74,471.536,52.4085,,,,241.14,543.044,33.3432,204.326,602.877,147.499,190.851,627.411,187.423,173.392,645.935,223.373,195.966,683.38,207.134,209.625,655.697,171.37,219.363,637.066,130.638,140.562,760.225,260.515,90.7596,666.435,240.18,117.879,696.279,276.433,-74.6293,646.524,221.936,-71.5423,660.32,251.19,-19.953,654.529,245.425,-27.3886,643.664,213.019
112.868,347.797,31.0682,173.227,332.862,23.4226,158.917,468.374,54.5769,145.155,430.836,44.1966,210.984,423.321,31.7109,211.743,471.535,52.4085,,,,241.143,543.044,33.3457,204.326,602.867,147.506,190.849,627.399,187.432,173.39,645.921,223.384,195.965,683.367,207.148,209.623,655.685,171.382,219.363,637.058,130.648,140.565,760.213,260.532,90.7637,666.422,240.188,117.877,696.266,276.442,-74.6253,646.512,221.938,-71.5404,660.308,251.192,-19.9517,654.514,245.428,-27.3854,643.65,213.022
112.866,347.798,31.0666,173.224,332.863,23.4186,158.92,468.373,54.575,145.158,430.835,44.195,210.987,423.319,31.7096,211.745,471.534,52.4086,,,,241.146,543.043,33.3482,204.325,602.858,147.513,190.847,627.387,187.441,173.387,645.907,223.394,195.964,683.354,207.162,209.622,655.673,171.394,219.362,637.051,130.659,140.569,760.201,260.55,90.7678,666.409,240.196,117.875,696.254,276.451,-74.6213,646.499,221.939,-71.5385,660.296,251.193,-19.9504,654.5,245.432,-27.3822,643.637,213.024
112.863,347.799,31.0649,173.221,332.864,23.4147,158.923,468.372,54.5733,145.16,430.835,44.1934,210.99,423.317,31.7084,211.748,471.534,52.4087,,,,241.149,543.043,33.3506,204.324,602.848,147.521,190.845,627.376,187.45,173.385,645.893,223.405,195.963,683.341,207.176,209.62,655.661,171.405,219.361,637.044,130.669,140.572,760.19,260.567,90.7719,666.397,240.203,117.873,696.242,276.46,-74.6175,646.487,221.94,-71.5366,660.285,251.195,-19.9491,654.485,245.435,-27.379,643.623,213.026
112.862,347.8,31.0633,173.218,332.866,23.4109,158.925,468.371,54.5716,145.162,430.834,44.1919,210.993,423.314,31.7071,211.75,471.533,52.4088,,,,241.152,543.043,33.3531,204.324,602.839,147.528,190.843,627.364,187.459,173.383,645.879,223.415,195.962,683.328,207.189,209.619,655.649,171.417,219.361,637.037,130.68,140.576,760.178,260.584,90.776,666.384,240.211,117.871,696.229,276.468,-74.6136,646.475,221.942,-71.5347,660.273,251.197,-19.9478,654.471,245.439,-27.3759,643.61,213.029
112.86,347.801,31.0618,173.215,332.867,23.407,158.928,468.37,54.57,145.164,430.833,44.1905,210.997,423.312,31.7059,211.753,471.532,52.409,,,,241.155,543.043,33.3556,204.323,602.83,147.535,190.841,627.353,187.468,173.38,645.866,223.425,195.961,683.315,207.203,209.618,655.638,171.428,219.36,637.03,130.69,140.579,760.167,260.601,90.7801,666.372,240.219,117.869,696.218,276.477,-74.6099,646.463,221.944,-71.5329,660.262,251.199,-19.9465,654.458,245.442,-27.3728,643.597,213.031
112.858,347.802,31.0602,173.213,332.868,23.4032,158.931,468.369,54.5684,145.167,430.832,44.1891,211,423.31,31.7047,211.755,471.531,52.4092,,,,241.158,543.043,33.358,204.322,602.821,147.542,190.84,627.342,187.477,173.378,645.853,223.435,195.961,683.303,207.216,209.616,655.626,171.439,219.359,637.024,130.7,140.583,760.156,260.618,90.7842,666.36,240.226,117.867,696.206,276.486,-74.6062,646.451,221.945,-71.5311,660.251,251.201,-19.9453,654.444,245.446,-27.3698,643.585,213.034
112.856,347.803,31.0587,173.21,332.869,23.3994,158.934,468.368,54.5669,145.169,430.831,44.1878,211.003,423.308,31.7035,211.757,471.53,52.4094,,,,241.161,543.043,33.3605,204.322,602.812,147.549,190.838,627.331,187.485,173.376,645.84,223.445,195.96,683.29,207.229,209.615,655.615,171.45,219.359,637.017,130.71,140.586,760.146,260.634,90.7883,666.348,240.234,117.866,696.195,276.494,-74.6027,646.44,221.947,-71.5293,660.24,251.203,-19.9441,654.431,245.449,-27.3669,643.572,213.036
112.854,347.804,31.0571,173.208,332.87,23.3957,158.936,468.367,54.5655,145.171,430.83,44.1866,211.006,423.306,31.7023,211.76,471.529,52.4096,,,,241.164,543.043,33.3629,204.321,602.803,147.556,190.836,627.32,187.493,173.374,645.827,223.455,195.959,683.278,207.242,209.614,655.604,171.461,219.359,637.011,130.72,140.59,760.135,260.65,90.7924,666.337,240.242,117.864,696.183,276.503,-74.5991,646.428,221.949,-71.5276,660.229,251.205,-19.9429,654.418,245.453,-27.364,643.56,213.039
