 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-180.96,196.996,28.563,-250.341,203.039,22.8203,-222.131,308.706,72.0214,-237.888,228.918,42.933,-191.976,234.076,53.3216,-181.012,316.443,72.5052,-153.327,428.507,19.4071,-225.34,415.888,52.2437,-211.71,472.859,106.925,-204.249,501.339,140.606,-197.528,519.983,168.868,-175.162,493.911,188.661,-185.954,473.975,161.726,-195.974,445.731,130.768,-115.437,640.118,274.286,-84.3926,548.412,252.125,-100.393,579.006,283.777,14.3437,517.033,184.9,15.6884,521.688,208.858,57.4231,516.021,209.702,53.7945,509.066,185.912
-180.967,196.984,28.5788,-250.351,203.033,22.8202,-222.147,308.693,72.0395,-237.901,228.909,42.9396,-191.992,234.06,53.343,-181.027,316.423,72.5453,-153.299,428.48,19.4561,-225.328,415.881,52.2629,-211.704,472.863,106.955,-204.243,501.336,140.619,-197.522,519.977,168.892,-175.151,493.898,188.674,-185.95,473.967,161.742,-195.968,445.726,130.786,-115.424,640.148,274.313,-84.3922,548.429,252.171,-100.387,579.039,283.816,14.2951,517.035,184.933,15.6409,521.698,208.885,57.3856,516.011,209.722,53.7488,509.049,185.934
-180.974,196.973,28.5935,-250.36,203.027,22.8203,-222.161,308.682,72.0564,-237.912,228.9,42.9458,-192.007,234.046,53.3629,-181.04,316.404,72.5823,-153.271,428.455,19.5027,-225.315,415.874,52.2816,-211.698,472.868,106.985,-204.238,501.334,140.632,-197.515,519.972,168.915,-175.14,493.886,188.686,-185.946,473.959,161.758,-195.961,445.721,130.802,-115.411,640.177,274.338,-84.3921,548.446,252.214,-100.381,579.071,283.853,14.2493,517.037,184.965,15.596,521.708,208.912,57.35,516.003,209.741,53.7055,509.034,185.955
-180.98,196.963,28.6072,-250.368,203.022,22.8203,-222.173,308.671,72.0724,-237.923,228.893,42.9515,-192.02,234.032,53.3812,-181.051,316.387,72.6163,-153.245,428.431,19.5471,-225.303,415.869,52.2998,-211.693,472.874,107.015,-204.232,501.332,140.646,-197.509,519.967,168.939,-175.129,493.875,188.699,-185.94,473.952,161.772,-195.952,445.717,130.817,-115.398,640.206,274.362,-84.3921,548.464,252.255,-100.375,579.102,283.889,14.2062,517.04,184.995,15.5538,521.718,208.937,57.3165,515.995,209.759,53.6645,509.02,185.976
-180.986,196.954,28.6198,-250.375,203.017,22.8205,-222.183,308.661,72.0874,-237.932,228.886,42.9569,-192.032,234.02,53.3979,-181.061,316.372,72.6473,-153.22,428.409,19.5891,-225.292,415.864,52.3174,-211.689,472.881,107.046,-204.227,501.33,140.66,-197.502,519.962,168.962,-175.117,493.865,188.711,-185.934,473.945,161.786,-195.943,445.713,130.831,-115.385,640.235,274.385,-84.3924,548.483,252.294,-100.368,579.133,283.923,14.1658,517.043,185.024,15.5142,521.728,208.961,57.2848,515.988,209.777,53.626,509.007,185.995
-180.99,196.945,28.6315,-250.381,203.014,22.8207,-222.191,308.653,72.1013,-237.939,228.881,42.9617,-192.042,234.01,53.413,-181.069,316.358,72.6753,-153.196,428.388,19.6288,-225.281,415.86,52.3344,-211.685,472.889,107.076,-204.222,501.328,140.674,-197.496,519.957,168.985,-175.105,493.856,188.724,-185.927,473.939,161.798,-195.933,445.709,130.844,-115.372,640.263,274.406,-84.3929,548.503,252.33,-100.362,579.164,283.955,14.1281,517.047,185.051,15.4774,521.738,208.983,57.2552,515.982,209.793,53.5898,508.996,186.013
-180.995,196.938,28.6421,-250.386,203.01,22.821,-222.197,308.645,72.1142,-237.945,228.876,42.9662,-192.051,234,53.4265,-181.075,316.346,72.7003,-153.173,428.368,19.666,-225.27,415.856,52.351,-211.682,472.897,107.107,-204.217,501.327,140.688,-197.49,519.952,169.008,-175.093,493.847,188.736,-185.919,473.933,161.81,-195.922,445.706,130.856,-115.359,640.29,274.427,-84.3936,548.524,252.364,-100.355,579.194,283.986,14.0931,517.052,185.077,15.4433,521.748,209.005,57.2275,515.976,209.809,53.556,508.985,186.03
-180.998,196.931,28.6516,-250.39,203.008,22.8213,-222.201,308.639,72.1261,-237.95,228.872,42.9702,-192.057,233.992,53.4384,-181.079,316.336,72.7223,-153.151,428.35,19.7009,-225.26,415.854,52.367,-211.68,472.907,107.138,-204.212,501.326,140.703,-197.485,519.948,169.031,-175.081,493.839,188.749,-185.909,473.928,161.82,-195.909,445.703,130.866,-115.347,640.318,274.446,-84.3946,548.545,252.395,-100.349,579.223,284.015,14.0609,517.057,185.102,15.4118,521.758,209.025,57.2018,515.972,209.823,53.5246,508.976,186.047
-181.001,196.925,28.6601,-250.393,203.006,22.8218,-222.203,308.633,72.137,-237.954,228.869,42.9739,-192.063,233.985,53.4487,-181.082,316.327,72.7413,-153.13,428.334,19.7332,-225.25,415.852,52.3825,-211.679,472.917,107.169,-204.207,501.325,140.717,-197.479,519.944,169.054,-175.068,493.832,188.761,-185.9,473.922,161.83,-195.896,445.701,130.875,-115.334,640.344,274.464,-84.3957,548.567,252.425,-100.342,579.251,284.042,14.0313,517.063,185.124,15.3831,521.768,209.044,57.178,515.968,209.837,53.4956,508.968,186.062
-181.003,196.92,28.6676,-250.395,203.005,22.8223,-222.204,308.629,72.1469,-237.956,228.867,42.9771,-192.066,233.979,53.4574,-181.082,316.32,72.7572,-153.111,428.319,19.7629,-225.24,415.851,52.3976,-211.678,472.929,107.2,-204.202,501.324,140.732,-197.473,519.94,169.076,-175.055,493.826,188.774,-185.889,473.918,161.839,-195.883,445.699,130.883,-115.322,640.37,274.48,-84.3971,548.591,252.451,-100.335,579.279,284.067,14.0045,517.07,185.146,15.357,521.779,209.062,57.1563,515.965,209.85,53.469,508.961,186.077
-181.004,196.916,28.6739,-250.396,203.005,22.823,-222.202,308.625,72.1559,-237.957,228.865,42.98,-192.068,233.975,53.4645,-181.081,316.314,72.7702,-153.093,428.307,19.79,-225.231,415.85,52.4123,-211.678,472.94,107.231,-204.197,501.324,140.748,-197.468,519.936,169.099,-175.042,493.821,188.786,-185.877,473.913,161.847,-195.868,445.697,130.891,-115.31,640.396,274.496,-84.3986,548.615,252.476,-100.328,579.306,284.091,13.9804,517.077,185.165,15.3337,521.789,209.079,57.1365,515.963,209.862,53.4448,508.956,186.09
-181.004,196.912,28.679,-250.395,203.005,22.8238,-222.198,308.623,72.164,-237.956,228.865,42.9825,-192.068,233.971,53.4699,-181.079,316.31,72.7802,-153.076,428.296,19.8142,-225.223,415.851,52.4266,-211.679,472.953,107.262,-204.193,501.323,140.764,-197.463,519.933,169.121,-175.029,493.817,188.799,-185.864,473.91,161.855,-195.852,445.695,130.897,-115.298,640.421,274.51,-84.4004,548.639,252.498,-100.32,579.332,284.113,13.959,517.084,185.184,15.313,521.8,209.094,57.1188,515.962,209.873,53.4231,508.952,186.102
-181.004,196.91,28.683,-250.394,203.006,22.8248,-222.192,308.621,72.1712,-237.954,228.866,42.9848,-192.066,233.969,53.4737,-181.074,316.308,72.7873,-153.061,428.288,19.8355,-225.215,415.852,52.4407,-211.68,472.966,107.293,-204.188,501.323,140.78,-197.458,519.93,169.143,-175.015,493.813,188.812,-185.851,473.906,161.861,-195.836,445.694,130.903,-115.286,640.446,274.522,-84.4023,548.665,252.517,-100.313,579.358,284.134,13.9404,517.093,185.2,15.2951,521.81,209.109,57.103,515.962,209.883,53.4038,508.949,186.114
-181.003,196.908,28.6857,-250.392,203.007,22.826,-222.184,308.621,72.1776,-237.951,228.867,42.9867,-192.063,233.969,53.4759,-181.067,316.307,72.7915,-153.048,428.281,19.8538,-225.207,415.853,52.4545,-211.681,472.979,107.325,-204.184,501.323,140.796,-197.453,519.927,169.165,-175.001,493.811,188.824,-185.837,473.903,161.868,-195.819,445.693,130.908,-115.274,640.47,274.534,-84.4044,548.691,252.535,-100.305,579.383,284.152,13.9246,517.101,185.215,15.2799,521.821,209.122,57.0893,515.962,209.892,53.387,508.947,186.124
-181.001,196.907,28.6872,-250.389,203.01,22.8275,-222.174,308.621,72.1832,-237.945,228.869,42.9884,-192.057,233.969,53.4765,-181.058,316.307,72.7931,-153.037,428.278,19.869,-225.199,415.855,52.4682,-211.683,472.992,107.356,-204.179,501.323,140.813,-197.448,519.924,169.187,-174.988,493.809,188.838,-185.822,473.901,161.874,-195.801,445.692,130.913,-115.262,640.493,274.544,-84.4066,548.717,252.549,-100.298,579.407,284.169,13.9115,517.111,185.229,15.2675,521.831,209.134,57.0777,515.963,209.901,53.3727,508.946,186.134
-180.998,196.907,28.6874,-250.384,203.012,22.8293,-222.162,308.622,72.1882,-237.939,228.872,42.9899,-192.05,233.97,53.4756,-181.048,316.309,72.792,-153.028,428.276,19.881,-225.193,415.858,52.4819,-211.685,473.006,107.388,-204.174,501.323,140.831,-197.443,519.922,169.208,-174.974,493.809,188.851,-185.806,473.899,161.881,-195.783,445.691,130.918,-115.25,640.515,274.553,-84.409,548.745,252.562,-100.29,579.43,284.184,13.9012,517.121,185.241,15.2579,521.842,209.145,57.0682,515.965,209.908,53.361,508.947,186.142
-180.994,196.908,28.6862,-250.379,203.016,22.8314,-222.148,308.624,72.1926,-237.931,228.875,42.9913,-192.041,233.973,53.4731,-181.035,316.312,72.7885,-153.02,428.278,19.8898,-225.186,415.861,52.4956,-211.687,473.019,107.419,-204.169,501.323,140.848,-197.438,519.92,169.229,-174.96,493.809,188.865,-185.79,473.898,161.887,-195.764,445.69,130.923,-115.239,640.537,274.561,-84.4114,548.773,252.572,-100.282,579.452,284.198,13.8938,517.131,185.252,15.251,521.853,209.154,57.0609,515.968,209.915,53.3518,508.949,186.149
