 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-233.144,263.972,45.6281,-302.76,268.88,31.7782,-296.576,445.962,50.4044,-290.539,380.468,52.9733,-233.184,375.931,57.0992,-232.495,430.195,66.6563,-205.73,534.682,-10.8024,-279.428,533.599,26.1941,-238.873,556.037,131.214,-223.045,580.035,163.891,-210.323,596.961,208.371,-181.41,548.865,217.822,-199.081,542.922,174.882,-216.677,528.771,140.836,-107.504,667.913,336.585,-74.1359,572.296,301.419,-97.3383,600.412,340.631,48.0119,521.413,251.344,48.2658,533.723,275.025,89.6567,538.634,271.691,88.5096,527.674,247.445,,,,,,
-233.147,263.97,45.6285,-302.762,268.879,31.7738,-296.572,445.963,50.3964,-290.537,380.469,52.9681,-233.181,375.93,57.0969,-232.492,430.196,66.6486,-205.723,534.677,-10.8127,-279.421,533.596,26.1811,-238.872,556.033,131.208,-223.043,580.034,163.884,-210.322,596.959,208.365,-181.416,548.86,217.819,-199.083,542.915,174.878,-216.673,528.763,140.826,-107.504,667.903,336.587,-74.1334,572.285,301.416,-97.3352,600.401,340.631,48.0133,521.411,251.338,48.2682,533.72,275.018,89.6582,538.632,271.684,88.5107,527.673,247.439,,,,,,
-233.151,263.968,45.6287,-302.764,268.879,31.7694,-296.567,445.964,50.3885,-290.535,380.471,52.963,-233.179,375.929,57.0946,-232.488,430.197,66.641,-205.717,534.673,-10.8228,-279.414,533.594,26.1683,-238.871,556.029,131.202,-223.042,580.032,163.877,-210.321,596.958,208.359,-181.422,548.855,217.817,-199.085,542.908,174.873,-216.67,528.755,140.816,-107.504,667.894,336.589,-74.1309,572.275,301.413,-97.3321,600.389,340.631,48.0146,521.409,251.332,48.2706,533.717,275.012,89.6597,538.63,271.677,88.5118,527.672,247.433,,,,,,
-233.154,263.966,45.6289,-302.765,268.879,31.765,-296.563,445.965,50.3807,-290.533,380.472,52.9578,-233.177,375.928,57.0922,-232.484,430.198,66.6335,-205.711,534.669,-10.8328,-279.407,533.591,26.1558,-238.87,556.025,131.195,-223.041,580.031,163.87,-210.32,596.956,208.353,-181.428,548.851,217.814,-199.087,542.902,174.868,-216.667,528.747,140.807,-107.504,667.886,336.592,-74.1285,572.264,301.41,-97.3291,600.379,340.63,48.0159,521.408,251.327,48.273,533.715,275.006,89.6612,538.628,271.671,88.5128,527.671,247.427,,,,,,
-233.156,263.964,45.629,-302.767,268.879,31.7606,-296.559,445.966,50.3731,-290.531,380.473,52.9527,-233.174,375.927,57.0898,-232.481,430.198,66.626,-205.705,534.664,-10.8425,-279.4,533.589,26.1436,-238.869,556.021,131.189,-223.039,580.03,163.864,-210.318,596.955,208.347,-181.434,548.847,217.811,-199.089,542.896,174.864,-216.665,528.74,140.798,-107.504,667.878,336.594,-74.1261,572.255,301.408,-97.3261,600.369,340.63,48.0172,521.407,251.321,48.2754,533.713,275,89.6626,538.627,271.665,88.5139,527.671,247.421,,,,,,
-233.159,263.962,45.6289,-302.768,268.879,31.7561,-296.555,445.966,50.3656,-290.529,380.474,52.9475,-233.172,375.926,57.0873,-232.477,430.199,66.6187,-205.698,534.66,-10.852,-279.394,533.587,26.1317,-238.868,556.018,131.183,-223.038,580.029,163.857,-210.317,596.954,208.341,-181.439,548.843,217.809,-199.091,542.89,174.86,-216.662,528.733,140.789,-107.504,667.871,336.596,-74.1237,572.246,301.405,-97.3233,600.359,340.63,48.0185,521.407,251.316,48.2778,533.711,274.993,89.6641,538.626,271.658,88.5148,527.671,247.415,,,,,,
-233.162,263.961,45.6288,-302.77,268.88,31.7516,-296.551,445.967,50.3582,-290.526,380.476,52.9424,-233.17,375.925,57.0849,-232.474,430.2,66.6114,-205.692,534.656,-10.8613,-279.387,533.585,26.1201,-238.867,556.016,131.177,-223.036,580.028,163.85,-210.316,596.953,208.335,-181.444,548.839,217.806,-199.093,542.884,174.855,-216.66,528.726,140.781,-107.504,667.864,336.597,-74.1214,572.237,301.403,-97.3204,600.35,340.63,48.0198,521.406,251.311,48.2802,533.709,274.987,89.6655,538.625,271.652,88.5158,527.671,247.409,,,,,,
-233.164,263.959,45.6286,-302.771,268.88,31.7472,-296.547,445.968,50.351,-290.524,380.477,52.9373,-233.167,375.924,57.0824,-232.47,430.2,66.6042,-205.686,534.653,-10.8704,-279.381,533.583,26.1089,-238.866,556.013,131.171,-223.034,580.027,163.843,-210.314,596.952,208.329,-181.449,548.836,217.803,-199.095,542.879,174.851,-216.658,528.72,140.772,-107.504,667.857,336.599,-74.1191,572.229,301.401,-97.3177,600.341,340.63,48.021,521.406,251.306,48.2826,533.708,274.981,89.6668,538.625,271.646,88.5167,527.672,247.404,,,,,,
-233.166,263.958,45.6283,-302.772,268.88,31.7427,-296.543,445.969,50.3439,-290.522,380.478,52.9322,-233.165,375.923,57.0799,-232.466,430.201,66.5971,-205.68,534.649,-10.8793,-279.375,533.581,26.0979,-238.866,556.011,131.165,-223.033,580.027,163.836,-210.313,596.951,208.323,-181.454,548.833,217.8,-199.097,542.874,174.847,-216.656,528.714,140.764,-107.504,667.851,336.601,-74.1168,572.222,301.399,-97.315,600.333,340.63,48.0222,521.407,251.301,48.285,533.707,274.975,89.6681,538.624,271.64,88.5175,527.672,247.399,,,,,,
