 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
149.406,225.898,19.0228,220.291,223.061,6.75167,200.208,368.163,59.8016,193.315,336.029,55.8621,240.818,328.38,29.5359,239.228,390.924,55.1967,181.421,466.684,-6.56388,251.243,466.299,43.0217,211.398,473.767,145.251,199.79,487.659,195.517,188.489,496.668,252.666,206.366,543.446,243.8,212.975,525.267,189.329,224.186,504.397,131.111,140.342,595.086,328.873,127.085,502.229,289.579,127.358,535.848,337.406,-49.4471,486.823,236.765,-47.7165,499.959,262.196,-5.68146,492.871,263.732,-7.97702,479.892,237.517,,,,,,
149.407,225.899,19.0225,220.29,223.062,6.75206,200.207,368.164,59.8003,193.313,336.03,55.8611,240.816,328.381,29.5341,239.225,390.924,55.1946,181.414,466.682,-6.56609,251.241,466.301,43.0184,211.398,473.773,145.243,199.788,487.669,195.509,188.473,496.677,252.656,206.366,543.451,243.797,212.972,525.276,189.318,224.181,504.404,131.102,140.341,595.101,328.874,127.077,502.248,289.573,127.352,535.859,337.41,-49.4457,486.846,236.753,-47.7162,499.98,262.188,-5.68086,492.891,263.723,-7.97493,479.915,237.506,,,,,,
149.407,225.901,19.0222,220.289,223.063,6.75246,200.205,368.165,59.7989,193.312,336.032,55.8601,240.815,328.382,29.5323,239.223,390.924,55.1924,181.407,466.679,-6.56824,251.24,466.303,43.015,211.398,473.779,145.236,199.787,487.679,195.501,188.458,496.685,252.647,206.366,543.456,243.794,212.968,525.286,189.307,224.177,504.41,131.093,140.341,595.116,328.876,127.069,502.267,289.567,127.347,535.869,337.413,-49.4443,486.87,236.742,-47.7159,500,262.179,-5.68029,492.91,263.714,-7.97287,479.938,237.494,,,,,,
149.407,225.902,19.022,220.288,223.064,6.75286,200.204,368.166,59.7975,193.31,336.034,55.859,240.813,328.384,29.5304,239.22,390.925,55.1901,181.4,466.677,-6.57033,251.239,466.305,43.0115,211.398,473.785,145.229,199.785,487.689,195.494,188.442,496.693,252.638,206.366,543.46,243.791,212.965,525.295,189.296,224.173,504.417,131.084,140.341,595.131,328.877,127.061,502.286,289.56,127.342,535.879,337.417,-49.443,486.893,236.731,-47.7156,500.02,262.17,-5.67973,492.929,263.705,-7.97082,479.961,237.483,,,,,,
149.408,225.903,19.0218,220.287,223.065,6.75326,200.203,368.168,59.796,193.309,336.035,55.8579,240.811,328.385,29.5284,239.217,390.925,55.1877,181.394,466.674,-6.57237,251.238,466.307,43.008,211.398,473.791,145.221,199.784,487.698,195.487,188.427,496.701,252.629,206.367,543.465,243.788,212.962,525.304,189.285,224.168,504.424,131.075,140.341,595.145,328.878,127.053,502.304,289.554,127.337,535.888,337.42,-49.4416,486.916,236.72,-47.7153,500.04,262.162,-5.6792,492.948,263.696,-7.96879,479.983,237.472,,,,,,
149.408,225.904,19.0216,220.287,223.066,6.75367,200.202,368.169,59.7945,193.308,336.037,55.8567,240.809,328.386,29.5263,239.214,390.925,55.1853,181.387,466.672,-6.57434,251.237,466.309,43.0045,211.398,473.797,145.214,199.782,487.708,195.479,188.412,496.709,252.621,206.367,543.47,243.785,212.959,525.312,189.275,224.164,504.43,131.067,140.341,595.159,328.879,127.046,502.322,289.548,127.332,535.898,337.423,-49.4402,486.939,236.708,-47.7151,500.059,262.153,-5.67869,492.967,263.687,-7.96678,480.005,237.461,,,,,,
149.409,225.906,19.0215,220.286,223.067,6.75408,200.201,368.17,59.7929,193.306,336.038,55.8555,240.808,328.387,29.5242,239.211,390.926,55.1828,181.381,466.669,-6.57625,251.236,466.311,43.0008,211.398,473.803,145.207,199.781,487.717,195.472,188.397,496.717,252.612,206.367,543.474,243.782,212.956,525.321,189.265,224.16,504.437,131.058,140.341,595.172,328.88,127.038,502.339,289.542,127.327,535.907,337.426,-49.4389,486.961,236.697,-47.7148,500.078,262.144,-5.67819,492.985,263.679,-7.96479,480.027,237.45,,,,,,
149.409,225.907,19.0214,220.285,223.068,6.75449,200.2,368.171,59.7912,193.305,336.04,55.8543,240.806,328.388,29.522,239.209,390.926,55.1802,181.375,466.667,-6.5781,251.234,466.313,42.9972,211.398,473.809,145.2,199.779,487.725,195.466,188.382,496.724,252.604,206.367,543.479,243.779,212.954,525.329,189.255,224.156,504.443,131.05,140.34,595.185,328.881,127.031,502.357,289.537,127.322,535.916,337.428,-49.4376,486.983,236.686,-47.7146,500.097,262.135,-5.67772,493.004,263.67,-7.96282,480.049,237.439,,,,,,
149.409,225.908,19.0213,220.285,223.069,6.7549,200.199,368.173,59.7895,193.304,336.041,55.853,240.804,328.39,29.5197,239.206,390.926,55.1776,181.368,466.664,-6.57989,251.233,466.315,42.9934,211.398,473.814,145.193,199.777,487.734,195.459,188.368,496.731,252.596,206.368,543.483,243.776,212.951,525.337,189.245,224.153,504.45,131.041,140.34,595.198,328.882,127.024,502.373,289.531,127.317,535.924,337.431,-49.4363,487.005,236.675,-47.7144,500.116,262.127,-5.67727,493.022,263.661,-7.96088,480.07,237.428,,,,,,
149.41,225.909,19.0212,220.284,223.07,6.75532,200.199,368.174,59.7877,193.303,336.043,55.8516,240.803,328.391,29.5174,239.204,390.927,55.1748,181.362,466.662,-6.58163,251.232,466.317,42.9896,211.398,473.82,145.186,199.775,487.742,195.452,188.354,496.739,252.588,206.368,543.487,243.773,212.949,525.345,189.235,224.149,504.456,131.033,140.34,595.211,328.883,127.017,502.39,289.525,127.313,535.933,337.433,-49.435,487.027,236.664,-47.7142,500.135,262.118,-5.67684,493.04,263.652,-7.95895,480.092,237.417,,,,,,
149.41,225.91,19.0212,220.283,223.071,6.75573,200.198,368.175,59.7858,193.302,336.044,55.8503,240.802,328.392,29.5149,239.201,390.927,55.172,181.356,466.66,-6.5833,251.231,466.318,42.9857,211.398,473.826,145.179,199.774,487.75,195.446,188.34,496.745,252.58,206.368,543.491,243.77,212.947,525.353,189.226,224.146,504.463,131.025,140.34,595.224,328.883,127.01,502.406,289.519,127.308,535.941,337.435,-49.4337,487.048,236.653,-47.714,500.153,262.109,-5.67643,493.058,263.643,-7.95704,480.113,237.406,,,,,,
149.41,225.911,19.0212,220.283,223.072,6.75615,200.197,368.176,59.7839,193.301,336.045,55.8488,240.8,328.393,29.5124,239.199,390.928,55.1692,181.35,466.657,-6.58491,251.23,466.32,42.9818,211.398,473.831,145.172,199.772,487.758,195.439,188.327,496.752,252.572,206.368,543.495,243.767,212.945,525.361,189.217,224.142,504.469,131.017,140.34,595.236,328.884,127.003,502.422,289.513,127.304,535.949,337.437,-49.4324,487.069,236.641,-47.7139,500.171,262.101,-5.67604,493.075,263.634,-7.95515,480.134,237.395,,,,,,
149.411,225.912,19.0213,220.282,223.073,6.75656,200.196,368.177,59.782,193.3,336.047,55.8473,240.799,328.394,29.5099,239.197,390.928,55.1662,181.344,466.655,-6.58647,251.229,466.322,42.9778,211.398,473.836,145.165,199.77,487.766,195.433,188.314,496.759,252.564,206.369,543.498,243.764,212.943,525.368,189.208,224.139,504.475,131.009,140.34,595.247,328.884,126.996,502.437,289.508,127.299,535.957,337.439,-49.4312,487.09,236.63,-47.7137,500.188,262.092,-5.67567,493.092,263.626,-7.95328,480.154,237.384,,,,,,
