 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-109.511,144.22,101.682,-149.732,93.2628,74.1418,-284.785,232.786,75.6816,-225.662,174.728,79.5082,-182.551,218.743,87.9375,-230.259,279.61,90.8814,-266.379,351.821,2.50991,-324.44,301.933,55.9664,-311.618,355.531,146.722,-306.574,378.471,182.026,-297.129,396.843,215.669,-271.748,371.603,229.744,-277.957,353.339,193.615,-287.698,332.943,160.193,-227.683,521.065,374.223,-169.869,430.233,349.424,-209.844,451.856,367.796,-63.5552,403.262,266.882,-60.9162,402.609,294.569,-16.5847,409.3,291.924,-18.1442,408.467,263.334
-109.484,144.207,101.474,-149.68,93.3055,73.8152,-284.683,232.89,75.3996,-225.584,174.793,79.2101,-182.465,218.773,87.7635,-230.155,279.673,90.7032,-266.174,351.958,2.38917,-324.276,302.089,55.7446,-311.48,355.587,146.561,-306.446,378.495,181.887,-297.006,396.827,215.559,-271.629,371.596,229.582,-277.848,353.375,193.424,-287.568,332.996,160.017,-227.621,520.954,374.146,-169.78,430.147,349.279,-209.763,451.762,367.671,-63.4619,403.258,266.743,-60.823,402.586,294.431,-16.4885,409.274,291.792,-18.0458,408.459,263.205
-109.458,144.197,101.258,-149.628,93.3517,73.479,-284.583,232.996,75.1107,-225.507,174.861,78.904,-182.381,218.807,87.5816,-230.051,279.74,90.5181,-265.969,352.101,2.26218,-324.115,302.248,55.5157,-311.342,355.645,146.393,-306.319,378.521,181.742,-296.884,396.812,215.443,-271.511,371.589,229.415,-277.739,353.411,193.229,-287.438,333.05,159.836,-227.559,520.842,374.068,-169.692,430.061,349.133,-209.683,451.666,367.545,-63.3693,403.252,266.603,-60.7304,402.561,294.291,-16.3929,409.246,291.658,-17.9479,408.449,263.073
-109.433,144.188,101.035,-149.577,93.4014,73.1331,-284.482,233.106,74.815,-225.431,174.932,78.5899,-182.297,218.843,87.3918,-229.947,279.809,90.3263,-265.766,352.249,2.12893,-323.954,302.409,55.2798,-311.206,355.705,146.22,-306.192,378.549,181.592,-296.763,396.8,215.322,-271.394,371.582,229.245,-277.632,353.448,193.03,-287.31,333.106,159.649,-227.497,520.73,373.99,-169.605,429.974,348.987,-209.604,451.568,367.418,-63.2772,403.246,266.462,-60.6383,402.535,294.15,-16.2979,409.217,291.523,-17.8507,408.439,262.94
-109.41,144.181,100.804,-149.528,93.4545,72.7775,-284.383,233.219,74.5126,-225.356,175.006,78.2678,-182.214,218.882,87.1941,-229.844,279.883,90.1277,-265.563,352.403,1.98943,-323.795,302.574,55.0369,-311.07,355.768,146.04,-306.067,378.579,181.436,-296.643,396.788,215.196,-271.279,371.576,229.071,-277.524,353.485,192.827,-287.182,333.164,159.457,-227.434,520.617,373.911,-169.518,429.886,348.84,-209.524,451.469,367.292,-63.1858,403.239,266.319,-60.5469,402.508,294.007,-16.2037,409.186,291.386,-17.7542,408.428,262.805
-109.389,144.176,100.565,-149.479,93.511,72.4121,-284.284,233.336,74.2034,-225.282,175.082,77.9378,-182.133,218.923,86.9884,-229.741,279.959,89.9224,-265.361,352.563,1.84367,-323.637,302.742,54.7871,-310.936,355.834,145.854,-305.943,378.61,181.274,-296.525,396.779,215.063,-271.165,371.57,228.893,-277.418,353.522,192.62,-287.055,333.224,159.26,-227.371,520.504,373.832,-169.431,429.798,348.693,-209.445,451.369,367.164,-63.095,403.231,266.175,-60.456,402.479,293.862,-16.11,409.155,291.248,-17.6582,408.416,262.669
-109.369,144.173,100.319,-149.431,93.571,72.0371,-284.186,233.455,73.8874,-225.209,175.162,77.5999,-182.052,218.968,86.7749,-229.639,280.039,89.7103,-265.161,352.728,1.69164,-323.48,302.913,54.5302,-310.803,355.902,145.662,-305.819,378.644,181.107,-296.407,396.77,214.926,-271.053,371.564,228.711,-277.312,353.56,192.409,-286.928,333.285,159.057,-227.307,520.39,373.752,-169.345,429.71,348.546,-209.367,451.267,367.037,-63.0048,403.222,266.029,-60.3658,402.45,293.716,-16.017,409.122,291.108,-17.5629,408.403,262.53
-109.351,144.172,100.064,-149.384,93.6344,71.6525,-284.089,233.578,73.5647,-225.138,175.244,77.254,-181.972,219.015,86.5535,-229.538,280.121,89.4914,-264.961,352.898,1.53332,-323.324,303.086,54.2664,-310.671,355.973,145.464,-305.697,378.679,180.933,-296.291,396.764,214.782,-270.942,371.559,228.526,-277.208,353.598,192.194,-286.803,333.348,158.849,-227.244,520.276,373.672,-169.259,429.621,348.398,-209.289,451.163,366.909,-62.9152,403.212,265.882,-60.2761,402.42,293.568,-15.9247,409.088,290.967,-17.4682,408.388,262.39
-109.335,144.172,99.8029,-149.338,93.7012,71.2582,-283.992,233.705,73.2353,-225.067,175.329,76.9003,-181.893,219.065,86.3243,-229.437,280.207,89.266,-264.762,353.074,1.36871,-323.17,303.263,53.9957,-310.54,356.046,145.259,-305.576,378.716,180.755,-296.175,396.759,214.634,-270.832,371.554,228.336,-277.104,353.637,191.975,-286.678,333.413,158.635,-227.18,520.162,373.591,-169.174,429.531,348.249,-209.211,451.058,366.78,-62.8263,403.201,265.733,-60.187,402.388,293.419,-15.833,409.053,290.825,-17.3742,408.373,262.248
-109.32,144.174,99.5339,-149.293,93.7712,70.8544,-283.896,233.834,72.8993,-224.998,175.417,76.5387,-181.815,219.117,86.0874,-229.336,280.296,89.0338,-264.564,353.256,1.19776,-323.017,303.442,53.7181,-310.41,356.121,145.049,-305.456,378.755,180.57,-296.061,396.755,214.48,-270.724,371.55,228.143,-277,353.676,191.752,-286.554,333.48,158.417,-227.116,520.046,373.509,-169.089,429.441,348.101,-209.133,450.952,366.651,-62.7379,403.189,265.582,-60.0985,402.356,293.268,-15.742,409.016,290.68,-17.2808,408.357,262.105
-109.307,144.178,99.2574,-149.248,93.8446,70.4411,-283.801,233.966,72.5567,-224.93,175.508,76.1694,-181.738,219.173,85.8428,-229.236,280.388,88.7952,-264.367,353.443,1.02044,-322.865,303.624,53.4338,-310.281,356.199,144.832,-305.337,378.796,180.38,-295.948,396.753,214.32,-270.618,371.546,227.946,-276.898,353.716,191.525,-286.431,333.549,158.193,-227.051,519.931,373.427,-169.004,429.351,347.952,-209.056,450.844,366.522,-62.6502,403.176,265.431,-60.0106,402.322,293.116,-15.6516,408.979,290.535,-17.188,408.339,261.96
-109.295,144.184,98.9736,-149.205,93.9211,70.0185,-283.707,234.102,72.2077,-224.864,175.601,75.7925,-181.662,219.23,85.5906,-229.137,280.484,88.5501,-264.171,353.635,0.836729,-322.715,303.809,53.1428,-310.153,356.28,144.61,-305.219,378.838,180.184,-295.836,396.752,214.156,-270.512,371.542,227.746,-276.796,353.755,191.294,-286.309,333.619,157.964,-226.987,519.815,373.345,-168.92,429.259,347.802,-208.979,450.734,366.392,-62.5631,403.163,265.277,-59.9232,402.287,292.962,-15.5619,408.94,290.388,-17.0958,408.321,261.812
