 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-232.899224,264.220142,45.976292,-302.534807,268.961173,32.136773,-296.642304,446.065192,50.506053,-290.518592,380.594182,53.165434,-233.150122,376.163678,57.273020,-232.546683,430.408397,66.792236,-205.928842,534.827277,-10.813803,-279.625525,533.696845,26.240866,-238.999813,556.106771,131.235321,-223.137926,580.067165,163.905597,-210.385945,596.961568,208.389587,-181.482169,548.858266,217.813679,-199.192589,542.939015,174.888144,-216.823048,528.833052,140.830833,-107.523481,667.879124,336.597772,-74.153153,572.261159,301.412544,-97.345597,600.370844,340.639066,47.993718,521.395887,251.322500,48.248112,533.703083,275.003854,89.639158,538.613106,271.669204,88.492231,527.657274,247.424228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.880517,264.219574,45.986977,-302.513579,268.956317,32.140542,-296.626803,446.060545,50.506164,-290.501439,380.590574,53.167767,-233.133339,376.161557,57.276376,-232.528751,430.408292,66.788576,-205.922235,534.822095,-10.819206,-279.617303,533.689505,26.234064,-238.991784,556.097614,131.229400,-223.133244,580.059824,163.900469,-210.382155,596.955796,208.386021,-181.478761,548.852921,217.810180,-199.186610,542.931215,174.883771,-216.811818,528.824373,140.824038,-107.523942,667.878862,336.599336,-74.150735,572.260581,301.413010,-97.342979,600.369570,340.639591,47.994287,521.398215,251.319655,48.249639,533.704507,274.999441,89.639653,538.615357,271.665547,88.492418,527.660064,247.420994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.861712,264.218445,45.997220,-302.492138,268.951124,32.143657,-296.610663,446.055509,50.506127,-290.483770,380.586552,53.169791,-233.116088,376.158852,57.279471,-232.510126,430.407696,66.784562,-205.915003,534.816467,-10.824657,-279.608413,533.681734,26.227048,-238.983187,556.088043,131.223273,-223.128195,580.052182,163.895184,-210.378096,596.949855,208.382337,-181.474996,548.847478,217.806595,-199.180138,542.923197,174.879268,-216.799898,528.815362,140.817115,-107.524376,667.878792,336.600898,-74.148225,572.260207,301.413538,-97.340294,600.368497,340.640109,47.994902,521.400699,251.316826,48.251236,533.706076,274.994987,89.640187,538.617776,271.661887,88.492637,527.663019,247.417764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.842848,264.216738,46.006982,-302.470525,268.945593,32.146084,-296.593895,446.050082,50.505930,-290.465604,380.582112,53.171487,-233.098389,376.155545,57.282286,-232.490823,430.406591,66.780185,-205.907134,534.810386,-10.830152,-279.598847,533.673532,26.219818,-238.974020,556.078067,131.216943,-223.122773,580.044248,163.889741,-210.373767,596.943754,208.378532,-181.470872,548.841945,217.802923,-199.173171,542.914970,174.874638,-216.787288,528.806026,140.810068,-107.524782,667.878919,336.602454,-74.145623,572.260044,301.414127,-97.337543,600.367630,340.640620,47.995563,521.403343,251.314017,48.252905,533.707791,274.990495,89.640764,538.620367,271.658229,88.492890,527.666142,247.414541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.823971,264.214432,46.016222,-302.448784,268.939726,32.147787,-296.576510,446.044262,50.505563,-290.446962,380.577247,53.172832,-233.080262,376.151623,57.284802,-232.470858,430.404962,66.775435,-205.898616,534.803848,-10.835688,-279.588594,533.664902,26.212372,-238.964281,556.067692,131.210410,-223.116977,580.036028,163.884141,-210.369165,596.937500,208.374605,-181.466387,548.836329,217.799168,-199.165708,542.906542,174.869880,-216.773990,528.796371,140.802901,-107.525158,667.879248,336.604003,-74.142932,572.260094,301.414777,-97.334727,600.366975,340.641121,47.996273,521.406147,251.311229,48.254645,533.709656,274.985968,89.641382,538.623132,271.654576,88.493178,527.669433,247.411329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.805123,264.211512,46.024899,-302.426961,268.933525,32.148732,-296.558523,446.038051,50.505013,-290.427867,380.571956,53.173807,-233.061733,376.147071,57.287001,-232.450248,430.402794,66.770304,-205.889439,534.796848,-10.841260,-279.577649,533.655847,26.204710,-238.953971,556.056927,131.203674,-223.110803,580.027531,163.878382,-210.364289,596.931102,208.370554,-181.461543,548.830640,217.795332,-199.157750,542.897922,174.864999,-216.760009,528.786404,140.795620,-107.525502,667.879783,336.605542,-74.140152,572.260362,301.415487,-97.331850,600.366537,340.641610,47.997032,521.409114,251.308467,48.256459,533.711673,274.981411,89.642045,538.626072,271.650931,88.493503,527.672894,247.408132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.786351,264.207960,46.032972,-302.405104,268.926992,32.148883,-296.539948,446.031447,50.504268,-290.408344,380.566236,53.174392,-233.042825,376.141876,57.288863,-232.429015,430.400074,66.764785,-205.879592,534.789384,-10.846865,-279.566004,533.646371,26.196831,-238.943091,556.045782,131.196739,-223.104249,580.018768,163.872465,-210.359138,596.924571,208.366376,-181.456340,548.824886,217.791415,-199.149298,542.889119,174.859997,-216.745350,528.776132,140.788230,-107.525811,667.880528,336.607067,-74.137284,572.260852,301.416255,-97.328914,600.366322,340.642085,47.997841,521.412245,251.305733,48.258347,533.713845,274.976825,89.642754,538.629190,271.647298,88.493864,527.676526,247.404951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.767703,264.203760,46.040400,-302.383263,268.920130,32.148206,-296.520803,446.024454,50.503318,-290.388419,380.560085,53.174565,-233.023567,376.136025,57.290369,-232.407181,430.396787,66.758868,-205.869067,534.781454,-10.852498,-279.553655,533.636479,26.188737,-238.931643,556.034270,131.189605,-223.097314,580.009749,163.866389,-210.353712,596.917916,208.362070,-181.450780,548.819078,217.787422,-199.140353,542.880146,174.854875,-216.730022,528.765566,140.780737,-107.526085,667.881487,336.608578,-74.134331,572.261568,301.417080,-97.325921,600.366333,340.642544,47.998701,521.415542,251.303031,48.260310,533.716172,274.972215,89.643508,538.632487,271.643681,88.494265,527.680332,247.401791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.749227,264.198897,46.047140,-302.361488,268.912945,32.146667,-296.501108,446.017073,50.502149,-290.368120,380.553503,53.174305,-233.003987,376.129508,57.291500,-232.384769,430.392922,66.752547,-205.857857,534.773055,-10.858155,-279.540597,533.626178,26.180428,-238.919632,556.022402,131.182275,-223.089997,580.000485,163.860155,-210.348012,596.911149,208.357633,-181.444865,548.813226,217.783354,-199.130921,542.871012,174.849637,-216.714033,528.754714,140.773147,-107.526320,667.882661,336.610070,-74.131293,572.262512,301.417961,-97.322873,600.366576,340.642984,47.999614,521.419006,251.300364,48.262348,533.718657,274.967584,89.644310,538.635964,271.640083,88.494704,527.684310,247.398654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.730974,264.193356,46.053152,-302.339833,268.905441,32.144234,-296.480882,446.009309,50.500750,-290.347478,380.546489,53.173593,-232.984115,376.122313,57.292238,-232.361806,430.388465,66.745815,-205.845955,534.764188,-10.863832,-279.526829,533.615474,26.171904,-238.907062,556.010193,131.174751,-223.082300,579.990990,163.853762,-210.342037,596.904281,208.353064,-181.438601,548.807341,217.779215,-199.121005,542.861731,174.844287,-216.697396,528.743588,140.765465,-107.526517,667.884055,336.611542,-74.128173,572.263687,301.418896,-97.319775,600.367053,340.643403,48.000580,521.422637,251.297734,48.264464,533.721301,274.962935,89.645161,538.639624,271.636507,88.495185,527.688463,247.395544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.712996,264.187125,46.058394,-302.318353,268.897626,32.140874,-296.460150,446.001165,50.499109,-290.326524,380.539045,53.172408,-232.963984,376.114432,57.292563,-232.338322,430.383407,66.738667,-205.833356,534.754853,-10.869524,-279.512349,533.604377,26.163167,-238.893942,555.997658,131.167038,-223.074222,579.981278,163.847210,-210.335789,596.897325,208.348361,-181.431991,548.801433,217.775007,-199.110613,542.852315,174.838827,-216.680123,528.732200,140.757698,-107.526671,667.885670,336.612990,-74.124974,572.265095,301.419883,-97.316629,600.367768,340.643799,48.001600,521.426437,251.295145,48.266657,533.724107,274.958271,89.646062,538.643465,271.632957,88.495707,527.692789,247.392464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.695347,264.180191,46.062825,-302.297104,268.889506,32.136555,-296.438936,445.992648,50.497213,-290.305292,380.531174,53.170731,-232.943628,376.105856,57.292458,-232.314348,430.377737,66.731096,-205.820055,534.745053,-10.875228,-279.497158,533.592897,26.154217,-238.880278,555.984814,131.159138,-223.065767,579.971363,163.840502,-210.329271,596.890294,208.343522,-181.425041,548.795515,217.770733,-199.099752,542.842779,174.833262,-216.662230,528.720563,140.749854,-107.526783,667.887508,336.614411,-74.121697,572.266738,301.420920,-97.313438,600.368724,340.644169,48.002674,521.430404,251.292599,48.268927,533.727073,274.953597,89.647013,538.647489,271.629436,88.496272,527.697290,247.389416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.678080,264.172543,46.066404,-302.276144,268.881089,32.131247,-296.417267,445.983763,50.495050,-290.283818,380.522878,53.168540,-232.923083,376.096580,57.291903,-232.289915,430.371447,66.723097,-205.806051,534.734790,-10.880939,-279.481257,533.581044,26.145057,-238.866082,555.971680,131.151056,-223.056937,579.961261,163.833636,-210.322485,596.883202,208.338545,-181.417760,548.789599,217.766397,-199.088431,542.833136,174.827596,-216.643734,528.708691,140.741938,-107.526849,667.889570,336.615804,-74.118347,572.268615,301.422003,-97.310206,600.369923,340.644510,48.003804,521.434541,251.290100,48.271276,533.730202,274.948915,89.648016,538.651696,271.625948,88.496880,527.701964,247.386404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.661252,264.164171,46.069091,-302.255533,268.872385,32.124920,-296.395172,445.974520,50.492609,-290.262139,380.514163,53.165818,-232.902385,376.086598,57.290882,-232.265061,430.364528,66.714668,-205.791341,534.724067,-10.886652,-279.464650,533.568831,26.135688,-238.851364,555.958274,131.142795,-223.047736,579.950990,163.826615,-210.315434,596.876064,208.333428,-181.410153,548.783697,217.762002,-199.076661,542.823402,174.821833,-216.624655,528.696598,140.733960,-107.526869,667.891858,336.617164,-74.114924,572.270729,301.423131,-97.306937,600.371367,340.644820,48.004990,521.438846,251.287650,48.273703,533.733494,274.944229,89.649072,538.656085,271.622496,88.497533,527.706812,247.383430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-232.644919,264.155067,46.070846,-302.235331,268.863405,32.117546,-296.372682,445.964927,50.489877,-290.240295,380.505034,53.162544,-232.881574,376.075906,57.289376,-232.239823,430.356975,66.705803,-205.775926,534.712892,-10.892363,-279.447343,533.556271,26.126114,-238.836139,555.944618,131.134360,-223.038168,579.940567,163.819439,-210.308123,596.868895,208.328171,-181.402232,548.777823,217.757552,-199.064455,542.813594,174.815978,-216.605014,528.684300,140.725925,-107.526841,667.894372,336.618490,-74.111434,572.273079,301.424300,-97.303635,600.373057,340.645097,48.006233,521.443318,251.285251,48.276210,533.736950,274.939542,89.650181,538.660657,271.619082,88.498230,527.711832,247.380497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
