 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-253.957130,237.038739,36.891128,-327.762531,238.071758,22.997479,-334.856729,451.979905,63.806188,-309.757764,361.563179,56.726560,-272.419944,361.529653,44.465704,-298.650263,459.143189,61.679413,-308.816908,544.780282,-21.992242,-366.100579,522.901750,36.134220,-316.307108,570.581734,103.941089,-296.624594,592.179068,131.124412,-277.933626,608.051680,157.568488,-261.404089,571.162391,168.701093,-275.958732,555.275627,138.840713,-298.716550,533.263703,108.683484,-139.936563,719.006119,303.517537,-129.394776,603.877516,272.406604,-143.073145,645.009310,318.942843,3.386375,535.610818,222.187093,4.233989,546.619840,247.376934,47.948582,539.696640,249.740263,46.074905,526.326860,224.628740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.075886,237.105426,36.896380,-327.886940,238.108042,22.950840,-335.092843,452.020113,63.864915,-309.947941,361.595649,56.737989,-272.590504,361.591304,44.494076,-298.856185,459.161790,61.813387,-308.892226,544.908366,-22.005947,-366.231130,523.002130,36.193809,-316.411198,570.701941,103.984578,-296.693356,592.284520,131.160712,-277.986331,608.148814,157.594850,-261.493584,571.255075,168.760201,-276.097243,555.368350,138.943719,-298.928002,533.371513,108.822908,-139.912042,719.043873,303.517649,-129.431122,603.854100,272.486270,-143.052333,645.053021,318.957489,3.388560,535.632142,222.219521,4.238351,546.640726,247.409372,47.953318,539.706665,249.773928,46.074080,526.337432,224.663889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.186245,237.180720,36.909128,-328.001286,238.147243,22.908043,-335.332257,452.062591,63.925997,-310.137049,361.632062,56.753063,-272.759653,361.659318,44.527597,-299.065521,459.183577,61.951826,-308.970420,545.039248,-22.020410,-366.365804,523.104004,36.255147,-316.518657,570.824501,104.029528,-296.764747,592.391796,131.198293,-278.041215,608.247359,157.622293,-261.585671,571.348952,168.820573,-276.239012,555.462592,139.048344,-299.143655,533.481536,108.964253,-139.888241,719.081684,303.517722,-129.468504,603.830309,272.566308,-143.032211,645.096796,318.971970,3.389871,535.653574,222.251930,4.241840,546.661651,247.441823,47.957155,539.716550,249.807667,46.072325,526.347886,224.699114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.287540,237.264864,36.929698,-328.104805,238.189402,22.869335,-335.574682,452.107273,63.989465,-310.324648,361.672463,56.771936,-272.926977,361.733813,44.566450,-299.278024,459.208566,62.094738,-309.051443,545.172738,-22.035624,-366.504507,523.207173,36.318228,-316.629426,570.949256,104.075935,-296.838733,592.500747,131.237153,-278.098257,608.347175,157.650820,-261.680287,571.443886,168.882183,-276.383937,555.558218,139.154530,-299.363345,533.593627,109.107434,-139.865220,719.119498,303.517758,-129.506909,603.806140,272.646657,-143.012825,645.140577,318.986268,3.390279,535.675091,222.284282,4.244422,546.682588,247.474249,47.960060,539.726274,249.841443,46.069610,526.358203,224.734375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.379097,237.358093,36.958412,-328.196719,238.234554,22.834964,-335.819816,452.154089,64.055351,-310.510285,361.716889,56.794760,-273.092051,361.814902,44.610820,-299.493433,459.236765,62.242126,-309.135243,545.308635,-22.051583,-366.647131,523.311427,36.383043,-316.743436,571.076034,104.123795,-296.915275,592.611215,131.277289,-278.157432,608.448111,157.680434,-261.777359,571.539739,168.945006,-276.531906,555.655086,139.262220,-299.586895,533.707629,109.252365,-139.843037,719.157261,303.517755,-129.546322,603.781587,272.727255,-142.994220,645.184303,319.000366,3.389754,535.696666,222.316536,4.246067,546.703508,247.506614,47.961999,539.735818,249.875218,46.065908,526.368365,224.769634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.460230,237.460635,36.995592,-328.276242,238.282730,22.805179,-336.067342,452.202956,64.123682,-310.693496,361.765368,56.821688,-273.254437,361.902689,44.660887,-299.711475,459.268175,62.393988,-309.221759,545.446724,-22.068276,-366.793561,523.416546,36.449582,-316.860610,571.204655,104.173104,-296.994326,592.723035,131.318696,-278.218710,608.550011,157.711138,-261.876811,571.636362,169.009012,-276.682798,555.753046,139.371355,-299.814120,533.823380,109.398955,-139.821754,719.194918,303.517715,-129.586725,603.756645,272.808038,-142.976438,645.227913,319.014246,3.388271,535.718275,222.348654,4.246743,546.724384,247.538879,47.962940,539.745164,249.908954,46.061196,526.378351,224.804851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.530245,237.572710,37.041556,-328.342577,238.333957,22.780227,-336.316929,452.253783,64.194484,-310.873804,361.817923,56.852870,-273.413690,361.997269,44.716830,-299.931862,459.302788,62.550319,-309.310924,545.586778,-22.085690,-366.943669,523.522295,36.517834,-316.980866,571.334928,104.223853,-297.075834,592.836030,131.361368,-278.282057,608.652709,157.742931,-261.978556,571.733602,169.074174,-276.836488,555.851940,139.481871,-300.044823,533.940705,109.547114,-139.801428,719.232411,303.517639,-129.628098,603.731306,272.888946,-142.959524,645.271343,319.027890,3.385801,535.739888,222.380595,4.246420,546.745185,247.571005,47.962854,539.754290,249.942615,46.055447,526.388143,224.839985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.588443,237.694530,37.096617,-328.394919,238.388258,22.760357,-336.568237,452.306471,64.267784,-311.050720,361.874566,56.888455,-273.569349,362.098726,44.778824,-300.154296,459.340586,62.711109,-309.402663,545.728554,-22.103812,-367.097316,523.628432,36.587786,-317.104111,571.466651,104.276033,-297.159743,592.950017,131.405298,-278.347431,608.756035,157.775815,-262.082505,571.831296,169.140459,-276.992839,555.951604,139.593707,-300.278800,534.059420,109.696748,-139.782121,719.269683,303.517528,-129.670421,603.705564,272.969915,-142.943519,645.314528,319.041282,3.382320,535.761480,222.412319,4.245071,546.765883,247.602952,47.961709,539.763176,249.976159,46.048639,526.397721,224.874996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-254.634115,237.826298,37.161085,-328.432459,238.445648,22.745814,-336.820907,452.360910,64.343606,-311.223744,361.935300,56.928591,-273.720949,362.207136,44.847042,-300.378465,459.381545,62.876343,-309.496894,545.871799,-22.122625,-367.254355,523.734700,36.659423,-317.230247,571.599614,104.329636,-297.245987,593.064804,131.450477,-278.414789,608.859808,157.809787,-262.188558,571.929279,169.207837,-277.151708,556.051864,139.706798,-300.515833,534.179332,109.847764,-139.763890,719.306674,303.517383,-129.713671,603.679411,273.050884,-142.928464,645.357403,319.054405,3.377804,535.783021,222.443786,4.242667,546.786446,247.634682,47.959479,539.771802,250.009549,46.040751,526.407065,224.909842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
