 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-168.182937,208.848759,65.748847,-233.846308,176.166995,46.184023,-274.125537,282.996008,64.862235,-255.791132,220.373728,36.872770,-190.532984,245.917098,69.275616,-210.151318,317.568598,66.778501,-249.111148,409.445490,19.799522,-325.123990,422.436205,52.194421,-278.452569,471.964822,121.054165,-256.180109,500.621629,161.926658,-238.317779,528.309305,202.847169,-196.864011,494.519932,210.934399,-221.346505,473.445554,170.666764,-248.190370,450.282540,135.761818,-145.955382,639.401657,275.856581,-88.614552,551.704196,247.456588,-117.016289,585.915178,284.861835,6.130932,484.304928,180.089004,9.810411,502.695186,202.681031,51.715692,504.101807,198.612696,50.621289,483.372461,180.045275
-168.183427,208.859639,65.680414,-233.854053,176.177671,46.143638,-274.129376,283.005710,64.818030,-255.799123,220.383094,36.828648,-190.533087,245.926343,69.213681,-210.156340,317.578072,66.744499,-249.111151,409.445520,19.799559,-325.131210,422.444404,52.154353,-278.459504,471.963720,121.021096,-256.185169,500.615793,161.894347,-238.320448,528.297221,202.814217,-196.871202,494.502378,210.899971,-221.353756,473.435771,170.631240,-248.197960,450.278465,135.724442,-145.960098,639.377970,275.834706,-88.620548,551.680691,247.432197,-117.013085,585.889723,284.829805,6.133921,484.267503,180.077970,9.811717,502.659722,202.668822,51.717410,504.067454,198.598856,50.624707,483.338698,180.032110
-168.184780,208.870779,65.610596,-233.862914,176.188709,46.102589,-274.134124,283.015751,64.773512,-255.808139,220.392911,36.783902,-190.533944,245.935875,69.150777,-210.162153,317.587886,66.710003,-249.111155,409.445549,19.799595,-325.138719,422.453422,52.114868,-278.466629,471.963272,120.988783,-256.190362,500.610354,161.862869,-238.323253,528.285338,202.782411,-196.878581,494.484984,210.866850,-221.361352,473.426212,170.596775,-248.205994,450.274835,135.688101,-145.964151,639.354016,275.813899,-88.625986,551.656938,247.408683,-117.009265,585.863928,284.798703,6.137561,484.230093,180.067708,9.813758,502.624331,202.657356,51.719825,504.033221,198.585593,50.628751,483.304992,180.019576
-168.187017,208.882163,65.539477,-233.872906,176.200093,46.060940,-274.139804,283.026108,64.728767,-255.818197,220.403163,36.738605,-190.535574,245.945681,69.086996,-210.168782,317.598027,66.675079,-249.111158,409.445579,19.799628,-325.146520,422.463258,52.076083,-278.473936,471.963488,120.957333,-256.195678,500.605321,161.832330,-238.326187,528.273669,202.751861,-196.886132,494.467769,210.835148,-221.369290,473.416887,170.563483,-248.214474,450.271658,135.652919,-145.967502,639.329809,275.794234,-88.630827,551.632955,247.386115,-117.004797,585.837811,284.768610,6.141878,484.192741,180.058260,9.816563,502.589056,202.646677,51.722964,503.999148,198.572945,50.633447,483.271382,180.007714
-168.190159,208.893776,65.467146,-233.884042,176.211801,46.018764,-274.146439,283.036763,64.683883,-255.829308,220.413833,36.692836,-190.537997,245.955746,69.022433,-210.176248,317.608479,66.639799,-249.111161,409.445608,19.799660,-325.154615,422.473908,52.038118,-278.481419,471.964376,120.926856,-256.201109,500.600700,161.802836,-238.329241,528.262224,202.722682,-196.893839,494.450753,210.804983,-221.377562,473.407802,170.531482,-248.223399,450.268941,135.619017,-145.970116,639.305365,275.775786,-88.635035,551.608759,247.364564,-116.999653,585.811386,284.739607,6.146896,484.155489,180.049669,9.820165,502.553940,202.636827,51.726857,503.965281,198.560952,50.638819,483.237908,179.996564
-168.194222,208.905599,65.393698,-233.896333,176.223812,45.976136,-274.154049,283.047690,64.638953,-255.841483,220.424903,36.646679,-190.541229,245.966053,68.957189,-210.184576,317.619223,66.604236,-249.111164,409.445637,19.799690,-325.163005,422.485364,52.001096,-278.489071,471.965943,120.897465,-256.206647,500.596496,161.774496,-238.332407,528.251014,202.694989,-196.901686,494.433955,210.776471,-221.386160,473.398967,170.500890,-248.232768,450.266688,135.586524,-145.971956,639.280698,275.758629,-88.638570,551.584368,247.344099,-116.993802,585.784670,284.711777,6.152641,484.118381,180.041977,9.824593,502.519025,202.627849,51.731533,503.931662,198.549652,50.644892,483.204609,179.986166
-168.199222,208.917614,65.319235,-233.909785,176.236102,45.933132,-274.162652,283.058865,64.594073,-255.854731,220.436352,36.600219,-190.545288,245.976587,68.891371,-210.193787,317.630240,66.568469,-249.111166,409.445666,19.799718,-325.171691,422.497618,51.965143,-278.496883,471.968191,120.869275,-256.212281,500.592714,161.747420,-238.335674,528.240046,202.668900,-196.909652,494.417394,210.749731,-221.395076,473.390387,170.471827,-248.242577,450.264905,135.555566,-145.972984,639.255824,275.742838,-88.641395,551.559798,247.324790,-116.987212,585.757681,284.685200,6.159138,484.081461,180.035227,9.829877,502.484355,202.619786,51.737020,503.898335,198.539081,50.651688,483.171526,179.976559
-168.205174,208.929800,65.243862,-233.924404,176.248645,45.889836,-274.172265,283.070260,64.549343,-255.869058,220.448156,36.553548,-190.550186,245.987326,68.825088,-210.203900,317.641509,66.532580,-249.111168,409.445694,19.799744,-325.180673,422.510657,51.930388,-278.504846,471.971124,120.842403,-256.217999,500.589356,161.721722,-238.339031,528.229329,202.644533,-196.917716,494.401087,210.724881,-221.404299,473.382068,170.444416,-248.252825,450.263592,135.526274,-145.973165,639.230757,275.728488,-88.643469,551.535069,247.306708,-116.979853,585.730433,284.659959,6.166412,484.044771,180.029460,9.836049,502.449974,202.612680,51.743346,503.865343,198.529278,50.659233,483.138700,179.967783
-168.212089,208.942135,65.167692,-233.940191,176.261414,45.846333,-274.182903,283.081846,64.504867,-255.884467,220.460291,36.506761,-190.555936,245.998252,68.758458,-210.214935,317.653007,66.496655,-249.111170,409.445722,19.799768,-325.189951,422.524467,51.896963,-278.512951,471.974741,120.816968,-256.223791,500.586422,161.697516,-238.342466,528.218870,202.622007,-196.925859,494.385052,210.702041,-221.413818,473.374013,170.418778,-248.263504,450.262750,135.498779,-145.972462,639.205514,275.715653,-88.644755,551.510199,247.289922,-116.971694,585.702946,284.636136,6.174487,484.008357,180.024717,9.843138,502.415925,202.606572,51.750540,503.832731,198.520280,50.667550,483.106170,179.959877
-168.219976,208.954597,65.090842,-233.957146,176.274377,45.802715,-274.194578,283.093590,64.460751,-255.900959,220.472729,36.459956,-190.562548,246.009342,68.691600,-210.226909,317.664709,66.460783,-249.111172,409.445749,19.799789,-325.199523,422.539030,51.865002,-278.521186,471.979041,120.793092,-256.229643,500.583912,161.674919,-238.345966,528.208675,202.601443,-196.934055,494.369304,210.681331,-221.423620,473.366226,170.395039,-248.274609,450.262378,135.473216,-145.970838,639.180110,275.704407,-88.645211,551.485205,247.274504,-116.962703,585.675236,284.613812,6.183389,483.972262,180.021039,9.851174,502.382251,202.601504,51.758630,503.800540,198.512124,50.676663,483.073977,179.952880
-168.228841,208.967160,65.013435,-233.975262,176.287504,45.759073,-274.207302,283.105459,64.417106,-255.918530,220.485440,36.413236,-190.570030,246.020573,68.624641,-210.239837,317.676589,66.425058,-249.111173,409.445775,19.799807,-325.209386,422.554326,51.834642,-278.529540,471.984020,120.770899,-256.235542,500.581823,161.654047,-238.349518,528.198748,202.582962,-196.942281,494.353859,210.662872,-221.433690,473.358709,170.373324,-248.286132,450.262473,135.449717,-145.968258,639.154560,275.694823,-88.644799,551.460106,247.260521,-116.952849,585.647321,284.593069,6.193142,483.936529,180.018465,9.860186,502.348995,202.597515,51.767644,503.768816,198.504845,50.686595,483.042160,179.946828
-168.238689,208.979800,64.935600,-233.994531,176.300761,45.715507,-274.221082,283.117417,64.374045,-255.937175,220.498391,36.366707,-190.578387,246.031919,68.557712,-210.253734,317.688620,66.389576,-249.111174,409.445801,19.799823,-325.219537,422.570331,51.806022,-278.538000,471.989670,120.750511,-256.241472,500.580151,161.635019,-238.353105,528.189091,202.566687,-196.950511,494.338731,210.646784,-221.444013,473.351461,170.353759,-248.298064,450.263030,135.428420,-145.964685,639.128880,275.686974,-88.643479,551.434920,247.248044,-116.942101,585.619218,284.573988,6.203769,483.901201,180.017034,9.870203,502.316200,202.594646,51.777609,503.737599,198.498481,50.697371,483.010760,179.941761
-168.249521,208.992489,64.857471,-234.014942,176.314111,45.672117,-274.235924,283.129425,64.331686,-255.956885,220.511550,36.320480,-190.587624,246.043356,68.490948,-210.268612,317.700770,66.354438,-249.111174,409.445826,19.799836,-325.229972,422.587018,51.779283,-278.546551,471.995984,120.732056,-256.247420,500.578890,161.617956,-238.356713,528.179708,202.552739,-196.958716,494.323935,210.633188,-221.454571,473.344482,170.336471,-248.310394,450.264043,135.409462,-145.960083,639.103083,275.680932,-88.641211,551.409666,247.237142,-116.930426,585.590946,284.556648,6.215295,483.866322,180.016784,9.881255,502.283908,202.592935,51.788552,503.706934,198.493066,50.709013,482.979816,179.937714
-168.261336,209.005198,64.779186,-234.036478,176.327516,45.629007,-274.251831,283.141443,64.290147,-255.977647,220.524878,36.274667,-190.597740,246.054854,68.424488,-210.284481,317.713008,66.319747,-249.111174,409.445850,19.799846,-325.240686,422.604358,51.754568,-278.555180,472.002949,120.715662,-256.253367,500.578032,161.602977,-238.360323,528.170598,202.541242,-196.966869,494.309482,210.622204,-221.465346,473.337770,170.321588,-248.323109,450.265503,135.392979,-145.954418,639.077187,275.676769,-88.637954,551.384362,247.227881,-116.917793,585.562522,284.541131,6.227743,483.831935,180.017754,9.893369,502.252161,202.592421,51.800500,503.676861,198.488633,50.721544,482.949366,179.934724
-168.274128,209.017898,64.700890,-234.059120,176.340936,45.586286,-274.268804,283.153428,64.249553,-255.999447,220.538337,36.229386,-190.608734,246.066384,68.358477,-210.301349,317.725299,66.285612,-249.111174,409.445872,19.799853,-325.251672,422.622317,51.732022,-278.563869,472.010552,120.701455,-256.259296,500.577566,161.590204,-238.363917,528.161761,202.532317,-196.974939,494.295383,210.613952,-221.476317,473.331320,170.309237,-248.336195,450.267399,135.379111,-145.947655,639.051204,275.674555,-88.633669,551.359026,247.220330,-116.904171,585.533963,284.527514,6.241136,483.798081,180.019978,9.906573,502.221001,202.593139,51.813479,503.647423,198.485218,50.734986,482.919449,179.932825
-168.287890,209.030556,64.622732,-234.082843,176.354329,45.544066,-274.286840,283.165335,64.210028,-256.022264,220.551884,36.184758,-190.620602,246.077915,68.293064,-210.319221,317.737610,66.252142,-249.111173,409.445894,19.799856,-325.262923,422.640859,51.711791,-278.572602,472.018776,120.689567,-256.265188,500.577480,161.579760,-238.367477,528.153192,202.526087,-196.982893,494.281650,210.608550,-221.487462,473.325127,170.299546,-248.349637,450.269718,135.367995,-145.939760,639.025150,275.674358,-88.628315,551.333677,247.214555,-116.889527,585.505288,284.515875,6.255496,483.764801,180.023492,9.920895,502.190469,202.595127,51.827515,503.618659,198.482852,50.749362,482.890104,179.932052
-168.302611,209.043142,64.544868,-234.107620,176.367649,45.502461,-274.305935,283.177115,64.171702,-256.046076,220.565477,36.140907,-190.633335,246.089415,68.228402,-210.338102,317.749901,66.219452,-249.111172,409.445914,19.799856,-325.274430,422.659944,51.694022,-278.581361,472.027603,120.680127,-256.271024,500.577760,161.571766,-238.370980,528.144889,202.522674,-196.990699,494.268289,210.606117,-221.498757,473.319184,170.292641,-248.363417,450.272446,135.359771,-145.930699,638.999039,275.676246,-88.621853,551.308332,247.210620,-116.873831,585.476514,284.506290,6.270847,483.732138,180.028331,9.936361,502.160603,202.598419,51.842633,503.590610,198.481567,50.764694,482.861366,179.932439
