 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-112.816,312.051,28.1712,-178.047,299.643,19.3665,-220.875,452.089,55.0922,-183.645,367.36,43.3102,-133.68,375.508,41.074,-167.535,466.337,68.9509,,,,-243.434,557.007,33.0717,-221.163,645.542,137.594,-206.425,679.854,189.65,-197.161,710.121,243.431,-162.451,663.98,255.786,-181.984,640.625,209.765,-197.811,616.739,162.049,-142.507,780.98,293.336,-96.3972,693.427,295.596,-127.934,733.16,311.786,36.1493,648.191,260.839,38.7208,660.589,284.925,79.6122,658.938,277.798,71.3016,646.262,255.866
-112.815,312.054,28.1681,-178.047,299.636,19.3682,-220.892,452.082,55.0813,-183.652,367.355,43.3066,-133.688,375.509,41.0728,-167.555,466.337,68.9379,,,,-243.46,556.995,33.0558,-221.175,645.533,137.567,-206.443,679.834,189.63,-197.175,710.095,243.416,-162.467,663.952,255.77,-182.007,640.601,209.748,-197.84,616.722,162.029,-142.515,780.953,293.322,-96.4008,693.408,295.577,-127.941,733.134,311.771,36.1384,648.17,260.839,38.7118,660.573,284.923,79.6016,658.921,277.796,71.2907,646.243,255.865
-112.815,312.057,28.1651,-178.048,299.63,19.3699,-220.909,452.074,55.0702,-183.658,367.35,43.3029,-133.696,375.509,41.0717,-167.575,466.336,68.925,,,,-243.487,556.983,33.0397,-221.188,645.524,137.54,-206.46,679.814,189.61,-197.188,710.07,243.401,-162.484,663.924,255.753,-182.03,640.577,209.732,-197.868,616.706,162.009,-142.522,780.927,293.308,-96.4045,693.389,295.559,-127.949,733.109,311.757,36.1274,648.15,260.839,38.7027,660.558,284.922,79.5909,658.904,277.794,71.2798,646.224,255.864
-112.815,312.059,28.162,-178.048,299.624,19.3716,-220.926,452.067,55.0591,-183.665,367.346,43.2991,-133.703,375.51,41.0704,-167.594,466.336,68.9119,,,,-243.513,556.972,33.0233,-221.2,645.515,137.513,-206.478,679.794,189.59,-197.201,710.044,243.386,-162.499,663.897,255.737,-182.052,640.553,209.715,-197.895,616.69,161.988,-142.53,780.902,293.294,-96.4085,693.371,295.54,-127.957,733.084,311.743,36.1163,648.13,260.839,38.6935,660.543,284.92,79.5802,658.888,277.792,71.2688,646.204,255.863
-112.815,312.062,28.159,-178.049,299.617,19.3733,-220.943,452.06,55.0478,-183.671,367.341,43.2953,-133.71,375.511,41.0691,-167.614,466.335,68.8988,,,,-243.538,556.961,33.0067,-221.213,645.507,137.486,-206.495,679.775,189.57,-197.214,710.02,243.37,-162.515,663.87,255.721,-182.074,640.53,209.698,-197.922,616.674,161.968,-142.538,780.877,293.28,-96.4126,693.353,295.521,-127.965,733.06,311.729,36.1052,648.11,260.839,38.6842,660.527,284.918,79.5694,658.871,277.789,71.2577,646.186,255.863
-112.814,312.065,28.156,-178.05,299.612,19.375,-220.959,452.054,55.0363,-183.677,367.337,43.2913,-133.717,375.512,41.0678,-167.633,466.335,68.8856,,,,-243.563,556.95,32.9898,-221.225,645.498,137.459,-206.511,679.755,189.551,-197.227,709.996,243.355,-162.531,663.844,255.704,-182.095,640.507,209.681,-197.948,616.658,161.948,-142.545,780.852,293.267,-96.417,693.335,295.503,-127.974,733.037,311.715,36.094,648.09,260.839,38.6747,660.512,284.916,79.5586,658.855,277.787,71.2466,646.167,255.862
-112.814,312.068,28.153,-178.051,299.606,19.3768,-220.975,452.047,55.0248,-183.683,367.334,43.2874,-133.724,375.513,41.0664,-167.651,466.335,68.8723,,,,-243.587,556.939,32.9727,-221.237,645.489,137.433,-206.528,679.737,189.531,-197.24,709.972,243.34,-162.546,663.819,255.687,-182.116,640.485,209.664,-197.974,616.643,161.928,-142.553,780.828,293.253,-96.4215,693.318,295.485,-127.982,733.014,311.702,36.0828,648.07,260.839,38.6651,660.497,284.914,79.5476,658.839,277.785,71.2355,646.148,255.861
-112.814,312.071,28.15,-178.051,299.601,19.3786,-220.99,452.041,55.0131,-183.689,367.33,43.2834,-133.73,375.514,41.065,-167.67,466.335,68.859,,,,-243.611,556.929,32.9553,-221.249,645.481,137.406,-206.544,679.718,189.511,-197.253,709.949,243.325,-162.561,663.794,255.671,-182.136,640.464,209.647,-197.999,616.627,161.908,-142.561,780.805,293.239,-96.4263,693.302,295.467,-127.991,732.991,311.688,36.0715,648.051,260.839,38.6554,660.482,284.912,79.5366,658.823,277.783,71.2242,646.13,255.86
-112.814,312.073,28.147,-178.053,299.596,19.3804,-221.006,452.034,55.0013,-183.694,367.327,43.2793,-133.737,375.515,41.0635,-167.688,466.335,68.8457,,,,-243.635,556.919,32.9377,-221.261,645.472,137.38,-206.56,679.7,189.492,-197.265,709.926,243.309,-162.575,663.769,255.654,-182.156,640.443,209.63,-198.024,616.612,161.887,-142.57,780.782,293.226,-96.4312,693.285,295.449,-128,732.969,311.675,36.0601,648.032,260.839,38.6455,660.467,284.911,79.5256,658.807,277.782,71.2129,646.112,255.859
