 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-236.051,258.705,45.9825,-304.884,265.445,30.2487,-294.93,442.292,48.7811,-289.846,376.707,51.6971,-232.843,370.84,56.3832,-231.109,425.956,64.7784,,,,-277.279,529.404,22.0069,-238.74,555.054,125.852,-223.45,579.326,157.528,-211.59,596.957,201.77,-182.48,549.449,213.459,-200.696,541.887,171.064,-217.479,527.385,136.742,-110.94,669.176,335.157,-75.7416,573.999,301.692,-100.021,602.213,339.771,51.3246,525.069,260.339,51.5838,539.416,282.684,92.9125,544.825,278.704,91.4829,532.364,255.445,,,,,,
-236.053,258.704,45.9821,-304.886,265.444,30.2491,-294.929,442.294,48.7773,-289.846,376.708,51.696,-232.843,370.84,56.3844,-231.108,425.958,64.7764,,,,-277.278,529.403,21.9995,-238.737,555.049,125.843,-223.449,579.325,157.519,-211.59,596.96,201.761,-182.49,549.448,213.454,-200.698,541.884,171.057,-217.477,527.379,136.734,-110.948,669.16,335.149,-75.7361,573.988,301.677,-100.023,602.197,339.76,51.3241,525.062,260.311,51.5813,539.407,282.658,92.909,544.817,278.682,91.4821,532.362,255.42,,,,,,
-236.055,258.703,45.9816,-304.888,265.444,30.2494,-294.927,442.295,48.7733,-289.845,376.709,51.6947,-232.844,370.841,56.3855,-231.108,425.96,64.7743,,,,-277.276,529.402,21.9919,-238.735,555.044,125.833,-223.448,579.324,157.51,-211.591,596.963,201.752,-182.5,549.447,213.45,-200.701,541.881,171.05,-217.475,527.374,136.725,-110.955,669.144,335.142,-75.7305,573.976,301.661,-100.024,602.181,339.749,51.3237,525.056,260.283,51.579,539.398,282.633,92.9057,544.809,278.661,91.4813,532.36,255.395,,,,,,
-236.057,258.703,45.9812,-304.89,265.443,30.2496,-294.925,442.297,48.7692,-289.845,376.71,51.6934,-232.844,370.842,56.3864,-231.107,425.962,64.7718,,,,-277.275,529.401,21.9842,-238.733,555.04,125.824,-223.447,579.322,157.5,-211.591,596.966,201.742,-182.509,549.446,213.445,-200.703,541.878,171.043,-217.473,527.368,136.717,-110.961,669.129,335.134,-75.7248,573.966,301.646,-100.025,602.165,339.738,51.3234,525.051,260.256,51.5768,539.389,282.608,92.9025,544.802,278.64,91.4807,532.359,255.37,,,,,,
-236.059,258.702,45.9809,-304.892,265.443,30.2497,-294.924,442.298,48.765,-289.845,376.711,51.6918,-232.844,370.842,56.3872,-231.107,425.964,64.769,,,,-277.273,529.4,21.9764,-238.731,555.036,125.814,-223.446,579.321,157.491,-211.592,596.968,201.733,-182.519,549.445,213.44,-200.706,541.875,171.036,-217.472,527.363,136.709,-110.968,669.114,335.127,-75.7192,573.955,301.631,-100.026,602.15,339.726,51.3233,525.046,260.229,51.5748,539.381,282.583,92.8995,544.795,278.619,91.4802,532.358,255.346,,,,,,
-236.062,258.702,45.9806,-304.894,265.442,30.2498,-294.922,442.299,48.7607,-289.844,376.712,51.6902,-232.844,370.843,56.3879,-231.107,425.966,64.766,,,,-277.272,529.399,21.9685,-238.729,555.032,125.805,-223.446,579.32,157.483,-211.593,596.971,201.724,-182.528,549.444,213.435,-200.708,541.872,171.028,-217.471,527.358,136.701,-110.975,669.099,335.119,-75.7136,573.945,301.616,-100.027,602.135,339.715,51.3232,525.041,260.202,51.5728,539.373,282.559,92.8966,544.788,278.598,91.4798,532.357,255.322,,,,,,
-236.064,258.702,45.9803,-304.896,265.442,30.2497,-294.921,442.3,48.7563,-289.844,376.712,51.6884,-232.844,370.843,56.3885,-231.106,425.968,64.7627,,,,-277.271,529.398,21.9605,-238.728,555.028,125.796,-223.445,579.319,157.474,-211.594,596.974,201.715,-182.537,549.443,213.43,-200.711,541.87,171.021,-217.47,527.353,136.693,-110.981,669.085,335.112,-75.708,573.934,301.601,-100.028,602.121,339.704,51.3232,525.036,260.175,51.571,539.366,282.534,92.8938,544.782,278.578,91.4794,532.357,255.298,,,,,,
-236.066,258.701,45.9801,-304.898,265.441,30.2496,-294.92,442.301,48.7518,-289.844,376.713,51.6865,-232.845,370.844,56.3889,-231.106,425.97,64.7591,,,,-277.27,529.397,21.9523,-238.727,555.025,125.787,-223.445,579.319,157.465,-211.594,596.976,201.705,-182.545,549.443,213.425,-200.714,541.867,171.014,-217.469,527.349,136.685,-110.987,669.07,335.104,-75.7024,573.925,301.586,-100.029,602.106,339.693,51.3234,525.032,260.149,51.5693,539.359,282.511,92.8912,544.776,278.558,91.4792,532.357,255.274,,,,,,
-236.068,258.701,45.9799,-304.9,265.441,30.2494,-294.918,442.302,48.7472,-289.843,376.714,51.6845,-232.845,370.844,56.3891,-231.106,425.972,64.7552,,,,-277.269,529.395,21.9441,-238.726,555.021,125.778,-223.445,579.318,157.456,-211.595,596.979,201.696,-182.553,549.442,213.42,-200.717,541.865,171.007,-217.469,527.344,136.677,-110.993,669.056,335.097,-75.6967,573.915,301.572,-100.029,602.093,339.682,51.3236,525.028,260.123,51.5677,539.352,282.487,92.8887,544.77,278.537,91.4791,532.357,255.25,,,,,,
-236.07,258.701,45.9798,-304.902,265.44,30.2492,-294.917,442.303,48.7424,-289.843,376.715,51.6823,-232.845,370.845,56.3893,-231.105,425.973,64.7511,,,,-277.268,529.394,21.9357,-238.726,555.018,125.77,-223.445,579.317,157.448,-211.596,596.981,201.688,-182.562,549.441,213.414,-200.72,541.863,171,-217.469,527.34,136.67,-110.999,669.043,335.09,-75.6911,573.906,301.557,-100.03,602.079,339.671,51.3239,525.025,260.097,51.5663,539.346,282.464,92.8864,544.765,278.518,91.4791,532.358,255.227,,,,,,
-236.072,258.701,45.9796,-304.904,265.44,30.2488,-294.916,442.304,48.7375,-289.843,376.716,51.68,-232.845,370.845,56.3893,-231.105,425.975,64.7466,,,,-277.267,529.393,21.9272,-238.726,555.016,125.761,-223.445,579.317,157.439,-211.597,596.984,201.679,-182.57,549.44,213.408,-200.723,541.861,170.993,-217.47,527.336,136.662,-111.005,669.03,335.082,-75.6855,573.897,301.543,-100.03,602.066,339.66,51.3244,525.021,260.072,51.565,539.34,282.441,92.8842,544.76,278.498,91.4792,532.359,255.204,,,,,,
-236.074,258.701,45.9796,-304.906,265.44,30.2484,-294.915,442.305,48.7326,-289.843,376.716,51.6775,-232.845,370.845,56.3892,-231.105,425.977,64.742,,,,-277.266,529.391,21.9186,-238.726,555.013,125.753,-223.446,579.317,157.431,-211.598,596.986,201.67,-182.577,549.439,213.402,-200.727,541.859,170.986,-217.471,527.332,136.654,-111.011,669.017,335.075,-75.6798,573.889,301.528,-100.031,602.053,339.649,51.3249,525.019,260.047,51.5638,539.334,282.418,92.8821,544.756,278.478,91.4794,532.36,255.181,,,,,,
-236.076,258.701,45.9795,-304.907,265.44,30.2479,-294.914,442.306,48.7275,-289.842,376.717,51.675,-232.846,370.846,56.3889,-231.105,425.979,64.737,,,,-277.265,529.39,21.9099,-238.726,555.011,125.745,-223.446,579.316,157.423,-211.599,596.988,201.661,-182.585,549.438,213.396,-200.73,541.857,170.979,-217.472,527.328,136.646,-111.016,669.004,335.067,-75.6742,573.88,301.514,-100.031,602.041,339.638,51.3255,525.016,260.022,51.5627,539.329,282.395,92.8802,544.752,278.459,91.4797,532.361,255.158,,,,,,
-236.078,258.701,45.9795,-304.909,265.44,30.2473,-294.913,442.307,48.7223,-289.842,376.718,51.6722,-232.846,370.846,56.3885,-231.105,425.981,64.7318,,,,-277.264,529.388,21.9012,-238.727,555.009,125.737,-223.447,579.316,157.415,-211.6,596.99,201.653,-182.592,549.437,213.39,-200.733,541.856,170.972,-217.473,527.325,136.639,-111.021,668.992,335.06,-75.6685,573.872,301.5,-100.031,602.029,339.627,51.3263,525.014,259.997,51.5618,539.324,282.373,92.8784,544.748,278.44,91.4801,532.363,255.136,,,,,,
-236.08,258.701,45.9796,-304.911,265.44,30.2466,-294.912,442.308,48.7171,-289.842,376.718,51.6694,-232.846,370.846,56.388,-231.105,425.983,64.7263,,,,-277.264,529.387,21.8923,-238.728,555.007,125.729,-223.448,579.316,157.407,-211.602,596.992,201.644,-182.599,549.436,213.384,-200.737,541.854,170.965,-217.475,527.322,136.631,-111.026,668.98,335.053,-75.6628,573.865,301.486,-100.031,602.017,339.616,51.3271,525.013,259.973,51.561,539.32,282.351,92.8767,544.745,278.421,91.4806,532.365,255.114,,,,,,
-236.082,258.701,45.9796,-304.913,265.44,30.2459,-294.912,442.308,48.7117,-289.842,376.719,51.6664,-232.846,370.846,56.3873,-231.105,425.984,64.7206,,,,-277.263,529.385,21.8833,-238.729,555.005,125.721,-223.449,579.316,157.399,-211.603,596.994,201.636,-182.606,549.435,213.378,-200.741,541.853,170.958,-217.477,527.319,136.624,-111.031,668.968,335.046,-75.6571,573.857,301.472,-100.031,602.006,339.605,51.3281,525.011,259.949,51.5603,539.316,282.329,92.8752,544.742,278.402,91.4812,532.368,255.092,,,,,,
-236.084,258.701,45.9797,-304.914,265.44,30.245,-294.911,442.309,48.7062,-289.842,376.719,51.6633,-232.847,370.847,56.3865,-231.105,425.986,64.7146,,,,-277.263,529.384,21.8742,-238.731,555.004,125.714,-223.45,579.316,157.391,-211.604,596.996,201.627,-182.612,549.435,213.371,-200.744,541.851,170.951,-217.479,527.316,136.616,-111.036,668.957,335.038,-75.6515,573.85,301.458,-100.031,601.995,339.595,51.3291,525.01,259.925,51.5597,539.312,282.308,92.8739,544.739,278.384,91.4819,532.371,255.07,,,,,,
