 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-83.6879,342.809,17.1511,-150.154,334.383,34.9349,-167.652,425.777,44.6842,-156.403,380.975,35.9932,-110.427,386.821,53.5332,-127.085,451.556,62.7626,,,,-191.355,579.999,41.5614,-127.519,639.037,136.953,-109.283,665.15,166.485,-92.7506,691.053,199.369,-70.2512,662.145,206.645,-86.9661,638.924,169.178,-104.633,616.771,139.358,-13.6478,773.131,251.703,6.76708,675.135,226.603,-9.46842,719.106,268.173,110.984,647.81,191.029,114.502,653.503,220.682,157.563,654.686,217.547,155.572,649.252,188.358
-83.6959,342.827,17.1198,-150.135,334.42,34.9575,-167.623,425.843,44.693,-156.387,381.02,35.9917,-110.401,386.857,53.507,-127.049,451.598,62.7344,,,,-191.337,580.033,41.5192,-127.467,638.98,136.926,-109.225,665.072,166.462,-92.7123,690.989,199.333,-70.2032,662.09,206.596,-86.8625,638.864,169.084,-104.532,616.748,139.259,-13.6498,773.134,251.658,6.79153,675.149,226.562,-9.46221,719.102,268.119,111.038,647.814,191.019,114.546,653.496,220.671,157.616,654.689,217.552,155.626,649.257,188.36
-83.7044,342.843,17.0867,-150.118,334.453,34.9749,-167.597,425.903,44.6981,-156.373,381.06,35.9874,-110.376,386.89,53.4797,-127.014,451.637,62.7053,,,,-191.32,580.064,41.4813,-127.417,638.926,136.9,-109.171,664.999,166.439,-92.6781,690.932,199.298,-70.1622,662.041,206.551,-86.7672,638.808,168.998,-104.437,616.725,139.167,-13.6511,773.136,251.614,6.81333,675.16,226.525,-9.45665,719.098,268.066,111.089,647.816,191.009,114.588,653.489,220.662,157.667,654.689,217.557,155.679,649.261,188.362
-83.7133,342.857,17.0519,-150.104,334.483,34.9874,-167.573,425.957,44.6994,-156.361,381.095,35.9803,-110.352,386.92,53.4512,-126.98,451.673,62.6754,,,,-191.304,580.092,41.4478,-127.37,638.875,136.876,-109.121,664.932,166.417,-92.6478,690.883,199.263,-70.1281,661.997,206.51,-86.68,638.757,168.919,-104.348,616.703,139.083,-13.6519,773.139,251.572,6.83249,675.167,226.491,-9.45172,719.094,268.014,111.138,647.818,190.999,114.629,653.481,220.653,157.716,654.687,217.562,155.729,649.263,188.364
-83.7225,342.869,17.0155,-150.093,334.509,34.9948,-167.55,426.004,44.6969,-156.351,381.127,35.9704,-110.33,386.947,53.4217,-126.947,451.707,62.6447,,,,-191.29,580.118,41.4185,-127.325,638.828,136.854,-109.075,664.872,166.396,-92.6216,690.84,199.23,-70.101,661.959,206.474,-86.601,638.711,168.849,-104.266,616.681,139.006,-13.6521,773.143,251.532,6.84902,675.17,226.462,-9.44745,719.091,267.962,111.185,647.82,190.99,114.668,653.473,220.644,157.762,654.683,217.567,155.777,649.263,188.367
-83.7322,342.879,16.9774,-150.084,334.531,34.9971,-167.531,426.045,44.6908,-156.343,381.154,35.9578,-110.309,386.97,53.3911,-126.915,451.737,62.6131,,,,-191.278,580.14,41.3937,-127.283,638.783,136.833,-109.034,664.818,166.375,-92.5993,690.805,199.197,-70.0809,661.926,206.441,-86.5302,638.669,168.785,-104.189,616.66,138.937,-13.6517,773.146,251.493,6.86289,675.17,226.436,-9.44381,719.089,267.912,111.23,647.82,190.981,114.704,653.463,220.636,157.807,654.677,217.573,155.823,649.26,188.369
-83.7423,342.887,16.9378,-150.077,334.55,34.9945,-167.513,426.078,44.6809,-156.336,381.176,35.9425,-110.289,386.991,53.3595,-126.884,451.765,62.5809,,,,-191.267,580.16,41.3732,-127.243,638.742,136.814,-108.997,664.77,166.354,-92.581,690.776,199.165,-70.0677,661.898,206.413,-86.4676,638.632,168.73,-104.119,616.639,138.875,-13.6507,773.15,251.456,6.87413,675.167,226.413,-9.44082,719.087,267.862,111.272,647.819,190.972,114.739,653.453,220.629,157.85,654.669,217.579,155.866,649.257,188.372
-83.7527,342.893,16.8968,-150.074,334.565,34.9869,-167.497,426.106,44.6673,-156.332,381.195,35.9244,-110.27,387.008,53.327,-126.854,451.79,62.5481,,,,-191.257,580.177,41.3571,-127.206,638.704,136.797,-108.964,664.728,166.334,-92.5667,690.754,199.134,-70.0615,661.876,206.389,-86.4133,638.599,168.682,-104.056,616.619,138.821,-13.6491,773.154,251.42,6.88273,675.16,226.395,-9.43848,719.085,267.814,111.313,647.817,190.964,114.772,653.442,220.622,157.89,654.659,217.585,155.908,649.251,188.375
-83.7636,342.897,16.8547,-150.073,334.576,34.9743,-167.484,426.127,44.6501,-156.329,381.208,35.9036,-110.253,387.023,53.2938,-126.826,451.811,62.5149,,,,-191.249,580.191,41.3456,-127.172,638.669,136.782,-108.935,664.693,166.315,-92.5564,690.74,199.104,-70.0623,661.859,206.369,-86.3673,638.571,168.642,-103.999,616.599,138.775,-13.6468,773.158,251.386,6.88868,675.15,226.38,-9.43678,719.084,267.766,111.351,647.815,190.956,114.803,653.431,220.617,157.928,654.648,217.591,155.947,649.243,188.378
-83.775,342.899,16.8116,-150.075,334.583,34.9569,-167.473,426.141,44.6294,-156.329,381.218,35.8801,-110.237,387.033,53.2601,-126.799,451.83,62.4816,,,,-191.243,580.202,41.3387,-127.14,638.638,136.768,-108.911,664.664,166.296,-92.5501,690.732,199.075,-70.0699,661.848,206.353,-86.3296,638.547,168.61,-103.949,616.581,138.737,-13.644,773.163,251.354,6.892,675.136,226.369,-9.43573,719.084,267.72,111.388,647.811,190.949,114.832,653.418,220.611,157.964,654.634,217.598,155.984,649.233,188.381
-83.7867,342.899,16.7681,-150.079,334.586,34.9347,-167.464,426.148,44.6053,-156.33,381.222,35.8541,-110.223,387.041,53.2263,-126.773,451.845,62.4485,,,,-191.239,580.21,41.3366,-127.112,638.61,136.757,-108.891,664.641,166.279,-92.5478,690.731,199.047,-70.0845,661.841,206.342,-86.3004,638.528,168.586,-103.907,616.562,138.708,-13.6406,773.168,251.323,6.89269,675.119,226.361,-9.43532,719.084,267.674,111.422,647.807,190.942,114.86,653.405,220.607,157.998,654.618,217.605,156.019,649.221,188.384
-83.7989,342.896,16.7247,-150.085,334.586,34.9079,-167.458,426.149,44.5779,-156.333,381.223,35.8257,-110.211,387.045,53.1927,-126.75,451.856,62.4162,,,,-191.238,580.215,41.3394,-127.086,638.585,136.747,-108.876,664.624,166.262,-92.5495,690.737,199.019,-70.1061,661.841,206.335,-86.2798,638.514,168.57,-103.871,616.544,138.687,-13.6366,773.173,251.294,6.89075,675.098,226.358,-9.43556,719.085,267.63,111.454,647.801,190.935,114.885,653.392,220.603,158.03,654.6,217.612,156.051,649.208,188.387
-83.8113,342.891,16.6821,-150.095,334.581,34.8767,-167.454,426.143,44.5476,-156.338,381.218,35.795,-110.202,387.045,53.16,-126.73,451.863,62.3852,,,,-191.238,580.217,41.3475,-127.064,638.565,136.741,-108.865,664.614,166.246,-92.5553,690.75,198.993,-70.1345,661.845,206.332,-86.2679,638.504,168.562,-103.844,616.527,138.677,-13.632,773.179,251.267,6.88619,675.074,226.358,-9.43644,719.087,267.586,111.483,647.795,190.929,114.908,653.377,220.599,158.06,654.58,217.619,156.082,649.192,188.391
-83.824,342.883,16.6412,-150.106,334.572,34.8414,-167.453,426.13,44.5145,-156.345,381.209,35.7623,-110.195,387.041,53.1286,-126.713,451.866,62.3563,,,,-191.241,580.215,41.361,-127.046,638.548,136.737,-108.859,664.61,166.231,-92.565,690.77,198.969,-70.1698,661.855,206.334,-86.2648,638.499,168.563,-103.825,616.51,138.676,-13.6268,773.184,251.241,6.87901,675.046,226.361,-9.43797,719.088,267.544,111.511,647.788,190.923,114.929,653.362,220.597,158.087,654.558,217.626,156.11,649.175,188.394
