 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-245.919,228.796,42.246,-317.32,229.515,21.9026,-329.566,444.124,58.1508,-304.05,353.539,54.5892,-265.565,352.583,48.992,-292.6,452.139,60.2865,-285.228,535.281,-32.5438,-354.53,515.789,26.1715,-309.278,564.018,97.0859,-290.858,585.585,124.991,-274.335,601.617,152.003,-258.773,565.202,165.139,-272.052,548.356,134.982,-292.985,526.343,103.881,-138.324,716.047,306.759,-128.162,599.503,280.539,-140.422,643.544,325.198,7.1149,533.948,230.047,8.35067,545.726,254.896,52.0179,538.593,256.739,49.6703,524.416,232.104
-245.824,228.753,42.2119,-317.283,229.556,21.9389,-329.383,444.075,58.109,-303.901,353.472,54.5749,-265.447,352.543,48.9447,-292.36,452.08,60.1575,-284.984,535.193,-32.6291,-354.287,515.705,26.0261,-309.075,563.886,96.9535,-290.697,585.492,124.875,-274.195,601.555,151.893,-258.594,565.148,165.038,-271.864,548.274,134.913,-292.8,526.199,103.856,-138.244,716.124,306.679,-128.143,599.51,280.535,-140.359,643.623,325.13,7.19111,534.007,230.069,8.42599,545.789,254.915,52.0925,538.647,256.769,49.7458,524.466,232.136
-245.748,228.712,42.1769,-317.263,229.595,21.9663,-329.231,444.03,58.0671,-303.78,353.409,54.5582,-265.354,352.504,48.8994,-292.156,452.018,60.05,-284.763,535.117,-32.7065,-354.066,515.635,25.8911,-308.888,563.769,96.83,-290.547,585.412,124.767,-274.063,601.501,151.79,-258.431,565.102,164.947,-271.696,548.203,134.857,-292.643,526.07,103.844,-138.167,716.197,306.6,-128.125,599.512,280.532,-140.299,643.696,325.063,7.26498,534.063,230.091,8.49901,545.849,254.932,52.1649,538.697,256.797,49.8189,524.512,232.168
-245.692,228.674,42.1409,-317.261,229.633,21.9847,-329.112,443.991,58.0251,-303.687,353.348,54.5391,-265.284,352.468,48.8558,-291.989,451.954,59.964,-284.563,535.053,-32.776,-353.869,515.577,25.7663,-308.716,563.669,96.7155,-290.408,585.343,124.667,-273.94,601.457,151.694,-258.284,565.065,164.866,-271.548,548.142,134.813,-292.512,525.958,103.846,-138.092,716.264,306.525,-128.109,599.51,280.53,-140.24,643.763,324.996,7.33652,534.115,230.11,8.56974,545.905,254.949,52.235,538.743,256.824,49.8896,524.555,232.198
-245.657,228.637,42.1041,-317.276,229.669,21.9942,-329.024,443.955,57.9831,-303.621,353.289,54.5178,-265.237,352.433,48.8142,-291.859,451.888,59.8994,-284.387,535,-32.8375,-353.695,515.534,25.6519,-308.56,563.585,96.6101,-290.281,585.287,124.575,-273.825,601.423,151.605,-258.152,565.036,164.796,-271.419,548.092,134.782,-292.409,525.862,103.86,-138.019,716.326,306.452,-128.094,599.504,280.528,-140.183,643.825,324.931,7.40574,534.163,230.129,8.63817,545.958,254.964,52.3028,538.784,256.851,49.9579,524.594,232.226
-245.641,228.603,42.0664,-317.309,229.704,21.9946,-328.968,443.924,57.941,-303.583,353.234,54.4942,-265.215,352.401,48.7745,-291.766,451.821,59.8563,-284.232,534.959,-32.8911,-353.543,515.503,25.5479,-308.42,563.517,96.5136,-290.164,585.242,124.491,-273.719,601.398,151.523,-258.036,565.015,164.736,-271.31,548.052,134.763,-292.332,525.783,103.888,-137.95,716.383,306.382,-128.081,599.494,280.527,-140.127,643.881,324.867,7.47262,534.208,230.146,8.7043,546.007,254.979,52.3684,538.822,256.875,50.0238,524.629,232.254
-245.645,228.571,42.028,-317.359,229.738,21.9859,-328.944,443.897,57.8988,-303.573,353.181,54.4683,-265.216,352.371,48.7368,-291.71,451.751,59.8347,-284.101,534.929,-32.9367,-353.415,515.486,25.4543,-308.296,563.465,96.4261,-290.059,585.21,124.415,-273.622,601.382,151.448,-257.935,565.003,164.686,-271.221,548.023,134.757,-292.282,525.72,103.929,-137.882,716.434,306.314,-128.068,599.479,280.526,-140.074,643.931,324.804,7.53716,534.25,230.162,8.76813,546.052,254.992,52.4316,538.855,256.899,50.0874,524.66,232.28
-245.669,228.542,41.9892,-317.425,229.771,21.9679,-328.952,443.875,57.8568,-303.59,353.131,54.4403,-265.241,352.343,48.7012,-291.69,451.679,59.8346,-283.992,534.911,-32.9744,-353.31,515.483,25.3711,-308.188,563.43,96.3478,-289.965,585.189,124.347,-273.533,601.375,151.38,-257.85,564.998,164.647,-271.153,548.004,134.764,-292.26,525.674,103.983,-137.817,716.481,306.248,-128.057,599.461,280.525,-140.023,643.976,324.741,7.59938,534.288,230.177,8.82967,546.093,255.004,52.4926,538.884,256.922,50.1485,524.687,232.305
-245.714,228.517,41.9504,-317.509,229.802,21.9405,-328.992,443.858,57.8149,-303.635,353.084,54.4103,-265.289,352.318,48.668,-291.708,451.606,59.856,-283.906,534.904,-33.004,-353.229,515.493,25.2985,-308.096,563.411,96.2785,-289.882,585.181,124.287,-273.453,601.378,151.32,-257.78,565.002,164.618,-271.104,547.996,134.783,-292.264,525.644,104.05,-137.755,716.522,306.186,-128.047,599.438,280.525,-139.973,644.015,324.68,7.65926,534.323,230.19,8.8889,546.13,255.014,52.5513,538.909,256.943,50.2073,524.711,232.329
