 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-187.605280,200.579002,39.982743,-254.193536,206.411261,20.955057,-253.440047,361.316009,73.186447,-242.226914,296.679449,65.320046,-200.367764,305.301433,73.679531,-200.541960,354.160390,91.330799,-219.313988,479.748992,18.568600,-246.544344,445.097795,76.883582,-219.418719,530.795268,141.705145,-201.554823,561.813385,176.854986,-190.472717,590.622044,219.494681,-164.242487,551.179373,234.574771,-183.287462,528.833292,192.615294,-199.351121,502.254423,162.041403,-101.734577,690.445960,305.761707,-57.331057,581.014844,282.664319,-91.601488,628.810420,310.966887,30.915039,531.407940,230.751739,30.024600,541.390479,257.655871,72.812147,540.266110,258.422561,74.695178,531.407157,232.154685
-187.606499,200.576215,39.975424,-254.202411,206.409590,20.951207,-253.460716,361.317476,73.178613,-242.240909,296.676044,65.314732,-200.379264,305.297754,73.676244,-200.554849,354.156107,91.328127,-219.313982,479.749002,18.568596,-246.560147,445.100550,76.880138,-219.434678,530.805374,141.705487,-201.565999,561.824742,176.854476,-190.477927,590.622323,219.495371,-164.251321,551.169868,234.566685,-183.310827,528.839310,192.612903,-199.375515,502.263168,162.041222,-101.749663,690.429926,305.767342,-57.336196,580.993694,282.691476,-91.610394,628.792504,310.981125,30.916093,531.396436,230.755689,30.025514,541.381681,257.658945,72.812922,540.258989,258.427051,74.697348,531.399112,232.159018
-187.607773,200.573442,39.968129,-254.211318,206.407924,20.947344,-253.481427,361.318982,73.170750,-242.254964,296.672672,65.309400,-200.390844,305.294109,73.672966,-200.567827,354.151864,91.325448,-219.313976,479.749012,18.568591,-246.576010,445.103341,76.876647,-219.450666,530.815517,141.705773,-201.577184,561.836098,176.853920,-190.483135,590.622579,219.496017,-164.260139,551.160344,234.558562,-183.334186,528.845314,192.610473,-199.399929,502.271926,162.040985,-101.764738,690.413898,305.772975,-57.341324,580.972560,282.718602,-91.619292,628.774594,310.995349,30.917147,531.384932,230.759622,30.026427,541.372878,257.662005,72.813698,540.251861,258.431523,74.699517,531.391067,232.163332
-187.609154,200.570725,39.960941,-254.220231,206.406274,20.943490,-253.502113,361.320561,73.162876,-242.269066,296.669389,65.304067,-200.402521,305.290561,73.669728,-200.580917,354.147732,91.322774,-219.313970,479.749024,18.568586,-246.591922,445.106194,76.873077,-219.466632,530.825665,141.705944,-201.588327,561.847382,176.853273,-190.488314,590.622778,219.496566,-164.268879,551.150819,234.550392,-183.357407,528.851245,192.607970,-199.424251,502.280655,162.040628,-101.779716,690.397954,305.778575,-57.346403,580.951557,282.745533,-91.628134,628.756781,311.009477,30.918195,531.373483,230.763498,30.027333,541.364105,257.665017,72.814472,540.244752,258.435938,74.701674,531.383056,232.167585
-187.610698,200.568102,39.953945,-254.229128,206.404656,20.939665,-253.522709,361.322249,73.155005,-242.283204,296.666255,65.298749,-200.414322,305.287174,73.666563,-200.594149,354.143784,91.320115,-219.313964,479.749037,18.568581,-246.607878,445.109134,76.869395,-219.482529,530.835790,141.705940,-201.599381,561.858528,176.852490,-190.493437,590.622880,219.496961,-164.277478,551.141307,234.542164,-183.380364,528.857045,192.605359,-199.448375,502.289316,162.040090,-101.794520,690.382167,305.784111,-57.351398,580.930792,282.772116,-91.636873,628.739147,311.023431,30.919233,531.362140,230.767278,30.028229,541.355393,257.667949,72.815244,540.237685,258.440254,74.703809,531.375112,232.171734
-187.612459,200.565613,39.947221,-254.237990,206.403080,20.935886,-253.543162,361.324083,73.147148,-242.297373,296.663326,65.293461,-200.426277,305.284010,73.663505,-200.607558,354.140094,91.317480,-219.313959,479.749051,18.568576,-246.623880,445.112189,76.865566,-219.498320,530.845869,141.705701,-201.610304,561.869470,176.851523,-190.498481,590.622846,219.497146,-164.285879,551.131815,234.533860,-183.402942,528.862656,192.602601,-199.472207,502.297871,162.039303,-101.809075,690.366602,305.789556,-57.356273,580.910362,282.798205,-91.645466,628.721767,311.037138,30.920256,531.350946,230.770923,30.029110,541.346770,257.670768,72.816012,540.230677,258.444434,74.705912,531.367265,232.175741
-187.614493,200.563296,39.940850,-254.246798,206.401561,20.932172,-253.563426,361.326102,73.139313,-242.311576,296.660659,65.288214,-200.438418,305.281129,73.660584,-200.621185,354.136731,91.314878,-219.313954,479.749064,18.568572,-246.639937,445.115387,76.861553,-219.513969,530.855877,141.705168,-201.621057,561.880148,176.850326,-190.503423,590.622638,219.497067,-164.294029,551.122347,234.525460,-183.425032,528.868024,192.599658,-199.495659,502.306286,162.038205,-101.823314,690.351319,305.794887,-57.360998,580.890357,282.823669,-91.653873,628.704709,311.050533,30.921260,531.339941,230.774397,30.029970,541.338260,257.673443,72.816774,540.223745,258.448440,74.707974,531.359538,232.179567
-187.616852,200.561188,39.934907,-254.255538,206.400109,20.928540,-253.583460,361.328342,73.131508,-242.325814,296.658308,65.283021,-200.450779,305.278591,73.657829,-200.635068,354.133764,91.312316,-219.313951,479.749077,18.568567,-246.656062,445.118757,76.857322,-219.529450,530.865796,141.704285,-201.631608,561.890507,176.848854,-190.508243,590.622216,219.496668,-164.301876,551.112903,234.516943,-183.446538,528.873097,192.596493,-199.518653,502.314528,162.036732,-101.837179,690.336367,305.800081,-57.365541,580.870857,282.848388,-91.662058,628.688031,311.063556,30.922241,531.329161,230.777665,30.030808,541.329881,257.675947,72.817530,540.216901,258.452240,74.709989,531.351953,232.183175
-187.619587,200.559324,39.929465,-254.264196,206.398736,20.925007,-253.603229,361.330838,73.123737,-242.340091,296.656322,65.277892,-200.463395,305.276450,73.655267,-200.649250,354.131257,91.309800,-219.313948,479.749090,18.568563,-246.672270,445.122323,76.852837,-219.544738,530.875608,141.702997,-201.641927,561.900495,176.847064,-190.512925,590.621544,219.495901,-164.309377,551.103480,234.508286,-183.467373,528.877824,192.593069,-199.541122,502.322568,162.034826,-101.850618,690.321791,305.805118,-57.369878,580.851930,282.872257,-91.669993,628.671784,311.076156,30.923197,531.318635,230.780695,30.031619,541.321651,257.678252,72.818278,540.210156,258.455801,74.711949,531.344528,232.186535
