 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-154.796942,202.750053,41.268501,-219.266189,190.064049,31.400260,-261.384189,354.745974,47.203066,-243.130815,274.529749,37.211777,-201.616160,286.448866,60.040809,-217.721454,365.554712,78.885155,-208.973322,472.585704,-4.937273,-270.912987,450.468461,48.211828,-253.810438,530.492678,106.757453,-241.267126,568.249889,158.592064,-227.874732,601.389557,214.246917,-203.967696,563.172721,226.350662,-220.387885,538.755357,173.665625,-237.804752,500.186259,128.249865,-177.028498,676.847831,297.539369,-112.088627,581.306596,266.096270,-162.437729,630.305299,304.320267,14.072390,571.501269,240.718318,13.809743,589.806087,263.163849,51.406726,584.667840,259.291823,50.811744,570.280098,241.345546
-154.809184,202.752721,41.274976,-219.267123,190.073103,31.394059,-261.370394,354.753927,47.203248,-243.121749,274.539328,37.206281,-201.608397,286.460495,60.028193,-217.692406,365.586595,78.851451,-209.006115,472.596060,-4.966449,-270.932705,450.472155,48.201141,-253.845316,530.480743,106.760292,-241.297959,568.228779,158.598767,-227.883267,601.369078,214.233957,-203.972484,563.147378,226.326891,-220.372728,538.728450,173.644922,-237.768758,500.159834,128.220294,-177.033119,676.848102,297.518609,-112.091786,581.326704,266.056186,-162.447689,630.301012,304.303569,14.077208,571.506593,240.712995,13.813447,589.807053,263.161288,51.412039,584.669363,259.291864,50.817356,570.283492,241.344998
-154.821236,202.755476,41.281283,-219.267807,190.082275,31.387861,-261.356422,354.761853,47.203549,-243.112441,274.548946,37.200878,-201.600295,286.472193,60.015484,-217.662983,365.618557,78.817651,-209.038957,472.606455,-4.995579,-270.952381,450.475813,48.190569,-253.880190,530.468723,106.763288,-241.328737,568.207643,158.605546,-227.891850,601.348674,214.221091,-203.977455,563.122067,226.303372,-220.357591,538.701566,173.624310,-237.732708,500.133354,128.190852,-177.037637,676.848309,297.497936,-112.094825,581.346579,266.016296,-162.457532,630.296676,304.286959,14.082069,571.511881,240.707696,13.817204,589.807989,263.158745,51.417396,584.670837,259.291909,50.822997,570.286843,241.344439
-154.832718,202.758375,41.287170,-219.267970,190.091534,31.381781,-261.342217,354.769636,47.204085,-243.102726,274.558530,37.195733,-201.591587,286.483900,60.002740,-217.633117,365.650327,78.784009,-209.071583,472.616806,-5.024346,-270.971778,450.479340,48.180311,-253.914715,530.456633,106.766552,-241.359148,568.186613,158.612423,-227.900488,601.328555,214.208507,-203.982798,563.096973,226.280539,-220.342591,538.674904,173.604034,-237.696856,500.106966,128.161927,-177.041898,676.848370,297.477563,-112.097577,581.365816,265.977057,-162.467062,630.292252,304.270634,14.087006,571.517061,240.702476,13.821065,589.808851,263.156254,51.422828,584.672189,259.291962,50.828677,570.290076,241.343862
-154.843234,202.761483,41.292381,-219.267330,190.100848,31.375941,-261.327715,354.777158,47.204974,-243.092429,274.568007,37.191015,-201.581990,286.495561,59.990018,-217.602730,365.681634,78.750779,-209.103727,472.627031,-5.052432,-270.990656,450.482640,48.170568,-253.948544,530.444480,106.770198,-241.388879,568.165818,158.619425,-227.909192,601.308931,214.196394,-203.988713,563.072275,226.258833,-220.327844,538.648658,173.584340,-237.661453,500.080812,128.133910,-177.045742,676.848201,297.457700,-112.099872,581.384006,265.938927,-162.476082,630.287693,304.254788,14.092055,571.522059,240.697388,13.825083,589.809593,263.153849,51.428371,584.673347,259.292028,50.834410,570.293118,241.343258
-154.852388,202.764861,41.296656,-219.265605,190.110185,31.370464,-261.312847,354.784300,47.206338,-243.081371,274.577306,37.186895,-201.571220,286.507120,59.977375,-217.571740,365.712208,78.718213,-209.135126,472.637047,-5.079519,-271.008774,450.485616,48.161541,-253.981332,530.432274,106.774345,-241.417622,568.145381,158.626580,-227.917978,601.290006,214.184942,-203.995402,563.048146,226.238693,-220.313461,538.623017,173.565469,-237.626743,500.055029,128.107190,-177.049011,676.847715,297.438551,-112.101536,581.400740,265.902352,-162.484392,630.282951,304.239613,14.097255,571.526804,240.692486,13.829314,589.810169,263.151564,51.434063,584.674234,259.292112,50.840211,570.295894,241.342619
-154.859783,202.768572,41.299741,-219.262513,190.119509,31.365474,-261.297547,354.790945,47.208296,-243.069378,274.586355,37.183541,-201.558997,286.518520,59.964871,-217.540068,365.741780,78.686561,-209.165526,472.646771,-5.105295,-271.025898,450.488170,48.153428,-254.012742,530.420020,106.779106,-241.445076,568.125420,158.633919,-227.926865,601.271976,214.174331,-204.003073,563.024748,226.220549,-220.299549,538.598158,173.547657,-237.592963,500.029747,128.082147,-177.051546,676.846826,297.420311,-112.102396,581.415616,265.867763,-162.491799,630.277976,304.225291,14.102649,571.531226,240.687818,13.833818,589.810535,263.149430,51.439946,584.674778,259.292220,50.846102,570.298332,241.341934
-154.865039,202.772673,41.301394,-219.257792,190.128779,31.361094,-261.281751,354.796980,47.210962,-243.056284,274.595084,37.181118,-201.545058,286.529706,59.952565,-217.507646,365.770089,78.656069,-209.194676,472.656121,-5.129460,-271.041802,450.490208,48.146417,-254.042448,530.407727,106.784590,-241.470952,568.106047,158.641468,-227.935874,601.255027,214.164738,-204.011926,563.002233,226.204812,-220.286207,538.574247,173.531128,-237.560342,500.005090,128.059147,-177.053194,676.845448,297.403164,-112.102286,581.428249,265.835567,-162.498118,630.272717,304.211999,14.108279,571.535259,240.683432,13.838653,589.810646,263.147480,51.446061,584.674905,259.292355,50.852101,570.300360,241.341196
-154.867800,202.777216,41.301391,-219.251197,190.137948,31.357444,-261.265407,354.802295,47.214441,-243.041939,274.603422,37.179779,-201.529163,286.540621,59.940525,-217.474427,365.796877,78.626978,-209.222340,472.665016,-5.151725,-271.056272,450.491639,48.140687,-254.070134,530.395404,106.790896,-241.494977,568.087369,158.649253,-227.945025,601.239331,214.156325,-204.022153,562.980737,226.191868,-220.273529,538.551439,173.516092,-237.529099,499.981177,128.038536,-177.053811,676.843503,297.387281,-112.101048,581.438277,265.806144,-162.503173,630.267125,304.199898,14.114186,571.538840,240.679369,13.843876,589.810460,263.145741,51.452451,584.674546,259.292524,50.858230,570.301914,241.340395
