 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-200.414216,325.378327,35.245581,-262.055400,337.483044,18.459641,-257.930040,545.472235,57.440767,-256.713896,489.564794,53.267511,-221.449524,468.239457,67.292927,-231.727023,532.708325,83.851839,-171.335717,599.608068,14.908830,-250.297979,590.705523,56.280097,-227.151714,630.632628,87.996927,-215.087119,642.164694,126.222528,-197.005425,654.997184,160.518600,-189.040443,623.358159,173.278825,-205.926061,612.217838,138.820006,-223.969383,599.106377,104.873007,-118.612189,728.169157,336.422628,-81.266414,636.665079,333.964253,-117.825873,674.941759,361.419806,50.929964,615.889336,322.579049,47.721434,625.096210,352.306684,90.408702,628.590567,357.961177,93.669830,620.646170,327.213985
-200.409068,325.376931,35.250861,-262.048417,337.479984,18.473407,-257.907094,545.472338,57.457675,-256.689456,489.567624,53.291134,-221.423096,468.247190,67.305036,-231.681869,532.725053,83.849021,-171.337505,599.614763,14.916662,-250.297528,590.704538,56.294571,-227.161374,630.634093,88.012988,-215.093360,642.156918,126.237859,-197.013363,654.988784,160.531709,-189.028743,623.342928,173.280218,-205.909319,612.201338,138.819109,-223.931492,599.089351,104.868203,-118.614700,728.154702,336.420661,-81.264383,636.656172,333.962264,-117.822074,674.922242,361.416871,50.920444,615.897712,322.591419,47.712809,625.104411,352.317153,90.400991,628.591021,357.973531,93.657113,620.644558,327.231395
-200.403881,325.375554,35.256149,-262.041402,337.476916,18.487183,-257.884213,545.472388,57.474564,-256.665071,489.570420,53.314719,-221.396698,468.254916,67.317103,-231.636774,532.741722,83.846176,-171.339406,599.621487,14.924496,-250.297128,590.703501,56.309050,-227.171078,630.635489,88.029068,-215.099632,642.149080,126.253200,-197.021315,654.980338,160.544819,-189.017080,623.327668,173.281628,-205.892630,612.184801,138.818237,-223.893677,599.072279,104.863424,-118.617216,728.140238,336.418713,-81.262411,636.647248,333.960302,-117.818278,674.902733,361.413956,50.910915,615.906076,322.603805,47.704172,625.112605,352.327634,90.393270,628.591459,357.985898,93.644382,620.642928,327.248815
-200.398631,325.374228,35.261419,-262.034346,337.473850,18.500891,-257.861588,545.472321,57.491329,-256.640926,489.573124,53.338103,-221.370497,468.262575,67.329012,-231.592036,532.758172,83.843292,-171.341532,599.628233,14.932301,-250.296835,590.702354,56.323474,-227.180821,630.636726,88.045118,-215.105934,642.141145,126.268494,-197.029253,654.971829,160.557867,-189.005552,623.312420,173.283072,-205.876133,612.168265,138.817432,-223.856218,599.055190,104.858732,-118.619728,728.125819,336.416819,-81.260580,636.638326,333.958414,-117.814505,674.883330,361.411102,50.901404,615.914375,322.616172,47.695551,625.120744,352.338097,90.385558,628.591861,357.998240,93.631679,620.641267,327.266180
-200.393290,325.372987,35.266645,-262.027234,337.470798,18.514455,-257.839405,545.472071,57.507873,-256.617207,489.575674,53.361125,-221.344654,468.270113,67.340650,-231.547939,532.774242,83.840358,-171.343999,599.634998,14.940048,-250.296707,590.701036,56.337788,-227.190603,630.637710,88.061092,-215.112269,642.133070,126.283689,-197.037152,654.963236,160.570800,-188.994253,623.297215,173.284573,-205.859967,612.151758,138.816738,-223.819384,599.038104,104.854192,-118.622229,728.111496,336.415013,-81.258976,636.629421,333.956646,-117.810774,674.864124,361.408350,50.891938,615.922559,322.628490,47.686966,625.128783,352.348517,90.377874,628.592204,358.010522,93.619037,620.639558,327.283433
-200.387827,325.371862,35.271802,-262.020050,337.467769,18.527805,-257.817845,545.471570,57.524104,-256.594089,489.578011,53.383635,-221.319320,468.277477,67.351907,-231.504755,532.789779,83.837361,-171.346925,599.641780,14.947713,-250.296803,590.699482,56.351943,-227.200426,630.638346,88.076954,-215.118642,642.124809,126.298739,-197.044990,654.954534,160.583568,-188.983274,623.282079,173.286152,-205.844263,612.135303,138.816199,-223.783433,599.021036,104.849865,-118.624713,728.097310,336.413331,-81.257686,636.620545,333.955043,-117.807105,674.845197,361.405741,50.882538,615.930582,322.640736,47.678434,625.136678,352.358872,90.370232,628.592464,358.022714,93.606485,620.637784,327.300525
-200.382209,325.370887,35.276869,-262.012773,337.464773,18.540872,-257.797076,545.470748,57.539937,-256.571736,489.580077,53.405491,-221.294638,468.284615,67.362677,-231.462736,532.804633,83.834287,-171.350429,599.648581,14.955274,-250.297180,590.697630,56.365898,-227.210299,630.638539,88.092674,-215.125059,642.116311,126.313606,-197.052749,654.945692,160.596125,-188.972701,623.267033,173.287831,-205.829145,612.118913,138.815859,-223.748606,599.003990,104.845814,-118.627173,728.083298,336.411808,-81.256795,636.611705,333.953653,-117.803512,674.826625,361.403313,50.873220,615.938401,322.652892,47.669971,625.144392,352.369147,90.362643,628.592618,358.034795,93.594048,620.635927,327.317414
-200.376403,325.370091,35.281825,-262.005381,337.461817,18.553595,-257.777257,545.469541,57.555295,-256.550304,489.581815,53.426563,-221.270737,468.291480,67.372865,-231.422113,532.818665,83.831124,-171.354625,599.655403,14.962714,-250.297895,590.695417,56.379617,-227.220229,630.638199,88.108227,-215.131531,642.107526,126.328258,-197.060414,654.936680,160.608433,-188.962614,623.252088,173.289635,-205.814730,612.102599,138.815760,-223.715124,598.986968,104.842098,-118.629606,728.069490,336.410474,-81.256387,636.602906,333.952519,-117.800010,674.808471,361.401105,50.863998,615.945976,322.664944,47.661585,625.151890,352.379329,90.355112,628.592644,358.046746,93.581743,620.633970,327.334065
-200.370377,325.369503,35.286649,-261.997853,337.458908,18.565916,-257.758532,545.467885,57.570112,-256.529931,489.583171,53.446734,-221.247734,468.298028,67.382380,-231.383096,532.831744,83.827858,-171.359621,599.662249,14.970019,-250.299002,590.692783,56.393071,-227.230227,630.637237,88.123596,-215.138067,642.098404,126.342670,-197.067972,654.927465,160.620461,-188.953084,623.237255,173.291586,-205.801123,612.086364,138.815946,-223.683191,598.969965,104.838772,-118.632008,728.055911,336.409362,-81.256540,636.594147,333.951682,-117.796611,674.790793,361.399152,50.854880,615.953274,322.676885,47.653284,625.159140,352.389411,90.347646,628.592521,358.058554,93.569582,620.631894,327.350452
