 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-228.663914,400.948929,25.803094,-294.972418,403.900018,23.790569,-305.038374,582.226545,-21.569723,-295.874136,494.225209,6.529990,-246.781888,498.327844,25.249000,-252.368386,574.032749,25.046252,0.000000,0.000000,0.000000,-295.936951,656.612133,-24.760385,-272.874050,669.588735,77.378436,-262.968385,677.807188,122.169278,-253.990371,691.764974,195.376495,-234.999462,650.722207,194.191628,-242.245982,644.680887,133.160527,-256.752669,636.862953,87.686949,-180.151149,742.307520,304.104622,-135.652432,659.623581,304.135126,-173.843523,690.123123,319.989480,-17.555695,617.000448,255.511544,-15.273752,628.431533,282.423359,27.643299,628.489360,281.998327,27.761212,613.096998,258.882731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.678756,400.953193,25.798816,-294.990532,403.905938,23.781579,-305.046723,582.245512,-21.571615,-295.893100,494.240210,6.526839,-246.801207,498.339115,25.251951,-252.389903,574.037996,25.062034,0.000000,0.000000,0.000000,-295.936432,656.629251,-24.762261,-272.884334,669.602432,77.378080,-262.982140,677.819289,122.170736,-254.003781,691.777143,195.382321,-235.015216,650.728896,194.199744,-242.262238,644.687284,133.160970,-256.763508,636.876206,87.682486,-180.156695,742.316428,304.095588,-135.645994,659.625394,304.120810,-173.844644,690.133415,319.990451,-17.547116,616.976149,255.503632,-15.271775,628.407352,282.415978,27.640465,628.467139,282.002703,27.765507,613.075609,258.885949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.693586,400.957480,25.794602,-295.008629,403.911869,23.772646,-305.055087,582.264428,-21.573490,-295.912023,494.255190,6.523733,-246.820488,498.350397,25.254934,-252.411359,574.043288,25.077746,0.000000,0.000000,0.000000,-295.935965,656.646339,-24.764150,-272.894627,669.616081,77.377714,-262.995898,677.831337,122.172179,-254.017172,691.789263,195.388125,-235.030936,650.735542,194.207842,-242.278469,644.693623,133.161398,-256.774314,636.889406,87.677991,-180.162249,742.325272,304.086526,-135.639562,659.627159,304.106461,-173.845769,690.143644,319.991384,-17.538556,616.951870,255.495708,-15.269812,628.383190,282.408587,27.637617,628.444929,282.007070,27.769780,613.054233,258.889155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.708302,400.961793,25.790546,-295.026579,403.917791,23.763889,-305.063430,582.283127,-21.575323,-295.930747,494.270040,6.520736,-246.839576,498.361632,25.257967,-252.432560,574.048647,25.093218,0.000000,0.000000,0.000000,-295.935604,656.663261,-24.766062,-272.904884,669.629548,77.377327,-263.009591,677.843210,122.173582,-254.030457,691.801218,195.393849,-235.046505,650.742059,194.215863,-242.294563,644.699805,133.161791,-256.784994,636.902421,87.673448,-180.167798,742.333933,304.077443,-135.633172,659.628812,304.092107,-173.846899,690.153682,319.992224,-17.530078,616.927748,255.487795,-15.267892,628.359178,282.401209,27.634749,628.422841,282.011393,27.773987,613.032986,258.892316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.722802,400.966134,25.786746,-295.044252,403.923686,23.755426,-305.071720,582.301449,-21.577086,-295.949119,494.284655,6.517914,-246.858322,498.372769,25.261070,-252.453315,574.054095,25.108283,0.000000,0.000000,0.000000,-295.935406,656.679889,-24.768011,-272.915064,669.642705,77.376905,-263.023158,677.854788,122.174920,-254.043550,691.812890,195.399437,-235.061807,650.748359,194.223749,-242.310413,644.705727,133.162126,-256.795455,636.915121,87.668836,-180.173330,742.342290,304.068339,-135.626859,659.630285,304.077765,-173.848035,690.163405,319.992916,-17.521742,616.903911,255.479913,-15.266043,628.335439,282.393862,27.631852,628.400982,282.015639,27.778081,613.011974,258.895403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.736989,400.970509,25.783299,-295.061524,403.929539,23.747373,-305.079926,582.319238,-21.578754,-295.966991,494.298932,6.515334,-246.876579,498.383760,25.264266,-252.473436,574.059658,25.122777,0.000000,0.000000,0.000000,-295.935425,656.696099,-24.770009,-272.925130,669.655425,77.376436,-263.036540,677.865953,122.176166,-254.056372,691.824169,195.404835,-235.076736,650.754358,194.231445,-242.325917,644.711289,133.162380,-256.805608,636.927379,87.664134,-180.178834,742.350225,304.059213,-135.620655,659.631512,304.063449,-173.849179,690.172688,319.993402,-17.513606,616.880477,255.472078,-15.264292,628.312086,282.386562,27.628917,628.379446,282.019776,27.782019,612.991296,258.898384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.750772,400.974923,25.780301,-295.078280,403.935335,23.739843,-305.088022,582.336346,-21.580304,-295.984221,494.312778,6.513058,-246.894210,498.394561,25.267577,-252.492748,574.065362,25.136542,0.000000,0.000000,0.000000,-295.935717,656.711773,-24.772072,-272.935050,669.667587,77.375905,-263.049687,677.876592,122.177295,-254.068849,691.834947,195.409988,-235.091189,650.759973,194.238900,-242.340982,644.716395,133.162533,-256.815368,636.939073,87.659318,-180.184306,742.357623,304.050058,-135.614587,659.632425,304.049165,-173.850336,690.181413,319.993626,-17.505725,616.857555,255.464302,-15.262665,628.289222,282.379321,27.625934,628.358320,282.023773,27.785757,612.971040,258.901233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.764065,400.979384,25.777841,-295.094409,403.941063,23.732941,-305.095983,582.352633,-21.581712,-296.000679,494.326103,6.511148,-246.911087,498.405131,25.271025,-252.511085,574.071236,25.149430,0.000000,0.000000,0.000000,-295.936334,656.726802,-24.774214,-272.944793,669.679078,77.375298,-263.062553,677.886602,122.178283,-254.080912,691.845124,195.414850,-235.105072,650.765126,194.246066,-242.355521,644.720951,133.162562,-256.824657,636.950090,87.654363,-180.189741,742.364377,304.040864,-135.608683,659.632959,304.034912,-173.851507,690.189469,319.993534,-17.498147,616.835239,255.456594,-15.261190,628.266937,282.372149,27.622892,628.337679,282.027604,27.789256,612.951286,258.903922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.776789,400.983897,25.776004,-295.109810,403.946714,23.726768,-305.103786,582.367974,-21.582958,-296.016243,494.338827,6.509660,-246.927092,498.415435,25.274633,-252.528292,574.077305,25.161303,0.000000,0.000000,0.000000,-295.937325,656.741084,-24.776453,-272.954334,669.689795,77.374603,-263.075097,677.895885,122.179106,-254.092502,691.854608,195.419374,-235.118302,650.769745,194.252900,-242.369454,644.724870,133.162447,-256.833403,636.960325,87.649244,-180.195136,742.370383,304.031620,-135.602965,659.633055,304.020687,-173.852698,690.196751,319.993073,-17.490917,616.813615,255.448961,-15.259888,628.245311,282.365052,27.619777,628.317589,282.031244,27.792479,612.932100,258.906428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.788873,400.988470,25.774868,-295.124391,403.952277,23.721413,-305.111412,582.382253,-21.584024,-296.030805,494.350878,6.508645,-246.942119,498.425441,25.278421,-252.544231,574.083594,25.172037,0.000000,0.000000,0.000000,-295.938732,656.754530,-24.778802,-272.963650,669.699642,77.373805,-263.087286,677.904353,122.179742,-254.103565,691.863317,195.423519,-235.130803,650.773764,194.259364,-242.382713,644.728074,133.162168,-256.841541,636.969685,87.643937,-180.200491,742.375551,304.022309,-135.597451,659.632654,304.006481,-173.853910,690.203166,319.992195,-17.484074,616.792752,255.441406,-15.258783,628.224410,282.358034,27.616578,628.298103,282.034669,27.795393,612.913541,258.908728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.800250,400.993106,25.774500,-295.138070,403.957744,23.716955,-305.118842,582.395368,-21.584894,-296.044268,494.362190,6.508147,-246.956073,498.435120,25.282405,-252.558779,574.090122,25.181521,0.000000,0.000000,0.000000,-295.940592,656.767058,-24.781277,-272.972724,669.708537,77.372894,-263.099089,677.911930,122.180172,-254.114056,691.871177,195.427251,-235.142511,650.777124,194.265425,-242.395237,644.730491,133.161708,-256.849013,636.978086,87.638419,-180.205808,742.379797,304.012918,-135.592159,659.631706,303.992284,-173.855149,690.208629,319.990856,-17.477652,616.772711,255.433931,-15.257893,628.204288,282.351095,27.613283,628.279266,282.037860,27.797967,612.895655,258.910804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.810864,400.997810,25.774958,-295.150772,403.963108,23.713463,-305.126058,582.407230,-21.585556,-296.056547,494.372709,6.508204,-246.968871,498.444447,25.286599,-252.571826,574.096908,25.189658,0.000000,0.000000,0.000000,-295.942935,656.778599,-24.783893,-272.981537,669.716408,77.371856,-263.110482,677.918548,122.180377,-254.123937,691.878126,195.430538,-235.153372,650.779773,194.271055,-242.406976,644.732060,133.161051,-256.855772,636.985456,87.632669,-180.211090,742.383050,304.003431,-135.587100,659.630164,303.978081,-173.856418,690.213069,319.989015,-17.471680,616.753537,255.426534,-15.257236,628.184988,282.344235,27.609880,628.261112,282.040802,27.800177,612.878478,258.912640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.820661,401.002581,25.776290,-295.162431,403.968360,23.710995,-305.133045,582.417765,-21.586001,-296.067568,494.382386,6.508847,-246.980442,498.453398,25.291015,-252.583281,574.103961,25.196369,0.000000,0.000000,0.000000,-295.945784,656.789093,-24.786662,-272.990076,669.723193,77.370683,-263.121444,677.924151,122.180341,-254.133177,691.884112,195.433353,-235.163340,650.781668,194.276229,-242.417887,644.732728,133.160184,-256.861774,636.991734,87.626670,-180.216340,742.385249,303.993830,-135.582285,659.627990,303.963858,-173.857720,690.216425,319.986639,-17.466179,616.735266,255.419213,-15.256826,628.166543,282.337451,27.606359,628.243664,282.043480,27.802001,612.862038,258.914221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-228.829598,401.007417,25.778532,-295.172992,403.973493,23.709595,-305.139785,582.426912,-21.586224,-296.077273,494.391180,6.510096,-246.990727,498.461952,25.295659,-252.593067,574.111288,25.201586,0.000000,0.000000,0.000000,-295.949153,656.798487,-24.789597,-272.998326,669.728844,77.369363,-263.131960,677.928695,122.180050,-254.141752,691.889092,195.435675,-235.172381,650.782775,194.280930,-242.427936,644.732454,133.159095,-256.866988,636.996873,87.620407,-180.221562,742.386343,303.984103,-135.577721,659.625150,303.949600,-173.859059,690.218647,319.983700,-17.461168,616.717922,255.411964,-15.256675,628.148973,282.330739,27.602709,628.226939,282.045884,27.803422,612.846352,258.915536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
