 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,, Cylinder_1,,, Cylinder_2,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
157.93,334.982,36.7352,214.574,326.257,13.6562,250.14,508.36,76.53,222.818,453.556,61.591,255.342,441.065,22.0295,273.775,509.059,33.5149,213.835,594.724,12.6286,280.648,569.644,47.7624,250.362,578.293,139.776,235.037,594.376,188.992,228.055,607.021,233.546,251.342,636.893,223.202,257.381,627.844,179.41,266.771,615.542,130.655,176.924,741.644,331.949,138.742,641.573,317.949,160.481,668.077,351.222,0.617647,625.162,282.045,2.02208,634.852,311.468,45.5391,633.063,309.218,45.6959,621.144,280.979,,,,,,
158.167,334.911,36.7653,214.772,326.264,13.5759,250.506,508.249,76.7099,223.205,453.42,61.6925,255.55,441.071,22.0003,273.898,509.044,33.584,213.96,594.691,12.7897,280.796,569.625,47.9292,250.478,578.284,139.936,235.116,594.416,189.15,228.08,607.119,233.663,251.368,636.977,223.319,257.424,627.882,179.53,266.813,615.526,130.793,176.838,741.697,331.978,138.706,641.571,317.986,160.398,668.135,351.232,0.610755,625.124,282.036,2.00709,634.81,311.453,45.5277,633.034,309.215,45.6861,621.11,280.969,,,,,,
158.405,334.841,36.8176,214.964,326.267,13.5059,250.866,508.142,76.8923,223.587,453.287,61.8026,255.754,441.074,21.9811,274.022,509.028,33.6583,214.087,594.657,12.9499,280.944,569.604,48.0964,250.591,578.274,140.097,235.194,594.452,189.309,228.105,607.212,233.782,251.394,637.056,223.438,257.467,627.916,179.651,266.858,615.508,130.933,176.753,741.748,332.008,138.669,641.57,318.023,160.315,668.192,351.243,0.603469,625.088,282.027,1.99184,634.769,311.439,45.5159,633.005,309.213,45.6759,621.076,280.961,,,,,,
158.645,334.772,36.8922,215.152,326.267,13.4463,251.221,508.038,77.0771,223.965,453.157,61.9213,255.954,441.075,21.972,274.144,509.009,33.7377,214.217,594.623,13.1093,281.092,569.583,48.2639,250.704,578.261,140.259,235.27,594.485,189.469,228.129,607.301,233.903,251.42,637.131,223.557,257.511,627.947,179.774,266.904,615.489,131.074,176.67,741.797,332.038,138.632,641.568,318.061,160.232,668.247,351.256,0.595788,625.051,282.019,1.97633,634.728,311.425,45.5039,632.976,309.211,45.6655,621.042,280.952,,,,,,
158.888,334.704,36.9891,215.333,326.264,13.3971,251.569,507.938,77.2643,224.338,453.03,62.0487,256.15,441.074,21.9731,274.265,508.99,33.8222,214.349,594.587,13.2678,281.24,569.56,48.4318,250.815,578.246,140.421,235.344,594.514,189.629,228.152,607.386,234.025,251.446,637.203,223.679,257.555,627.975,179.898,266.951,615.467,131.216,176.588,741.844,332.069,138.594,641.565,318.1,160.15,668.3,351.27,0.587713,625.014,282.01,1.96057,634.687,311.412,45.4916,632.947,309.209,45.6547,621.008,280.944,,,,,,
159.132,334.638,37.1082,215.509,326.257,13.3583,251.911,507.842,77.454,224.707,452.905,62.1847,256.342,441.071,21.9843,274.386,508.969,33.9119,214.484,594.55,13.4255,281.389,569.536,48.6001,250.924,578.229,140.584,235.417,594.54,189.79,228.175,607.465,234.148,251.471,637.269,223.802,257.599,627.999,180.025,267.001,615.443,131.36,176.508,741.89,332.1,138.555,641.562,318.139,160.069,668.353,351.286,0.579243,624.977,282.002,1.94454,634.646,311.399,45.479,632.917,309.208,45.6436,620.973,280.936,,,,,,
159.378,334.573,37.2496,215.68,326.247,13.3299,252.247,507.75,77.6461,225.071,452.784,62.3294,256.53,441.064,22.0055,274.506,508.946,34.0068,214.621,594.512,13.5823,281.539,569.511,48.7686,251.031,578.209,140.747,235.488,594.562,189.952,228.196,607.541,234.273,251.496,637.332,223.926,257.644,628.02,180.153,267.052,615.417,131.504,176.429,741.933,332.132,138.516,641.559,318.18,159.987,668.403,351.303,0.570378,624.941,281.994,1.92825,634.605,311.386,45.466,632.887,309.206,45.6321,620.939,280.928,,,,,,
159.626,334.509,37.4133,215.845,326.233,13.3119,252.576,507.661,77.8407,225.43,452.665,62.4827,256.714,441.056,22.0369,274.625,508.922,34.1068,214.76,594.474,13.7382,281.688,569.484,48.9376,251.137,578.188,140.912,235.557,594.581,190.114,228.216,607.611,234.399,251.52,637.391,224.052,257.689,628.037,180.283,267.105,615.389,131.65,176.352,741.975,332.164,138.477,641.555,318.221,159.906,668.452,351.322,0.561119,624.905,281.986,1.91171,634.564,311.374,45.4527,632.857,309.206,45.6204,620.904,280.92,,,,,,
159.876,334.447,37.5991,216.005,326.216,13.3044,252.9,507.576,78.0377,225.785,452.55,62.6446,256.893,441.045,22.0784,274.743,508.896,34.212,214.902,594.434,13.8933,281.838,569.456,49.1069,251.241,578.164,141.077,235.625,594.596,190.277,228.236,607.677,234.526,251.544,637.445,224.179,257.734,628.051,180.415,267.159,615.359,131.797,176.276,742.014,332.196,138.437,641.551,318.262,159.826,668.5,351.342,0.551464,624.869,281.979,1.8949,634.523,311.362,45.4392,632.827,309.205,45.6083,620.869,280.913,,,,,,
