 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-152.767,342.01,42.5114,-230.033,326.352,16.5505,-278.763,454.729,61.9949,-241.328,384.695,51.9365,-187.891,405.216,73.7354,-230.312,466.953,92.7006,,,,-306.23,560.37,69.154,-271.467,598.155,147.87,-250.408,610.96,188.485,-227.615,627.527,238.743,-182.28,596.733,239.305,-215.769,577.176,191.54,-240.124,560.424,153.628,-134.728,751.271,309.944,-84.6845,654.966,311.813,-114.167,685.315,333.9,39.745,613.837,244.634,38.2025,628.677,265.546,83.5977,629.59,267.346,86.4302,611.18,244.476
-152.752,341.995,42.5027,-230.023,326.342,16.5404,-278.716,454.736,61.9433,-241.31,384.693,51.9138,-187.875,405.217,73.7033,-230.266,466.968,92.6313,,,,-306.142,560.385,69.0768,-271.4,598.143,147.807,-250.363,610.958,188.443,-227.59,627.536,238.706,-182.258,596.742,239.276,-215.718,577.183,191.485,-240.05,560.42,153.563,-134.704,751.268,309.961,-84.6601,654.952,311.845,-114.151,685.308,333.914,39.7629,613.864,244.632,38.2217,628.698,265.55,83.6184,629.607,267.354,86.4461,611.2,244.483
-152.737,341.98,42.4943,-230.014,326.333,16.5307,-278.67,454.743,61.8938,-241.293,384.691,51.8918,-187.859,405.218,73.6733,-230.221,466.981,92.5671,,,,-306.058,560.398,69.003,-271.337,598.131,147.749,-250.32,610.956,188.404,-227.566,627.545,238.672,-182.238,596.752,239.25,-215.67,577.189,191.434,-239.981,560.416,153.503,-134.679,751.264,309.977,-84.6358,654.936,311.876,-114.135,685.299,333.927,39.7803,613.89,244.629,38.2406,628.718,265.554,83.6389,629.622,267.362,86.4618,611.218,244.489
-152.723,341.966,42.4863,-230.004,326.324,16.5216,-278.626,454.751,61.8463,-241.276,384.69,51.8706,-187.842,405.219,73.6455,-230.179,466.993,92.5081,,,,-305.979,560.412,68.9325,-271.279,598.121,147.695,-250.28,610.955,188.368,-227.544,627.554,238.64,-182.218,596.76,239.226,-215.625,577.195,191.387,-239.916,560.412,153.45,-134.655,751.259,309.994,-84.6117,654.919,311.907,-114.12,685.289,333.941,39.7975,613.915,244.627,38.2591,628.736,265.557,83.6589,629.636,267.37,86.4771,611.235,244.495
-152.71,341.953,42.4786,-229.995,326.317,16.513,-278.582,454.759,61.801,-241.259,384.69,51.8501,-187.826,405.219,73.6198,-230.139,467.004,92.4541,,,,-305.904,560.425,68.8653,-271.225,598.111,147.645,-250.243,610.953,188.334,-227.524,627.562,238.611,-182.2,596.769,239.204,-215.582,577.201,191.343,-239.857,560.408,153.401,-134.631,751.252,310.01,-84.5879,654.901,311.938,-114.105,685.277,333.954,39.8143,613.938,244.623,38.2772,628.753,265.559,83.6787,629.649,267.377,86.4922,611.251,244.5
-152.697,341.94,42.4713,-229.987,326.31,16.5048,-278.54,454.767,61.7577,-241.241,384.691,51.8304,-187.81,405.22,73.5962,-230.1,467.014,92.4053,,,,-305.833,560.437,68.8015,-271.175,598.102,147.598,-250.208,610.952,188.304,-227.506,627.57,238.585,-182.184,596.778,239.185,-215.542,577.208,191.304,-239.802,560.403,153.359,-134.607,751.244,310.026,-84.5641,654.882,311.969,-114.09,685.264,333.966,39.8308,613.961,244.619,38.2951,628.769,265.561,83.6981,629.661,267.384,86.507,611.267,244.505
-152.684,341.929,42.4644,-229.978,326.305,16.4972,-278.499,454.775,61.7166,-241.224,384.693,51.8115,-187.794,405.22,73.5748,-230.064,467.022,92.3616,,,,-305.767,560.449,68.7411,-271.13,598.094,147.556,-250.176,610.952,188.276,-227.489,627.577,238.561,-182.168,596.786,239.169,-215.505,577.214,191.268,-239.752,560.399,153.322,-134.584,751.234,310.042,-84.5406,654.861,311.999,-114.075,685.25,333.978,39.8469,613.982,244.615,38.3125,628.784,265.563,83.7171,629.672,267.39,86.5216,611.281,244.509
-152.671,341.918,42.4578,-229.97,326.3,16.4901,-278.458,454.783,61.6776,-241.207,384.695,51.7934,-187.777,405.22,73.5555,-230.03,467.03,92.323,,,,-305.706,560.46,68.684,-271.089,598.086,147.518,-250.146,610.951,188.251,-227.474,627.584,238.54,-182.154,596.794,239.155,-215.47,577.22,191.236,-239.707,560.395,153.291,-134.56,751.223,310.057,-84.5172,654.839,312.03,-114.061,685.234,333.99,39.8627,614.002,244.61,38.3297,628.798,265.564,83.7358,629.681,267.396,86.5358,611.294,244.513
-152.66,341.908,42.4517,-229.962,326.296,16.4835,-278.42,454.791,61.6407,-241.19,384.698,51.776,-187.761,405.22,73.5384,-229.998,467.036,92.2895,,,,-305.649,560.471,68.6303,-271.052,598.08,147.483,-250.119,610.951,188.23,-227.461,627.591,238.521,-182.141,596.802,239.143,-215.438,577.226,191.208,-239.667,560.391,153.265,-134.537,751.211,310.073,-84.4941,654.815,312.059,-114.047,685.217,334.002,39.8782,614.021,244.605,38.3465,628.81,265.565,83.7542,629.689,267.402,86.5498,611.305,244.516
