 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-187.608,200.579,39.9822,-254.197,206.411,20.9538,-253.447,361.318,73.1834,-242.233,296.68,65.3181,-200.374,305.302,73.6792,-200.549,354.161,91.33,,,,-246.551,445.1,76.8808,-219.424,530.799,141.703,-201.558,561.816,176.853,-190.474,590.621,219.493,-164.244,551.176,234.571,-183.293,528.834,192.613,-199.358,502.257,162.039,-101.738,690.442,305.763,-57.3319,581.01,282.67,-91.6035,628.806,310.97,30.9153,531.405,230.752,30.0248,541.388,257.656,72.8124,540.264,258.423,74.6957,531.405,232.155
-187.607,200.575,39.9726,-254.206,206.409,20.9498,-253.467,361.318,73.1762,-242.245,296.675,65.313,-200.383,305.296,73.6751,-200.559,354.154,91.3274,,,,-246.564,445.101,76.8794,-219.439,530.808,141.706,-201.57,561.828,176.854,-190.48,590.622,219.496,-164.254,551.167,234.565,-183.318,528.841,192.612,-199.383,502.266,162.042,-101.754,690.426,305.769,-57.3377,580.987,282.699,-91.613,628.787,310.985,30.9164,531.394,230.757,30.0258,541.38,257.66,72.8131,540.257,258.429,74.698,531.397,232.161
-187.606,200.571,39.9636,-254.214,206.407,20.9458,-253.487,361.318,73.169,-242.258,296.67,65.3079,-200.392,305.291,73.6713,-200.569,354.148,91.3248,,,,-246.578,445.103,76.8775,-219.455,530.818,141.708,-201.581,561.84,176.856,-190.485,590.624,219.498,-164.263,551.159,234.558,-183.342,528.848,192.611,-199.407,502.275,162.043,-101.77,690.409,305.775,-57.3433,580.966,282.728,-91.6222,628.769,311,30.9175,531.382,230.762,30.0268,541.371,257.664,72.8139,540.251,258.434,74.7002,531.389,232.166
-187.606,200.568,39.9554,-254.222,206.405,20.942,-253.507,361.318,73.1617,-242.27,296.666,65.3028,-200.402,305.286,73.6677,-200.58,354.143,91.3223,,,,-246.593,445.105,76.8751,-219.47,530.828,141.71,-201.592,561.852,176.856,-190.49,590.625,219.5,-164.273,551.15,234.551,-183.366,528.855,192.61,-199.431,502.283,162.045,-101.785,690.393,305.78,-57.3487,580.944,282.755,-91.6311,628.751,311.015,30.9185,531.371,230.766,30.0277,541.362,257.667,72.8146,540.244,258.439,74.7023,531.381,232.17
-187.607,200.565,39.9478,-254.231,206.404,20.9383,-253.526,361.319,73.1544,-242.283,296.662,65.2978,-200.412,305.282,73.6644,-200.592,354.138,91.3197,,,,-246.607,445.107,76.8723,-219.485,530.837,141.711,-201.602,561.863,176.856,-190.495,590.626,219.501,-164.281,551.141,234.544,-183.388,528.861,192.608,-199.455,502.292,162.045,-101.8,690.378,305.786,-57.3538,580.924,282.782,-91.6398,628.734,311.028,30.9195,531.359,230.77,30.0286,541.354,257.67,72.8153,540.237,258.443,74.7044,531.373,232.175
-187.608,200.562,39.9409,-254.239,206.402,20.9347,-253.546,361.321,73.1471,-242.297,296.659,65.2928,-200.423,305.279,73.6613,-200.604,354.134,91.3173,,,,-246.622,445.11,76.8691,-219.5,530.847,141.711,-201.613,561.873,176.856,-190.5,590.626,219.502,-164.29,551.132,234.536,-183.41,528.867,192.606,-199.478,502.3,162.045,-101.814,690.363,305.791,-57.3586,580.904,282.807,-91.6481,628.717,311.042,30.9205,531.349,230.774,30.0294,541.346,257.673,72.8161,540.23,258.447,74.7065,531.366,232.179
-187.61,200.56,39.9348,-254.248,206.401,20.9312,-253.565,361.323,73.1397,-242.31,296.656,65.2879,-200.434,305.276,73.6585,-200.617,354.131,91.3148,,,,-246.637,445.112,76.8655,-219.515,530.856,141.711,-201.623,561.884,176.855,-190.505,590.626,219.502,-164.297,551.123,234.528,-183.431,528.872,192.603,-199.5,502.308,162.044,-101.827,690.348,305.796,-57.3631,580.885,282.832,-91.6562,628.701,311.055,30.9215,531.338,230.777,30.0302,541.337,257.676,72.8168,540.223,258.451,74.7084,531.358,232.182
-187.612,200.558,39.9293,-254.256,206.399,20.9278,-253.584,361.325,73.1323,-242.324,296.654,65.283,-200.446,305.274,73.656,-200.63,354.128,91.3124,,,,-246.653,445.116,76.8614,-219.53,530.865,141.71,-201.633,561.893,176.853,-190.509,590.625,219.502,-164.305,551.114,234.52,-183.452,528.877,192.6,-199.522,502.316,162.043,-101.841,690.334,305.801,-57.3674,580.867,282.855,-91.6639,628.685,311.067,30.9224,531.328,230.78,30.031,541.329,257.678,72.8175,540.217,258.455,74.7104,531.351,232.186
-187.615,200.557,39.9246,-254.264,206.398,20.9245,-253.603,361.327,73.1248,-242.338,296.652,65.2781,-200.459,305.272,73.6537,-200.644,354.126,91.3101,,,,-246.669,445.119,76.8568,-219.544,530.875,141.708,-201.643,561.903,176.851,-190.514,590.625,219.5,-164.312,551.105,234.512,-183.471,528.881,192.597,-199.543,502.323,162.04,-101.853,690.32,305.806,-57.3715,580.849,282.878,-91.6714,628.67,311.079,30.9233,531.318,230.783,30.0318,541.322,257.68,72.8182,540.21,258.458,74.7122,531.344,232.189
