 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-145.633,424.715,27.0265,-215.357,417.567,13.2667,-234.423,586.268,48.4456,-225.763,531.616,42.5963,-185.289,528.128,49.6618,-183.084,578.039,57.3338,,,,-247.107,670.782,21.9279,-197.321,717.958,103.81,-180.333,738.657,126.218,-163.976,755.315,147.838,-148.543,724.921,159.579,-161.475,710.242,135.389,-178.253,691.799,112.33,-82.8615,838.762,260.513,-47.3489,755.431,251.09,-65.4265,795.694,271.875,80.3044,716.809,217.363,84.1777,729.447,246.231,127.614,724.415,247.79,127.405,710.439,221.536
-145.835,424.767,27.055,-215.625,417.628,13.2468,-234.86,586.341,48.6204,-226.18,531.691,42.6489,-185.63,528.144,49.9053,-183.509,577.972,57.8023,,,,-247.2,670.987,22.1797,-197.502,718.38,104.065,-180.413,739.006,126.431,-164.062,755.61,148.056,-148.738,725.207,159.916,-161.773,710.561,135.804,-178.689,692.155,112.815,-82.841,838.866,260.73,-47.4277,755.448,251.378,-65.4208,795.771,272.08,80.2325,716.821,217.439,84.1415,729.438,246.298,127.578,724.413,247.814,127.347,710.443,221.556
-146.027,424.804,27.1384,-215.874,417.674,13.2624,-235.282,586.398,48.8112,-226.581,531.749,42.7262,-185.964,528.146,50.1799,-183.925,577.897,58.29,,,,-247.288,671.169,22.4402,-197.673,718.777,104.324,-180.488,739.332,126.649,-164.143,755.886,148.278,-148.923,725.476,160.253,-162.057,710.86,136.219,-179.106,692.489,113.298,-82.8201,838.965,260.945,-47.5011,755.463,251.662,-65.4133,795.844,272.282,80.1633,716.831,217.514,84.1073,729.427,246.363,127.545,724.409,247.837,127.292,710.446,221.576
-146.208,424.826,27.2767,-216.104,417.703,13.3135,-235.688,586.439,49.0182,-226.966,531.791,42.8281,-186.291,528.134,50.4856,-184.332,577.813,58.7969,,,,-247.37,671.327,22.7094,-197.836,719.148,104.588,-180.556,739.637,126.871,-164.217,756.143,148.503,-149.097,725.728,160.592,-162.327,711.139,136.632,-179.505,692.802,113.778,-82.7987,839.059,261.159,-47.5692,755.475,251.942,-65.4041,795.912,272.483,80.0967,716.84,217.586,84.075,729.416,246.427,127.513,724.404,247.86,127.239,710.448,221.595
-146.379,424.834,27.4698,-216.314,417.717,13.4003,-236.078,586.463,49.2414,-227.335,531.816,42.9546,-186.612,528.109,50.8224,-184.729,577.72,59.3229,,,,-247.448,671.461,22.9873,-197.989,719.494,104.857,-180.619,739.92,127.098,-164.287,756.382,148.732,-149.259,725.965,160.93,-162.583,711.399,137.044,-179.885,693.094,114.255,-82.7769,839.149,261.371,-47.6318,755.486,252.219,-65.393,795.977,272.682,80.0328,716.847,217.657,84.0447,729.403,246.489,127.483,724.398,247.881,127.189,710.448,221.613
-146.539,424.827,27.7177,-216.506,417.715,13.5225,-236.451,586.471,49.4806,-227.688,531.824,43.1058,-186.926,528.069,51.1904,-185.118,577.618,59.8681,,,,-247.519,671.571,23.2739,-198.134,719.814,105.13,-180.677,740.181,127.329,-164.35,756.602,148.963,-149.412,726.184,161.27,-162.826,711.639,137.456,-180.247,693.364,114.729,-82.7545,839.234,261.581,-47.689,755.495,252.493,-65.3802,796.038,272.878,79.9717,716.853,217.725,84.0163,729.389,246.549,127.455,724.39,247.901,127.141,710.447,221.63
-146.688,424.805,28.0204,-216.678,417.697,13.6803,-236.809,586.463,49.7359,-228.024,531.816,43.2815,-187.232,528.016,51.5893,-185.498,577.508,60.4323,,,,-247.586,671.657,23.5692,-198.27,720.109,105.407,-180.728,740.42,127.565,-164.408,756.804,149.198,-149.553,726.388,161.61,-163.054,711.859,137.866,-180.59,693.613,115.201,-82.7318,839.315,261.788,-47.7407,755.502,252.762,-65.3655,796.096,273.073,79.9132,716.857,217.792,83.9898,729.374,246.607,127.43,724.382,247.92,127.096,710.445,221.646
-146.827,424.768,28.3778,-216.83,417.662,13.8737,-237.151,586.439,50.0073,-228.344,531.791,43.4819,-187.532,527.949,52.0191,-185.868,577.389,61.0154,,,,-247.647,671.72,23.8731,-198.396,720.378,105.689,-180.774,740.637,127.805,-164.46,756.987,149.436,-149.683,726.575,161.95,-163.269,712.06,138.276,-180.915,693.841,115.67,-82.7085,839.391,261.995,-47.7871,755.507,253.029,-65.3491,796.149,273.265,79.8574,716.86,217.856,83.9652,729.358,246.663,127.406,724.372,247.939,127.053,710.441,221.661
-146.954,424.717,28.7897,-216.963,417.612,14.1024,-237.476,586.398,50.2947,-228.647,531.749,43.7067,-187.824,527.869,52.4796,-186.229,577.261,61.6172,,,,-247.703,671.759,24.1855,-198.513,720.622,105.976,-180.814,740.832,128.049,-164.507,757.151,149.678,-149.803,726.745,162.292,-163.469,712.242,138.685,-181.221,694.047,116.135,-82.6848,839.462,262.199,-47.8281,755.51,253.292,-65.3308,796.198,273.456,79.8043,716.861,217.919,83.9426,729.341,246.718,127.384,724.361,247.956,127.012,710.436,221.676
-147.07,424.652,29.2558,-217.076,417.546,14.3666,-237.785,586.341,50.598,-228.934,531.691,43.956,-188.108,527.774,52.9706,-186.579,577.124,62.2375,,,,-247.753,671.774,24.5064,-198.622,720.84,106.267,-180.848,741.005,128.298,-164.548,757.296,149.922,-149.912,726.899,162.634,-163.656,712.404,139.092,-181.508,694.231,116.598,-82.6607,839.529,262.401,-47.8637,755.511,253.551,-65.3108,796.244,273.644,79.754,716.861,217.979,83.9219,729.323,246.771,127.364,724.348,247.973,126.974,710.43,221.689
-147.175,424.572,29.7758,-217.169,417.464,14.666,-238.077,586.267,50.917,-229.203,531.616,44.2296,-188.384,527.666,53.4917,-186.92,576.979,62.8759,,,,-247.797,671.765,24.8356,-198.721,721.032,106.562,-180.877,741.156,128.551,-164.583,757.423,150.17,-150.01,727.037,162.976,-163.829,712.546,139.499,-181.777,694.395,117.058,-82.6361,839.591,262.601,-47.8938,755.51,253.807,-65.289,796.285,273.83,79.7063,716.859,218.038,83.9032,729.303,246.822,127.346,724.334,247.988,126.939,710.422,221.702
-147.266,424.477,30.3493,-217.241,417.365,15.0005,-238.352,586.177,51.2518,-229.455,531.524,44.5274,-188.652,527.544,54.0425,-187.25,576.825,63.532,,,,-247.836,671.731,25.1731,-198.81,721.198,106.862,-180.899,741.285,128.808,-164.612,757.53,150.421,-150.097,727.158,163.319,-163.987,712.668,139.905,-182.027,694.536,117.515,-82.611,839.648,262.8,-47.9186,755.507,254.059,-65.2654,796.323,274.014,79.6613,716.856,218.095,83.8863,729.283,246.872,127.33,724.32,248.003,126.906,710.413,221.714
-147.345,424.368,30.9756,-217.291,417.25,15.37,-238.609,586.07,51.6019,-229.688,531.415,44.8493,-188.91,527.409,54.6224,-187.568,576.662,64.2051,,,,-247.869,671.674,25.5185,-198.891,721.339,107.166,-180.916,741.391,129.07,-164.636,757.619,150.675,-150.173,727.263,163.663,-164.132,712.771,140.31,-182.258,694.656,117.97,-82.5855,839.701,262.996,-47.9379,755.502,254.308,-65.24,796.357,274.197,79.619,716.851,218.149,83.8715,729.261,246.919,127.316,724.303,248.016,126.875,710.402,221.725
-147.409,424.245,31.654,-217.318,417.119,15.7742,-238.848,585.946,51.9674,-229.903,531.289,45.195,-189.157,527.26,55.2308,-187.874,576.49,64.8948,,,,-247.895,671.592,25.8717,-198.961,721.453,107.475,-180.926,741.476,129.336,-164.653,757.69,150.933,-150.238,727.351,164.007,-164.262,712.854,140.713,-182.47,694.754,118.421,-82.5595,839.748,263.191,-47.9518,755.495,254.553,-65.2128,796.386,274.377,79.5794,716.844,218.202,83.8586,729.238,246.965,127.304,724.286,248.029,126.847,710.39,221.735
-147.457,424.108,32.3834,-217.323,416.971,16.2128,-239.068,585.805,52.3478,-230.098,531.146,45.5644,-189.393,527.098,55.8669,-188.167,576.31,65.6001,,,,-247.915,671.486,26.2325,-199.023,721.541,107.787,-180.931,741.538,129.606,-164.665,757.741,151.193,-150.292,727.422,164.351,-164.378,712.917,141.116,-182.663,694.83,118.87,-82.5331,839.792,263.383,-47.9604,755.487,254.795,-65.1838,796.412,274.555,79.5425,716.836,218.253,83.8476,729.215,247.009,127.294,724.267,248.041,126.821,710.377,221.744
-147.489,423.957,33.1629,-217.302,416.806,16.6854,-239.269,585.647,52.743,-230.272,530.985,45.957,-189.616,526.922,56.5297,-188.445,576.122,66.3203,,,,-247.928,671.354,26.6005,-199.074,721.603,108.104,-180.929,741.578,129.88,-164.671,757.773,151.456,-150.335,727.477,164.696,-164.479,712.96,141.517,-182.836,694.884,119.315,-82.5062,839.83,263.574,-47.9635,755.476,255.033,-65.153,796.434,274.73,79.5083,716.827,218.302,83.8385,729.19,247.052,127.286,724.247,248.052,126.798,710.362,221.752
-147.502,423.793,33.9909,-217.255,416.624,17.1917,-239.45,585.472,53.1525,-230.425,530.808,46.3727,-189.826,526.733,57.2181,-188.708,575.924,67.0543,,,,-247.934,671.198,26.9755,-199.116,721.639,108.424,-180.921,741.595,130.158,-164.671,757.787,151.723,-150.367,727.515,165.041,-164.566,712.983,141.918,-182.991,694.916,119.758,-82.4789,839.864,263.762,-47.9612,755.463,255.268,-65.1204,796.452,274.904,79.4769,716.816,218.349,83.8315,729.164,247.092,127.28,724.226,248.061,126.778,710.346,221.76
-147.494,423.615,34.8658,-217.181,416.425,17.7312,-239.609,585.279,53.5761,-230.556,530.612,46.811,-190.019,526.531,57.931,-188.953,575.718,67.8011,,,,-247.933,671.016,27.3572,-199.148,721.648,108.749,-180.907,741.59,130.44,-164.665,757.781,151.992,-150.388,727.537,165.386,-164.639,712.986,142.317,-183.126,694.925,120.197,-82.4512,839.893,263.949,-47.9535,755.448,255.499,-65.086,796.466,275.076,79.4482,716.804,218.393,83.8263,729.137,247.131,127.276,724.204,248.07,126.759,710.329,221.766
-147.464,423.425,35.7859,-217.078,416.208,18.3034,-239.746,585.068,54.0134,-230.662,530.399,47.2715,-190.195,526.316,58.6671,-189.181,575.502,68.5595,,,,-247.923,670.808,27.7451,-199.169,721.63,109.077,-180.886,741.562,130.726,-164.653,757.757,152.263,-150.397,727.542,165.731,-164.696,712.968,142.714,-183.241,694.912,120.634,-82.423,839.918,264.133,-47.9405,755.431,255.726,-65.0499,796.477,275.245,79.4222,716.79,218.436,83.8232,729.109,247.168,127.274,724.181,248.078,126.744,710.311,221.772
-147.41,423.223,36.749,-216.943,415.974,18.9077,-239.86,584.838,54.4639,-230.743,530.167,47.7537,-190.351,526.088,59.4249,-189.388,575.278,69.3282,,,,-247.905,670.574,28.139,-199.18,721.585,109.409,-180.859,741.512,131.016,-164.635,757.714,152.538,-150.395,727.53,166.077,-164.739,712.931,143.111,-183.336,694.876,121.068,-82.3943,839.938,264.316,-47.9221,755.412,255.95,-65.0119,796.483,275.412,79.3989,716.774,218.477,83.822,729.08,247.204,127.274,724.156,248.085,126.73,710.291,221.777
