 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
153.01,200.805,41.1894,216.443,196.69,18.0645,219.234,384.05,69.3152,193.853,315.284,57.4738,241.647,308.418,35.3829,257.849,372.851,40.4091,,,,267.962,451.981,23.9358,223.533,477.542,122.057,211.616,502.471,163.142,203.466,526.387,209.672,231.004,563.047,192.67,235.761,535.345,148.428,245.918,507.3,109.451,151.821,667.387,296.518,105.106,570.961,283.579,144.895,608.481,319.158,-45.8789,532.826,244.769,-45.8988,544.526,270.756,-2.53688,546.583,269.098,-1.81447,536.669,242.662
153.03,200.811,41.2019,216.461,196.692,18.0726,219.25,384.068,69.3042,193.862,315.296,57.488,241.652,308.434,35.3839,257.858,372.864,40.4096,,,,267.971,451.998,23.9335,223.505,477.573,122.023,211.592,502.483,163.11,203.426,526.391,209.657,231,563.041,192.671,235.773,535.349,148.424,245.915,507.316,109.437,151.834,667.4,296.493,105.095,571.001,283.544,144.909,608.491,319.152,-45.8796,532.839,244.774,-45.8944,544.539,270.756,-2.53304,546.594,269.097,-1.81582,536.675,242.664
153.047,200.818,41.2128,216.477,196.694,18.0807,219.262,384.086,69.2936,193.869,315.307,57.5011,241.656,308.449,35.386,257.865,372.875,40.4112,,,,267.979,452.013,23.9317,223.478,477.601,121.991,211.569,502.494,163.08,203.388,526.394,209.643,230.996,563.035,192.672,235.784,535.352,148.421,245.913,507.33,109.424,151.846,667.411,296.47,105.084,571.039,283.511,144.923,608.5,319.147,-45.8807,532.851,244.779,-45.8909,544.552,270.756,-2.53003,546.605,269.097,-1.81762,536.68,242.666
153.062,200.824,41.2222,216.49,196.695,18.0889,219.271,384.104,69.2833,193.874,315.317,57.513,241.658,308.464,35.389,257.87,372.885,40.4138,,,,267.986,452.026,23.9306,223.45,477.626,121.961,211.545,502.503,163.052,203.351,526.395,209.63,230.992,563.029,192.674,235.794,535.353,148.419,245.909,507.342,109.412,151.858,667.421,296.448,105.074,571.073,283.481,144.935,608.508,319.143,-45.8824,532.862,244.783,-45.8881,544.565,270.756,-2.52785,546.614,269.097,-1.81989,536.685,242.668
153.074,200.831,41.23,216.502,196.697,18.0973,219.278,384.121,69.2734,193.876,315.327,57.5238,241.658,308.477,35.3931,257.873,372.895,40.4174,,,,267.992,452.038,23.9301,223.423,477.649,121.932,211.521,502.51,163.026,203.316,526.395,209.618,230.988,563.021,192.676,235.804,535.352,148.417,245.905,507.352,109.401,151.868,667.428,296.428,105.063,571.105,283.453,144.947,608.514,319.139,-45.8846,532.873,244.788,-45.8862,544.577,270.756,-2.52649,546.623,269.097,-1.8226,536.69,242.669
153.084,200.837,41.2361,216.511,196.699,18.1056,219.282,384.137,69.2638,193.877,315.336,57.5334,241.657,308.489,35.3982,257.873,372.903,40.422,,,,267.997,452.048,23.9302,223.396,477.67,121.906,211.497,502.516,163.001,203.283,526.393,209.608,230.984,563.013,192.679,235.813,535.349,148.416,245.901,507.361,109.39,151.878,667.435,296.41,105.053,571.134,283.428,144.957,608.519,319.137,-45.8874,532.884,244.792,-45.8851,544.588,270.756,-2.52597,546.631,269.097,-1.82578,536.695,242.671
153.091,200.843,41.2407,216.517,196.701,18.1141,219.283,384.152,69.2547,193.875,315.344,57.5419,241.654,308.5,35.4044,257.872,372.911,40.4276,,,,268.001,452.057,23.9308,223.368,477.688,121.882,211.473,502.519,162.978,203.251,526.39,209.598,230.979,563.003,192.682,235.82,535.344,148.415,245.896,507.367,109.381,151.888,667.439,296.393,105.042,571.16,283.405,144.966,608.522,319.135,-45.8907,532.894,244.796,-45.8848,544.599,270.756,-2.52627,546.638,269.098,-1.82942,536.699,242.673
153.096,200.849,41.2436,216.522,196.703,18.1227,219.281,384.167,69.2459,193.871,315.352,57.5493,241.65,308.51,35.4115,257.868,372.917,40.4341,,,,268.004,452.063,23.932,223.341,477.703,121.859,211.449,502.521,162.958,203.221,526.386,209.589,230.975,562.993,192.685,235.827,535.337,148.415,245.89,507.372,109.373,151.897,667.442,296.378,105.032,571.183,283.384,144.974,608.525,319.134,-45.8946,532.903,244.8,-45.8854,544.609,270.756,-2.52739,546.644,269.099,-1.83351,536.703,242.676
153.098,200.855,41.245,216.524,196.705,18.1312,219.276,384.181,69.2376,193.864,315.358,57.5554,241.644,308.519,35.4196,257.862,372.923,40.4417,,,,268.006,452.068,23.9339,223.315,477.716,121.839,211.426,502.522,162.939,203.193,526.38,209.581,230.97,562.983,192.689,235.833,535.328,148.416,245.884,507.374,109.365,151.905,667.444,296.365,105.022,571.203,283.366,144.981,608.526,319.133,-45.899,532.912,244.804,-45.8867,544.618,270.757,-2.52935,546.65,269.1,-1.83806,536.706,242.678
153.098,200.86,41.2448,216.524,196.707,18.1398,219.269,384.194,69.2298,193.856,315.364,57.5604,241.637,308.527,35.4287,257.854,372.927,40.4501,,,,268.007,452.072,23.9363,223.288,477.726,121.82,211.402,502.52,162.921,203.167,526.372,209.574,230.966,562.971,192.693,235.838,535.318,148.418,245.877,507.375,109.359,151.912,667.443,296.353,105.012,571.22,283.351,144.987,608.525,319.134,-45.9039,532.921,244.808,-45.8889,544.627,270.757,-2.53213,546.654,269.102,-1.84307,536.709,242.68
153.095,200.866,41.2429,216.522,196.709,18.1484,219.259,384.206,69.2225,193.846,315.369,57.5643,241.628,308.533,35.4388,257.844,372.93,40.4596,,,,268.007,452.074,23.9394,223.262,477.734,121.804,211.378,502.517,162.906,203.143,526.364,209.569,230.961,562.959,192.698,235.841,535.305,148.42,245.87,507.374,109.353,151.919,667.442,296.343,105.002,571.234,283.337,144.992,608.523,319.135,-45.9094,532.929,244.812,-45.8919,544.635,270.758,-2.53574,546.658,269.103,-1.84853,536.712,242.682
153.089,200.871,41.2395,216.518,196.711,18.1568,219.246,384.218,69.2157,193.833,315.374,57.5669,241.618,308.539,35.4497,257.832,372.933,40.4699,,,,268.005,452.074,23.943,223.236,477.739,121.79,211.355,502.512,162.893,203.12,526.354,209.564,230.956,562.946,192.703,235.844,535.29,148.423,245.862,507.371,109.349,151.925,667.438,296.335,104.992,571.246,283.327,144.996,608.52,319.137,-45.9154,532.936,244.815,-45.8957,544.643,270.758,-2.54017,546.661,269.106,-1.85445,536.715,242.685
153.081,200.876,41.2346,216.511,196.714,18.1651,219.231,384.228,69.2096,193.819,315.378,57.5683,241.607,308.543,35.4616,257.818,372.934,40.4811,,,,268.003,452.072,23.9473,223.211,477.742,121.778,211.332,502.506,162.882,203.099,526.342,209.56,230.951,562.932,192.708,235.846,535.274,148.427,245.854,507.366,109.346,151.931,667.433,296.328,104.982,571.255,283.319,144.998,608.516,319.139,-45.922,532.943,244.818,-45.9003,544.65,270.759,-2.54543,546.663,269.108,-1.86083,536.717,242.687
153.07,200.881,41.2281,216.503,196.716,18.1732,219.213,384.237,69.2043,193.802,315.38,57.5686,241.594,308.546,35.4742,257.802,372.935,40.4931,,,,268,452.069,23.9521,223.186,477.742,121.768,211.309,502.498,162.872,203.08,526.33,209.558,230.947,562.917,192.714,235.848,535.256,148.431,245.845,507.36,109.343,151.935,667.426,296.323,104.973,571.26,283.313,145,608.51,319.142,-45.9291,532.95,244.821,-45.9057,544.657,270.76,-2.55152,546.664,269.111,-1.86765,536.719,242.69
153.058,200.885,41.2201,216.492,196.718,18.1809,219.193,384.246,69.1998,193.784,315.382,57.5675,241.58,308.548,35.4875,257.785,372.934,40.5059,,,,267.996,452.064,23.9576,223.162,477.74,121.761,211.287,502.488,162.865,203.063,526.316,209.556,230.942,562.902,192.72,235.848,535.237,148.437,245.836,507.351,109.342,151.94,667.418,296.319,104.963,571.263,283.309,145,608.503,319.147,-45.9367,532.956,244.824,-45.9119,544.662,270.761,-2.55843,546.665,269.114,-1.87494,536.721,242.693
